"postId","link","text","timestamp","reactionLikeCount","reactionLoveCount","reactionSadCount","reactionAngryCount","reactionWowCount","reactionHahaCount","comments"
"122149288076935198",,"#GreyhoundFreedomWall6710

[question]

may pasok po ba bukas?","1765158186",,,,,,,
"122149287974935198",,"#GreyhoundFreedomWall6709

[Lost and Found]

❗️❗️ Lost wallet

Good day everyone! Would like to ask some help po. I lost my wallet last night. I have my atm and my dorm keys there po so need talaga makabalik. Kahit the wallet and cards and keys na lang po if necessary. 

Missing wallet. It is actually a coin purse. Color brown, medyo worn out na (may loose parts na po sa zipper) 
Distinguishable features: Stitch (from Lilo and Stitch) keychain with dorm keys
Last seen: UNC AMS building 3rd floor (most likely AMS 317-318) 
Possible route (baka nahulog sa bulsa): UNC AMS building - Prieto Perfecto route Naga City
Contents: Dorm Keys, white card, GoTyme ATM (might have my name on it, but due to usage,  might not be legible anymore) and some coins

If found po, or if may kilala kayo na nakahanap, please contact me through PM (can comment na lang here and I'll send a pm) or with my mobile number: +639685863037 or email: aiacapricho@gmail.com","1765158124",,"1",,,,,"1"
"122149287914935198",,"#GreyhoundFreedomWall6708

Academic 

LOST ID!!!

Hello everyone, especially the UNCEAN. I would like to ask for your help.

I lost my school ID at the UNC Covered Court on Thursday after our Pathfit class, around 9:00 AM.

Name: San Jose, Lyan Jeanne D.
Department: SNAHS
Course: BSN

If ever you find it, please kindly send me a message.

Thank you! 🙏🏻","1765158066",,,,,,,
"122149287866935198",,"#GreyhoundFreedomWall6707

[ rant ]

hindi po ba mag sususpend ang school? ang lakas kasi ng ulan and hangin huhu baha na rin sa daanan. kung pwede naman i asynchronous, ganon na lang🙁","1765158008","1",,,,,,
"122149287818935198",,"#GreyhoundFreedomWall6706

[Question]

nakakagamit pa po ba sa Internet Room? saan po papasok huhu hindi kasi me masyadong familiar sa library","1765157946","4",,,,,,
"122149287320935198",,"#GreyhoundFreedomWall6705

[cheer up] [support]

Syempre kung mabagsak, ireretake ta yang tanginang yan! Fight Fight lang mga gago! 
✊😠♥️
Kaya mo yan tangina ka, lab u mwuah! 💋","1765157883",,"19",,,,,
"122149286624935198",,"#GreyhoundFreedomWall6704

[Question]

I think I saw kung saan online pwede mag bigay ng feedback about the university/department/program. Tapos I forgot where. Meron ba or na malik mata lang ako? Lol. I have concerns lang kasi. Where can I reach out this concern? 

The problem with students like me is we are too shy to voice out our problems, when we see flaws that needs solution. Kaya medyo nasusupog ako magkaulay sa office. Pero my mind is telling me na dapat ipa-abot ko ining concern na ini. And pa'no po lakasan ang loob? Lol","1765157825",,,,,,,
"122149286570935198",,"#GreyhoundFreedomWall6703

Confession to Ms. Bea from Block C, Engineering
 
This is a confession for Ms. Bea from Block C of Engineering. I don't expect anything in return, but I just want you to know that I admire you. You have a strong aura at first glance, but when you're with your friends, you look like a gentle girl who just wants happiness in life. I heard you're single, but you don't want to enter a relationship — and I respect that. This is only a confession for you so I can move forward. I'll always admire you from afar, Ms. You'll be a great engineer one day; I'll manifest that. Padayon, Ms. Ganda!","1765157776",,,,,,,
"122149286516935198",,"#GreyhoundFreedomWall6702

(medyo RANT)

SHOUT OUT nga pala dun sa naka tabi kong babae at lalaki sa PLAZA! mula pag upo ko yung Girl hinaharot na si BOY panay halik at panay yakap si GIRL tuwang tuwa naman si BOY at maya maya biglang inalis ni GIRL Yung BRA nya na Parang bang walang Tao na nakakakita sa kanya tapos Yung LALAKI na lingon lingon sinubo agad Yung BOOBS ni girl at Bata pa Yung BABAE sigurado Nasa 19 or 20 years old tapos Yung LALAKI sigurado Nasa 8 or 9 MONTHS.","1765157718","1",,,,,"205",
"122149286450935198",,"#GreyhoundFreedomWall6701

[Rant] [Confession]

Helloo kay kuya college na kasabay ko sa tricycle otw liboton, Thank you for covering the doorway ng tricycle po using your jacket, I really appreciate it. It was rainy that time but due to that tinulungan moko hindi mabasa ung gamit ko and me. Kuya princess treatment bayun😭 and thank you po so much. How could i ever repay you? 

-12SHS EA","1765157658",,"4",,,,,"1"
"122149286318935198",,"#GreyhoundFreedomWall6700

[Confession]
Hi po, Ms. Kaye Ramos from the Nursing department. Ask ko lang po sana… single po ba kayo? Nakita ko po ulit kayo kahapon and you looked really glowing, nakakastarstruck. \(0o0)/","1765157588",,,,,,,
"122149286192935198",,"#GreyhoundFreedomWall6699

[Question]

Whole day po ba sarado ang Library? Thanks!","1765157523",,,,,,,
"122149286108935198",,"#GreyhoundFreedomWall6698

(rant)

Calling for miss nursing na hindi marunong lumayo sa relationship ng iba. Nag warning na ako lahat lahat about sa kumag na yan and sinabihan na kita na lumayo ka pero bakit hindi mo magawa gawa? Gusto mo talaga ata maging third party nila e HAHAHAHAHAHA. Who cares kung tropa ka nyan hindi mo ba alam kung hanggang saan ba dapat ang boundaries mo as ""TROPA"" nagawa mo pa talagang mag lie sa'kin about dyan sa lalake tolerate yarn? sabagay ikaw nga pala yung kasama nya that time HAHAHAHAHAHAHAHAHAAHAHAHAHA. funny lang kasi sabi sabi nila marunong ka naman daw lumayo pero bakit ngayon hindi na? ayaw mo ba masira name mo or nag eenjoy ka naman sa ganyan kaya panay sama ka pa dyan. kagagawan mo din naman yan te kaya maganda naman sayo yung name na ""THE THIRD PARTY NURSING GIRL"".","1765157467",,,,,"2","9",
"122149286072935198",,"#GreyhoundFreedomWall6697

[Confession] 
Ba't ang raming pogi at maganda sa first year ng BSME?","1765157404",,,,,,"4","10"
"122149286030935198",,"#GreyhoundFreedomWall6696

[blind item] 

sinetch itey ang 2nd year psych student na nababaliw na?

clue: kamukha nya si chucky doll, mahilig sa kNiFe 😜😜","1765157357",,,,,,,
"122149285880935198",,"#GreyhoundFreedomWall6695

{Event}
PFO Organization is truly the best for me!

I’m truly happy with everything that happened in Phase 2. The whole activity was filled with fun, learning, and meaningful moments. From the very start, I was really, really excited, and I’m glad that my expectations were met and to stay happy throughout the activity and to experience a smooth and well-organized program.

What made it even more special was the way I felt so comfortable opening up and sharing my personal problems with the ate's and kuya's. I didn’t feel any fear or hesitation because everyone made the environment safe, warm, and supportive. It means so much to me to have people who listen, guide, and understand without judgment.

And of course, the Christmas Party made everything even more special. It was filled with laughter, bonding, and unforgettable moments. It truly showed how united and joyful everyone in the group is, making the celebration even brighter.

Thank you to everyone who made Phase 2 and the Christmas Party such wonderful experiences.","1765157284",,"24",,,,,
"122149285826935198",,"#GreyhoundFreedomWall6694

[CONFESSION]

To my crush na arki, na minsan lowkey, minsan maingay lilipat ka na ba talaga? Di ko alam block mo. Wag mo kaming iwan sa activities natin, pls.","1765157223",,,,,,,
"122149285736935198",,"#GreyhoundFreedomWall6693

(Rant)
 
 Hello po! Just want to release my opinion regarding the giant christmas tree na natumba. I feel so disappointed on how UNC admin handle the paskuhan 2025.
 
Yung nakatumbang christmas tree ay isang patunay ng kapabayaan. Tama nga, maganda lang sa una pero in terms of durability and stability, palpak. Here’s the reason:
 
 1. Bakit rush yung pagtapos ng chirstmas tree considering na early pala gaganapin yung paskuhan. (Tinapos yung kalahati and kinabitan ng christmas lights how many hours before the paskuhan)
 
 2. Hindi lang ba inisip ng kung sino man nag lead sa kanila yung safety ng mga students? Like it should be the top most priority. What if may student sa baba the time na natumba yun? Mas malaking problem. UNC has the responsibility
 
 3. Bakit ganun lang kabilis natumba yun? Dati hindi naman. And napansin ko lang na there are only 2 cable wires na naka surpport sa may parol. Na dapat nakapalibot yun para more safe. Dito ba napupunta yung tuition fee namin, sa isang low quality and unsafe gisant christmas tree?
 
 UNC should improve, nakakahiya and nakakagalit lang din na napakadelikado pala ng ginawa nila. Edi sana hindi nalang ginawa diba.
 
 Hyst, i hope UNC will improve","1765157165","1","3",,,,"1",
"122149285682935198",,"#GreyhoundFreedomWall6692

[HELP]

SINO PO MAY KILALANG GUSTO MAKIPAG SWAP NG UNIF FOR GIRL, SMALL SIZED ITO. SWAP SANA FOR LARGE or XL, NEVER BEEN USED BAGONG BAGO PA. 

- react if u wantt pls tnx","1765157116",,,,,,,
"122149285616935198",,"#GreyhoundFreedomWall6691

(question) (help)
‎
Hi, I'm trying to find out the fb name of the tall girl na nasa unahan nung pag nstp zumba event? I noticed she danced on stage a few times and SHE GOT MY ATTENTION! :>> I heard her friends call her ""Jane"" I think she's an AB Psychology student. If anyone knows her, can you please help me find out her full name or her fb acc.? (gusto ko siya e-add)
‎
‎–🫀","1765157065","2",,,,,,"1"
"122149285556935198",,"#GreyhoundFreedomWall6690

[help]

Dai na po ba talaga makaka enroll sa 2nd sem si mga dae nakabayad  kang tuition fee ngunyang 1st sem?","1765156995","3",,,,,,"3"
"122149285460935198",,"#GreyhoundFreedomWall6689

(HELPPP)

1. Is it possible to take first-semester major subjects this coming second semester?
2. Is it allowed to enroll in major subjects during the summer term?
3. Is it allowed to take both classes in the same course sequence at the same time, even if they share the same course code? For example, the first-semester class has the code “ABC1,” and the second-semester continuation is “ABC2.” Can I enroll in both classes at the same time?","1765156925",,,,,,,"4"
"122149285274935198",,"#GreyhoundFreedomWall6687

(rant)
#GreyhoundFreedomWall6673
Finally!! Sana mabasa ninda yan!!!","1765156807",,,,,,,
"122149285088935198",,"#GreyhoundFreedomWall6686

(Rant)

Hello po! Just want to release my opinion regarding the giant christmas tree na natumba. I feel so disappointed on how UNC admin handle the paskuhan 2025.

Yung nakathang chistmas tree ay isang patinay ng kapabayaan. Tama nga, maganda lang sa una pero in terms of durability and stability, palpak. Here’s the reason:

1. Bakit rush yung pagtapos ng chirstmas tree considering na early pala gaganapin yung paskuhan. (Tinapos yung kalahati and kinabitan ng christmas lights how many hours before the paskuhan)

2. Hindi lang ba inisip ng kung sino man nag lead sa kanila yung safety ng mga students? Like it should be the top most priority. What if may student sa baba the time na natumba yun? Mas malaking problem. UNC has the responsibility

3. Bakit ganun lang kabilis natumba yun? Dati hindi naman. And napansin ko lang na there are only 2 cable wires na naka surpport sa may parol. Na dapat nakapalibot yun para more safe. Dito ba napupunta yung tuition fee namin, sa isang low quality and unsafe gisant christmas tree?

UNC should improve, nakakahiya and nakakagalit lang din na napakadelikado pala ng ginawa nila. Edi sana hindi nalang ginawa diba.

Hyst, i hope UNC will improve","1765156745","2","16",,,,,
"122149285010935198",,"#GreyhoundFreedomWall6685

(Message)

Dear crush, I promise, I’ll learn Bisaya basta ma uyab ko ika. Cute mo po, sana maging akin ka HAHAHAHAHAHAHAHAHA","1765156626",,,,,,,
"122149284950935198",,"#GreyhoundFreedomWall6684

Dear crush, I promise, I’ll learn Bisaya basta ma uyab ko ika. Cute mo po, sana maging akin ka HAHAHAHAHAHAHAHAHAHA","1765156504",,,,,,"2",
"122149284842935198",,"#GreyhoundFreedomWall6683

[rant]
3 units tapos sarong beses lang sa sarong semana nagmemeet? ano si iba? donation?","1765156394",,,,,,"2",
"122148533504935198",,"#GreyhoundFreedomWall6682

[confession]

khumaen na phosx ba c dnise c,,, from ab psych xoxo

- admirailing u from af4r","1764822843",,"1",,,,"7","4"
"122148533396935198",,"#GreyhoundFreedomWall6681

[RANT]
Honestly, nakakadismaya lang. Bakit parang pabago-bago ang policy when it comes to excess payments? Before, we were allowed to use our remaining balance to buy uniforms or settle other school-related fees. Ngayon, bigla na lang hindi na pwede? So ano na lang gagawin namin sa excess na pera? I worked hard for that money, allowance, savings, whatever, tapos maho-hold lang siya ng school with no option for refund or utilization, except for tuition, eh kailangan na nga bumili ng uniform?

Sana naman they clarify this. Students deserve transparency. We’re not asking for anything unreasonable. We just want access to our own excess payment. Hindi naman biro ang tuition at lahat ng gastos ngayon. It’s really disappointing when policies become inconvenient for the very students they’re supposed to serve.","1764822785",,"6","8",,,,
"122148533282935198",,"#GreyhoundFreedomWall6680

To Ailene Avila from BS Tourism Management. I hope this entry finds you well. I just want to greet you a happy belated birthday. I saw you on your special day, and I was genuinely captivated by how beautiful you were that night.

I’m not sure if you’re still single, but a part of me hopes that someday, I could have a place in your life. You know me personally, yet I still lack the courage to tell you how I truly feel.

We rarely got the chance to talk but I hope you’ve somehow noticed the way I look at you—the admiration I’ve been quietly carrying since our very first interaction back in first year.

I hope we get the chance to talk again. And maybe… when I finally find the courage, I’ll confess everything.

—your rlw classmate","1764822734",,,,,"1","4","3"
"122148533126935198",,"#GreyhoundFreedomWall6679

[confession]
Hii Leo from BSME :>> you're so cute and pogi pu! 

-hindi mo kilala","1764822666",,,,,"2","2",
"122148533018935198",,"#GreyhoundFreedomWall6678

[Confession] [help]

Guys mag answer kamo sa survey katung sarong group tungkol sa freedomwall dakol pa daa sindang kaipuhan na masimbag

Nagpost ning entry para pwede mag answer. bonus naaraman ko name ni miss Pretty na nagdayo sa room 😇 Sya garo leader ninda hahaha hi ms. K, sana machoose","1764822614",,,,,,,
"122148532922935198",,"#GreyhoundFreedomWall6677

[Lost and found]

May nakaka kilala po ba dito kay Mico Sta. Rosa? If meron po pa mention nalang po siya sa comsec para po ma pm ko, di ko po kasi mahanap fb acc niya. Napulot ko po kasi wallet niya sa may tapat ng EN building kanina around 7:35pm. 

Di ko po ma attach picture dito failed nakalagay","1764822551",,,,,,,
"122148532856935198",,"#GreyhoundFreedomWall6676

[Question] [Academic]

are we still following the acad calendar for this sem ba? no adjustments? Dec. 13 na talaga end ng sem?

excited na 'ko umuwi huhu","1764822483",,,,,,,"1"
"122148532694935198",,"#GreyhoundFreedomWall6675

[Rant]

I'm so tired of this life na like... wdym I'm getting tired reading my fav romance novels??? That's not me bruh💀

— in my reading slump era","1764822424",,,,,,,
"122148532568935198",,"#GreyhoundFreedomWall6674

(rant and awareness)

There’s this bullying ass kissing culture on the department of nursing. It’s really sad how they tell us nursing is about compassion, solidarity, and patient advocacy. They tell us we are a team entering a profession where we must support each other.  But what they don't prepare you for is the cannibalistic, competitive, and utterly toxic culture that is relentless from the classrooms to duties.

There are classmates who live on a self-constructed pedestal of pretense, their halo polished so brightly it blinds the clinical instructor. They are the ones who nod vigorously at every theoretical concept, who submit their care plans looking like works of art, and who have mastered the art of the subtle, self-elevating comment aimed straight at your jugular.

I am talking about the PERFORMATIVE PERFECTS. And their favorite ammunition? YOUR MISTAKES.

We are students! We are here to learn. We are going to mess up the sterile field. We are going to calculate the IV drip rate wrong on the first try. We are going to forget a step in the 12-point check. These are human, forgivable errors in a controlled learning environment. Yet, for the Performative Perfects, my own group mates, my own classmates, no less these slip-ups are not learning moments; they are definitive proof of my inferiority. They watch, they catalog, and they bring it up with a smug, concerned look, often in front of others, just to reinforce their own fragile sense of superiority.

The absolute worst part is the hypocrisy. These are the same people who panic in private, who cheat on pre-tests, and who freeze up the second a patient deviates from the textbook script. Their entire perfection is a facade built on relentless ASS-KISSING toward the faculty and the strategic demolition of anyone who dares show vulnerability. 

This toxic bullying doesn't create better nurses; it creates terrified, isolated, and defensive ones. 

And if you’re one of those judgmental, ""I'm perfect"" classmates/batchmates/groupmates hear this: the real world doesn't care how well you recited the textbook and it also doesn’t revolve on how well your performance skills are. It cares if you can handle pressure, and it especially cares if you can treat your classmates/groupmates/batchmates the ones you’re tearing down now with the respect and decency you supposedly practice toward your patients.","1764822364",,"28",,,,,
"122148532346935198",,"#GreyhoundFreedomWall6673

[RANT]

To those students who gossip or talk behind a friend/classmate’s back—do you guys not get tired of running your mouths? Do you not feel even a bit of shame, or do you seriously enjoy acting like that? It’s honestly disgusting. You’re in the comfort room talking loudly as if no one can hear you, even mentioning her name and saying things like “PURO NGA LALAKE MGA KASAMA N'YAN ALAM NA” and other nonsense.

Like, do you even think before you speak? You judge someone based on pure assumptions, spread rumors as if it’s some kind of entertainment, and yet none of you seem to feel guilty or embarrassed. You talk as if you’re perfect, as if you have the right to define someone else’s life, when your own behavior speaks volumes about your character.

Mind your own business. Focus on your own responsibilities instead of wasting energy creating stories about someone who hasn’t done anything to you. If you’re going to talk, talk about something meaningful—because tearing someone down doesn’t make you any better. It just exposes how insecure and miserable you are.

Stop dragging people into conversations they never asked to be part of. If you can’t speak with respect, don’t speak at all.

Grow up. Seriously.

-NB COMFORT ROOM","1764822312","3","19",,,,,
"122148532154935198",,"#GreyhoundFreedomWall6672

(STORY) 
Sinuwayan ko si bata ko, matampuhin sya inot, dati cute pa hilingon, kang nag haloy boray dragon na baga to, tas ang pag hiling ko na saiya garo kontrabida sa batang quiapo na mayaman, itong kaya ka patumbahon anytime pag dae mo binakalan kan cravings nya :'<<","1764822244","2",,,"1",,"256","6"
"122148532028935198",,"#GreyhoundFreedomWall6671

[rant]

tano po ngunyan pa tig ayos ang e-lib kung nuarin ma finals mayo lugod tultol na maadalan 😓","1764822186",,"1",,,,,
"122148531926935198",,"#GreyhoundFreedomWall6670

[Confession]

The purple hair suits him","1764822124",,,,,,,
"122148531836935198",,"#GreyhoundFreedomWall6669

(help!)

isay po pwede masublian xs PE unif tomorrow? 😓😓 nawawara po kaya pe ko, nalamos gayud sa bahaa","1764822064","1",,,,,,"1"
"122148531734935198",,"#GreyhoundFreedomWall6668

[help]

Missing phone!!

Hi, everyone! Ask ko lang po kung sino naka kita ng phone sa may ams ground floor sa boys cr. Oppo po sya na blue-ish ang kulay ng phone case. Around 5:10 - 5:40 pm po nawala sa cr. Naka ilang beses nadin po kami balik sa security office pero wala pa daw po na turn over😞👊🏻","1764822003",,,,,,,
"122148531554935198",,"#GreyhoundFreedomWall6667

[help]

Hi! Are there any former Grade 12 yuensi students who are now in their first year? I’m currently in Grade 12, and we’ll have our yearbook photoshoot soon, huhu. I’m a bit hesitant about getting my makeup done by the yuensi-hired makeup artist since I don’t know them, and we’re not allowed to use other makeup artists or do our own… How’s their makeup usually? I really want a Douyin-style look because my features are softer, and I’m scared that if they do a glam look, I might end up looking weird 😭 I just want to look my best. I usually do my own makeup or get it done by someone I know well.

- yemi","1764821944","1",,,,,,
"122148531470935198",,"#GreyhoundFreedomWall6666

[rant]

bitin po si mga booth like dae ko na try gabos, pero super nag enjoy ako sa horror house sana gabos na event sa unc may mga booth sinda, like nindo if bitin ang jhs days kaya nga may “s” ta dakol or bako lang sarong aldaw pwede man kaya patuloy after nat","1764821888",,"2",,,,,
"122148531362935198",,"#GreyhoundFreedomWall6665

[confession]

Gusto ko na mag confess saimo kaya lang mag ka ano ka pa palan okayy lang halaton ko nalang lugod mag suwayan kamo saka ko ma confess","1764821834",,,,,,"8",
"122148531086935198",,"#GreyhoundFreedomWall6664

[rant] 

Nabibitin talaga ako sa jhs days specially sa mga booth😭, na try mi lang si horror house sofer bitin talaga, tas gusto ko pa kaiba siya mag sa horror house🥰","1764821763",,,,,,,
"122148530774935198",,"#GreyhoundFreedomWall6663

[survey]
thoughts about the “no outside makeup” memo for grad pictorial?","1764821705",,,,,,,
"122148530708935198",,"#GreyhoundFreedomWall6662

(confession)

Hi admin totoo nga ang Ganda ni ate Angela😭💗","1764821645",,,,,,,
"122148530456935198",,"#GreyhoundFreedomWall6661

Thank you po sa nagbigay ng phone ko sa security😊

- oppo","1764821585",,,,,,,
"122148530312935198",,"#GreyhoundFreedomWall6660

(Campus life)

Thank you po sa nagbigay ng phone ko sa security 😊 

- oppo","1764821534",,,,,,,
"122148529862935198",,"#GreyhoundFreedomWall6659

[rant]
bakit bawal ang jorts sa school😭😭🫩","1764821466",,,,,,"4","1"
"122148529742935198",,"#GreyhoundFreedomWall6658

LOST ID!

I would like to ask po for help.
I lost my school ID.

Name: Christina Orea
Department: SSNS
Course: BS Biology

If ever you found it po, please kindly message me.

Thank you 🙏🏻","1764821414",,,,,,"1",
"122148529586935198",,"#GreyhoundFreedomWall6657

[rant]

pakshet, dami need gawin, dami need ipasa, yung deadlines parang magkakasunod

hahahahahahahahahahahahaahahahahaahahahahaahah","1764821350",,,,,,,
"122148529406935198",,"#GreyhoundFreedomWall6656

[suggestion]

Make the GFW student-centric. Like anong ginagawa ng school admins, staff, etc. d2?? di naman to UNC Freedom Wall ah. Ito lang  freedom wall na alam kong may nakakasaling matatanda (hays). The wall is not a place for information and learning. Simply purely entertainment lang di ba?
The lines are blurred between being a platform to foster community and inside jokes and being a platform for conspiracy and unsolicited exposès. Di makarelate ibang tao sa posts ng students kasi natatabunan ng entry ng matatanda","1764821285",,,,,,,
"122148528986935198",,"#GreyhoundFreedomWall6655

Hi Po sa captain ball ng men's volleyball huhu nahiling taka po kang may event Kang Friday night, huhu halangkawon ka palan tas pogion in person. Sana mapansin😘

-kakampinks🌷","1764821167","2",,"1",,"3","8","4"
"122148528752935198",,"#GreyhoundFreedomWall6654

(Confession)

Hello po, I just wanna send a message po dun kay ate na nakapulot ng name pin badge ko sa may registrar, thank you so much po ate napaka importante talaga sakin to and magagamit ko to sa labas next semester btw you look stunning po nahulog na ngani name badge ko pati heart ko nahulog din hahahaha cringe","1764821045",,,,,,,
"122148528614935198",,"#GreyhoundFreedomWall6653

[Lost Item]
Hello! I left my Romoss powerbank (purple) at AMS 309 yesterday around 4 PM, under the tables.

To the students who had the next class there — if you happened to find it, please kindly surrender it to the Security Office. Huhu 🥺💜

Thank you po!
— BSN Maganda ✨","1764820923",,,,,,,
"122148366818935198",,"Fun Fact: Gawain to ni Admin 001. Cdabs after Saturday morning class","1764743572","2","2",,,"1","98",
"122148007376935198",,"Good evening. This is Admin 001 speaking on behalf of the admins of Greyhound Freedom Wall. 

Upon realization on how powerful this platform can be, we have taken the following steps to make this a better and wholesome place as much as it can be:

1. No more skimming of contents. All submissions will be thoroughly read by the admins and will need multiple approval of co-admins. However, this will result to a longer posting period.

We would like to apologize also for the lapses the admin team made the last time that resulted to unfortunate events We acknowledges our collective mistakes, will do better, and will move forward. 

We are still developing the AI tool that will soon replace our role as admins of this page. Once fully developed, we will be announcing its integration in this page and will totally abandon this page for good and will allow AI to take over completely. 

For now, thank you for your continued patronage to the Greyhound Freedom Wall as a platform for all of your thoughts, confession, and stories that you want to share to the Greyhound Community under the guise of anonymity.","1764592491","1","9","4",,,,"1"
"122147309444935198",,"Hi, it's Admin 001.

On behalf of the Greyhound Freedom Wall Facebook Page, a page dedicated as an unofficial space for UNC students & alumni, though not affiliated with the UNC, we would like to ask the help of everyone to improve media-user/consumer experience. 

As you can see, we released a poll asking whether this page should continue to exist. As per the result, majority of the voters answered that they would like the Greyhound Freedom Wall continue its existence.

Now, we would like to hear your thoughts on how we can better serve the community we are trying to cater. 

Let us know in the comments your thoughts and we will be back with a response on Monday, December 1, 2025. 

PS. As the founder, I am currently learning how to integrate AI in this Facebook Page. We are not closing the possibility of totally abandoning this Facebook Page and leave it to the hands of AI for total control.","1764252264",,"3",,,,,"1"
"122146518734935198",,"","1763904614","1",,,,,,
"122146518698935198",,"#GreyhoundFreedomWall6652

{rant}

hi! I'm not from unc but one of my friends is. She's a chalant person who may appear like she is not bothered by anything but trust me she is. She's the type to smile and agree despite being forced or hurt.

 Lately, I've noticed how she always wears a jacket when she is wearing her uniform. I asked her, and what told me made me furious. She has fast metabolism po that is why she is the way she is. She told me how her new classmates would point out how her body was like a ""stick"", how her bones might break with pressure, and how they'd put their fingers around her wrist and point out how thin she is. 

You guys may think it is okay because she always brushes everything off with a smile, but trust me, I am not okay with anything. She is someone who will never say no nor complain despite being hurt. This is why I hoped that when she transferred to unc, someone would stand by her to defend her. Now I know there is none.

Another thing was her asking me if her eyes looked weird. She wears glasses and I think the reason why sometimes she shows signs of ""lazy eyes"". Now, she asked me something I never thought was even something to point out. She has gorgeous eyes and that's what matters the most, perhaps to me.

Thank to them she's been feeling down and insecure. Something that makes my heart ache. You guys do not know what happens behind the smile of a chalant person who does not know how to stand up for herself. Seeing her repost on tiktoks and her notes on ig saying how down she is now, I cannot help but hope that maybe, just maybe, someone out there will stand up for my friend as I cannot right now.

To her classmates, I hope y'all know who you are. If y'all cannot respect her, at the very least leave her alone. If you can't let her be, then at least do not point out something she already is aware and insecure. y'all are just hurting someone who cannot stand up for themselves.

- aev","1763904604","1","30",,,,,
"122146518434935198",,"#GreyhoundFreedomWall6651

[rant]

Hello, I just want to raise my immense frustration sa mga taong mahilig mag bigay ng mixed signals dahil lang alam nyang gusto sya ng isang tao.
It doesn't give you the right to ruin someone's life ha!!!!! sometimes a little kindness and consideration for someone's feelings, hindi lahat matibay, hindi lahat kaya ang trip-trip lang kya please stop na po, kung ano mang trip mo sa buhay mo wag kang mangdamay nang tao specially my friend. 

That's all, sige tehhh KKK ka jan baka kunin ka ni torfun, 🧿🧿🧿🧿🧿🧿🧿🧿🧿 and i welcome na natin ang ating paboritong mars CAMILLE PRATSS!!!!!!!","1763904546","2",,,,,"4",
"122146518110935198",,"#GreyhoundFreedomWall6650

[CONFESSION]

To my BSCE 3rd year crush, I feel enchanted when I see you sa EN or Elib. Dai ko aram kung type mo ako ta as far as I know, mayo kang jowa or anything intimate, but if God wants us to be with each other, we will be.

Good luck to your journey, Engineer! I will never forget the way that you make me feel everytime I see you. May our stars be aligned one day.

- fmpm","1763904484",,"3",,,,"1",
"122146518014935198",,"#GreyhoundFreedomWall6649

(Confession)

To Miss Kristien Herrero, I always saw you during your department days, badly want sana iapproach for organic encounter pero nahihiya ako kasi baka you have someone else na but honestly I'm not ready pa naman cause wala pa naman akong achievement or anything, I'm here lng to confess hahahah and just to remind you how beautiful you are, gonna like you from a far lang muna.

-J","1763904423",,,,,,"4",
"122146517720935198",,"#GreyhoundFreedomWall6647

[help]

how to know if a girl likes you?

-🥶

Admin Gus: Tanungin mo beh","1763904248","1",,,,,"11",
"122146517594935198",,"#GreyhoundFreedomWall6646

[rant/confession]

unwritten rule: never ever magkagusto sa kaklase","1763904190","1","1",,,,"31",
"122146517408935198",,"#GreyhoundFreedomWall6645

[Rant]

Reply to #GreyhoundFreedomWall6634

Ano pong connect ng ""salot na nga kayong mga crim, di pa marunong mag pdf""? Please don't drag that kind of remark into the discussion. As you have said, your are already 24, so I supposed you know better. Yes, you are right about safe sex but using blanket insults against an entire crim students doesn’t help the point you’re trying to make. Kung may nag-disrespect sainyo, call out them specifically — hindi yung i-dadamay mo pa lahat ng crim. We’re all adults here, so sana we keep the conversation focused on the actual issue and not on stereotypes. You can advocate for safe sex without tearing down people who aren’t even involved.","1763904127","1","12",,,,,
"122146517318935198",,"#GreyhoundFreedomWall6644

[Rant]
Hiii, it's me again the BSME who's looking for kasabay mag jogging, sa previously nagcomment from Bicol to Cubao pwede naman basta Ikaw mauna kapatid
-🧪","1763904071","1","1",,,,"17",
"122146517162935198",,"#GreyhoundFreedomWall6643

[RANT]
Mag papaskuhan nanaman na mayong kaibahan juskooo, landiin niyo na akooo pleaseee lang","1763904010",,,,,,"26",
"122146516874935198",,"#GreyhoundFreedomWall6642

Replying to #GreyhoundFreedomWall6631

Hello po! I am one of the Student Teachers that is currently teaching in Junior High School. I just want to share my sentiments about this po. As a student teacher and currently in training, we acknowledge your disappointments about out teaching styles. We always do our best to meet your learning needs. However, it is also important for us for you to directly address your suggestions and disppointments to us. Open po kami sa criticisms lalong lalo na sa students namin for us to know if effective po talaga ang teaching style namin. And also, we have our Resource Teacher which is also your subject teacher. Mapag-uusapan po ito together with you and our Resource Teacher. Ang pagsabi po ninyo diretcly to us na hindi ninyo naiintindihan ang lesson namin will be a very big help for us as a Student Teacher. Thank you so muchh. Last week na po namin, and we will do our very best po.","1763903946","2","17",,,,,
"122146516802935198",,"#GreyhoundFreedomWall6641

[Rant]

Shout out duman sa group of female students na naka standby sa gate (adverb of time) kasi dae mga naka uniform. Hahabulin nyo pa ako ng masamang tingin kasi dirediretso akong nakalaog sa gate, eh kung isampal ko kaya sa pagmumukha nyo tong Uniform Exemption Pass (PEP) ko","1763903886",,,,,,"7",
