,Region,Province,District,Sector,Subsector,Job Requirement,Program,Type of Program,Demand,Worst Demand,Base Demand,Best Demand,Program_upper
3293,REGION_VII,CEBU,"Cebu, District 6",CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,WELDER (SMAW),MANUAL METAL ARC WELDING (MMAW) NC II,With TR,HIGH,30,50,100,MANUAL METAL ARC WELDING (MMAW) NC II
3294,REGION_VII,CEBU,"Cebu, District 6",CONSTRUCTION,VERTICAL INDUSTRIAL RESIDENTIAL DIRECT WORKS,WELDER (STRUCTURAL),FLUX-CORED ARC WELDING (FCAW) NC II,With TR,LOW,3,5,150,FLUX-CORED ARC WELDING (FCAW) NC II
3295,REGION_VII,CEBU,"Cebu, District 6",CONSTRUCTION,VERTICAL INDUSTRIAL RESIDENTIAL DIRECT WORKS,WELDER (STRUCTURAL),GAS TUNGSTEN ARC WELDING (GTAW) NC II,With TR,HIGH,30,50,100,GAS TUNGSTEN ARC WELDING (GTAW) NC II
3296,REGION_VII,CEBU,"Cebu, District 6",CONSTRUCTION,VERTICAL INDUSTRIAL RESIDENTIAL DIRECT WORKS,WELDER (STRUCTURAL),MANUAL METAL ARC WELDING (MMAW) NC II,With TR,HIGH,30,50,100,MANUAL METAL ARC WELDING (MMAW) NC II
3297,REGION_VII,CEBU,"Cebu, District 6",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION,WHEEL LOADER OPERATOR,HEAVY EQUIPMENT OPERATION (WHEEL LOADER) NC II,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (WHEEL LOADER) NC II
3404,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,"
GTAW/TIG WELDER",GAS TUNGSTEN ARC WELDING (GTAW) NC II,With TR,HIGH,30,50,100,GAS TUNGSTEN ARC WELDING (GTAW) NC II
3405,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING," _x000D_
 	_x000D_
PIPE WELDER (SAW)",SUBMERGED ARC WELDING (SAW) NC II,With TR,LOW,3,5,150,SUBMERGED ARC WELDING (SAW) NC II
3406,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,AUTOMOTIVE AND LAND TRANSPORTATION PRODUCTION (OEM) ASSEMBLY,AUTO ELECTRICIAN,AUTOMOTIVE ELECTRICAL ASSEMBLY NC II,With TR,LOW,3,5,150,AUTOMOTIVE ELECTRICAL ASSEMBLY NC II
3407,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,PROCESSED FOOD AND BEVERAGES,BAKER,FOOD PRODUCTION (BREAD AND PATISSERIE) NC II,With TR,HIGH,30,50,100,FOOD PRODUCTION (BREAD AND PATISSERIE) NC II
3408,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS,CALIBRATION TECHNICIAN,INSTRUMENTATION AND CONTROL SERVICING NC II,With TR,HIGH,30,50,100,INSTRUMENTATION AND CONTROL SERVICING NC II
3409,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,CARBON STEEL PLATE/ PIPE WELDER (MMAW),MANUAL METAL ARC WELDING (MMAW) NC I,With TR,LOW,3,5,150,MANUAL METAL ARC WELDING (MMAW) NC I
3410,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,CARBON STEEL PLATE/ PIPE WELDER (MMAW),MANUAL METAL ARC WELDING (MMAW) NC III,With TR,LOW,3,5,150,MANUAL METAL ARC WELDING (MMAW) NC III
3411,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,CARBON STEEL PLATE/ PIPE WELDER (MMAW),MANUAL METAL ARC WELDING (MMAW) NC IV,With TR,LOW,3,5,150,MANUAL METAL ARC WELDING (MMAW) NC IV
3412,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,FURNITURE AND FIXTURES,CARPENTER,CARPENTRY NC II,With TR,HIGH,30,50,100,CARPENTRY NC II
3413,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,PROCESSED FOOD AND BEVERAGES,CULINARY,COOKERY NC II,With TR,HIGH,30,50,100,COOKERY NC II
3414,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS,DATABASE ADMINISTRATOR,PROGRAMMING (ORACLE DATABASE) NC III,With TR,LOW,3,5,150,PROGRAMMING (ORACLE DATABASE) NC III
3415,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS,ELECTRICAL LEADMAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC III,With TR,LOW,3,5,150,ELECTRICAL INSTALLATION AND MAINTENANCE NC III
3416,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS,ELECTRICIAN,AUTOMOTIVE ELECTRICAL ASSEMBLY NC II,With TR,LOW,3,5,150,AUTOMOTIVE ELECTRICAL ASSEMBLY NC II
3417,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,FCAW PLATE WELDER (ALLOY STEEL),FLUX-CORED ARC WELDING (FCAW) NC III,With TR,LOW,3,5,150,FLUX-CORED ARC WELDING (FCAW) NC III
3418,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,PROCESSED FOOD AND BEVERAGES,FURNITURE CARPENTER,CARPENTRY NC III,With TR,LOW,3,5,150,CARPENTRY NC III
3419,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,GAME DEVELOPMENT SERVICES,GAME PROGRAMMER,GAME PROGRAMMING NC III,With TR,LOW,3,5,150,GAME PROGRAMMING NC III
3420,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,GARMENTS,GARMENT SEWER,DRESSMAKING NC II,With TR,HIGH,30,50,100,DRESSMAKING NC II
3421,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,GAS (OXY-ACETYLENE) WELDER,GAS WELDING NC I,With TR,LOW,3,5,150,GAS WELDING NC I
3422,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,GAS WELDER (OXY-ACETYLENE),GAS WELDING NC II,With TR,LOW,3,5,150,GAS WELDING NC II
3423,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,GMAW WELDER (ALLOY STEEL),GAS METAL ARC WELDING (GMAW) NC III,With TR,LOW,3,5,150,GAS METAL ARC WELDING (GMAW) NC III
3424,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,GTAW OR TIG PIPE WELDER (ALLOY STEEL),GAS TUNGSTEN ARC WELDING (GTAW) NC IV,With TR,LOW,3,5,150,GAS TUNGSTEN ARC WELDING (GTAW) NC IV
3425,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,GARMENTS,INDUSTRIAL SEWING MACHINE OPERATORS,NO CORRESPONDING TVET PROGRAM,New and Emerging,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
3426,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS,INSTRUMENT TECHNICIAN 2,INSTRUMENTATION AND CONTROL SERVICING NC III,With TR,LOW,3,5,150,INSTRUMENTATION AND CONTROL SERVICING NC III
3427,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS,INSTRUMENT TECHNICIAN 3,INSTRUMENTATION AND CONTROL SERVICING NC IV,With TR,LOW,3,5,150,INSTRUMENTATION AND CONTROL SERVICING NC IV
3428,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS,INTEGRATION SPECIALIST,PROGRAMMING (.NET TECHNOLOGY) NC III,With TR,LOW,3,5,150,PROGRAMMING (.NET TECHNOLOGY) NC III
3429,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,PROCESSED FOOD AND BEVERAGES,KITCHEN SUPERVISOR,FOOD PRODUCTION (PROFESSIONAL COOKERY) NC III,With TR,LOW,3,5,150,FOOD PRODUCTION (PROFESSIONAL COOKERY) NC III
3430,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,MACHINIST,MACHINING NC II,With TR,MEDIUM,10,15,30,MACHINING NC II
3431,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,MACHINIST,MACHINING NC I,With TR,MEDIUM,10,15,30,MACHINING NC I
3432,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS,MAINTENANCE ELECTRICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,With TR,HIGH,30,50,100,ELECTRICAL INSTALLATION AND MAINTENANCE NC II
3433,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS,MANUFACTURING SYSTEMS DEVELOPER,PROGRAMMING (JAVA) NC III,With TR,LOW,3,5,150,PROGRAMMING (JAVA) NC III
3434,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,CONSTRUCTION,MASON,MASONRY NC I,With TR,HIGH,30,50,100,MASONRY NC I
3435,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,MILLWRIGHT,NO CORRESPONDING TVET PROGRAM,New and Emerging,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
3436,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,MILLWRIGHT FITTER,NO CORRESPONDING TVET PROGRAM,New and Emerging,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
3437,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS,PCB DESIGN TECHNICIAN,ELECTRONIC PRODUCTS ASSEMBLY AND SERVICING NC II,With TR,HIGH,30,50,100,ELECTRONIC PRODUCTS ASSEMBLY AND SERVICING NC II
3438,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,PIPE FITTER,PIPEFITTING (METALLIC) NC II,With TR,LOW,3,5,150,PIPEFITTING (METALLIC) NC II
3439,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,PIPE FITTER,PIPEFITTING (METALLIC) NC II,With TR,LOW,3,5,150,PIPEFITTING (METALLIC) NC II
3440,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,PIPE WELDER (GMAW),GAS METAL ARC WELDING (GMAW) NC II,With TR,HIGH,30,50,100,GAS METAL ARC WELDING (GMAW) NC II
3441,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,PLATE WELDER (FCAW),FLUX-CORED ARC WELDING (FCAW) NC I,With TR,LOW,3,5,150,FLUX-CORED ARC WELDING (FCAW) NC I
3442,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,PLATE WELDER (GMAW),GAS METAL ARC WELDING (GMAW) NC I,With TR,LOW,3,5,150,GAS METAL ARC WELDING (GMAW) NC I
3443,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,PLATE WELDER (SAW),SUBMERGED ARC WELDING (SAW) NC I,With TR,LOW,3,5,150,SUBMERGED ARC WELDING (SAW) NC I
3444,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,PRECISION GRINDING MACHINE OPERATOR,MACHINING NC III,With TR,LOW,3,5,150,MACHINING NC III
3445,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,"HEATING, VENTILATION, AIRCONDITIONING AND REFRIGERATION",RAC TECHNICIAN/ INSTALLERS,RAC SERVICING (DOMRAC) NC II,With TR,MEDIUM,10,15,30,RAC SERVICING (DOMRAC) NC II
3446,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,"HEATING, VENTILATION, AIRCONDITIONING AND REFRIGERATION",RAC TECHNICIAN/ INSTALLERS,COMMERCIAL AIR-CONDITIONING INSTALLATION AND SERVICING NC III,With TR,MEDIUM,10,15,30,COMMERCIAL AIR-CONDITIONING INSTALLATION AND SERVICING NC III
3447,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS,"SOLDERING, MICROSCOPE OPERATION",ELECTRONIC PRODUCTS ASSEMBLY AND SERVICING NC II,With TR,HIGH,30,50,100,ELECTRONIC PRODUCTS ASSEMBLY AND SERVICING NC II
3448,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,PROCESSED FOOD AND BEVERAGES,SOUS CHEF,FOOD PRODUCTION (PROFESSIONAL COOKERY) NC IV,With TR,LOW,3,5,150,FOOD PRODUCTION (PROFESSIONAL COOKERY) NC IV
3449,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS,SUPERVISING TECHNICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC IV,With TR,LOW,3,5,150,ELECTRICAL INSTALLATION AND MAINTENANCE NC IV
3450,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,GARMENTS,TAILOR,TAILORING NC II,With TR,MEDIUM,10,15,30,TAILORING NC II
3451,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,WELDER,MANUAL METAL ARC WELDING (MMAW) NC II,With TR,LOW,3,5,150,MANUAL METAL ARC WELDING (MMAW) NC II
3452,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,WELDERS (SMAW),MANUAL METAL ARC WELDING (MMAW) NC II,With TR,LOW,3,5,150,MANUAL METAL ARC WELDING (MMAW) NC II
3480,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,AUTO TECHNICIANS,AUTOMOTIVE SERVICING NC I,With TR,MEDIUM,10,15,30,AUTOMOTIVE SERVICING NC I
3481,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,BARISTA,BARISTA NC II,With TR,HIGH,30,50,100,BARISTA NC II
3482,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,BARTENDING,BARTENDING NC II,With TR,HIGH,30,50,100,BARTENDING NC II
3483,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,BELL MAN,FRONT OFFICE SERVICES NC II,With TR,HIGH,30,50,100,FRONT OFFICE SERVICES NC II
3484,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,BOILER TECHNICIANS,NO CORRESPONDING TVET PROGRAM,New and Emerging,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
3485,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,BREAD AND PASTRIES ,FOOD AND BEVERAGE SERVICES NC II,With TR,HIGH,30,50,100,FOOD AND BEVERAGE SERVICES NC II
3486,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,BUSINESS CLERK,FRONT OFFICE SERVICES NC II,With TR,HIGH,30,50,100,FRONT OFFICE SERVICES NC II
3487,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,CAKE MAKING,TOURISM PROMOTION SERVICES NC II,With TR,MEDIUM,10,15,30,TOURISM PROMOTION SERVICES NC II
3488,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,CONCIERGE,FRONT OFFICE SERVICES NC II,With TR,HIGH,30,50,100,FRONT OFFICE SERVICES NC II
3489,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,"COOK OR COMMIS, ASSISTANT COOK",FOOD PRODUCTION (BREAD AND PATISSERIE) NC II,With TR,HIGH,30,50,100,FOOD PRODUCTION (BREAD AND PATISSERIE) NC II
3490,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,CUSTOMER SERVICE,HOUSEKEEPING NC II,With TR,HIGH,30,50,100,HOUSEKEEPING NC II
3491,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,DOOR MAN,FRONT OFFICE SERVICES NC II,With TR,HIGH,30,50,100,FRONT OFFICE SERVICES NC II
3492,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,FOOD SAFETY MANAGEMENT,NO CORRESPONDING TVET PROGRAM,New and Emerging,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
3493,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,FRONT DESK /FRONT LINERS,FOOD AND BEVERAGE SERVICES NC II,With TR,HIGH,30,50,100,FOOD AND BEVERAGE SERVICES NC II
3494,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,FRONT OFFICE MANAGER,FRONT OFFICE SERVICES NC II,With TR,HIGH,30,50,100,FRONT OFFICE SERVICES NC II
3495,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,GUEST RELATION OFFICER,FRONT OFFICE SERVICES NC II,With TR,HIGH,30,50,100,FRONT OFFICE SERVICES NC II
3496,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,HANDYMAN,NO CORRESPONDING TVET PROGRAM,New and Emerging,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
3497,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,HOUSEKEEPER / SECTION HEAD,FRONT OFFICE SERVICES NC II,With TR,HIGH,30,50,100,FRONT OFFICE SERVICES NC II
3498,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,KITCHEN MECHANICS,COOKERY NC II,With TR,HIGH,30,50,100,COOKERY NC II
3499,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,"KITCHEN SUPERVISOR, HEAD CHEF, BANQUET HEAD COOK/CHEF",FOOD PRODUCTION (PROFESSIONAL COOKERY) NC III,With TR,LOW,3,5,150,FOOD PRODUCTION (PROFESSIONAL COOKERY) NC III
3500,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,LAUNDRY TECHNICIANS,HOUSEKEEPING NC II,With TR,HIGH,30,50,100,HOUSEKEEPING NC II
3501,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,LINEN ATTENDANT,HOUSEKEEPING NC II,With TR,HIGH,30,50,100,HOUSEKEEPING NC II
3502,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,RESERVATION CLERK,FRONT OFFICE SERVICES NC II,With TR,HIGH,30,50,100,FRONT OFFICE SERVICES NC II
3503,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,ROOM ATTENDANT/ HOUSEKEEPING SPECIALIST,HOUSEKEEPING NC II,With TR,HIGH,30,50,100,HOUSEKEEPING NC II
3504,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,SERVICE ATTENDANTS ,CUSTOMER SERVICES NC II,With TR,LOW,3,5,150,CUSTOMER SERVICES NC II
3505,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,SERVICE CREW / FOOD ATTENDANTS / FB PRODUCTION / WAITER / WAITRESS,COOKERY NC II,With TR,HIGH,30,50,100,COOKERY NC II
3506,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,"SOUS CHEF, EXECUTIVE SOUS CHEF",FOOD PRODUCTION (PROFESSIONAL COOKERY) NC IV,With TR,LOW,3,5,150,FOOD PRODUCTION (PROFESSIONAL COOKERY) NC IV
3507,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,STEWARDS ,FRONT OFFICE SERVICES NC II,With TR,HIGH,30,50,100,FRONT OFFICE SERVICES NC II
3508,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,TELEPHONE OPERATOR,CUSTOMER SERVICES NC II,With TR,LOW,3,5,150,CUSTOMER SERVICES NC II
3509,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,THERMAL CLEANER,NO CORRESPONDING TVET PROGRAM,With TR,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
3510,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),TRAVEL AND TOUR,TOUR GUIDING,TOUR GUIDING SERVICES NC III,With TR,LOW,3,5,150,TOUR GUIDING SERVICES NC III
3511,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),TRAVEL AND TOURS,TOUR PACKAGING STAFF,TOUR PACKAGING (FIT AD HOC DOMESTIC) SERVICES NC II,With TR,LOW,3,5,150,TOUR PACKAGING (FIT AD HOC DOMESTIC) SERVICES NC II
3512,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,UPHOLSTERY CLEANER,HOUSEKEEPING NC II,With TR,HIGH,30,50,100,HOUSEKEEPING NC II
3517,REGION_VII,CEBU,"Cebu, District 6",CONSTRUCTION,"VERTICAL CONSTRUCTION
HORIZONTAL CONSTRUCTION
INDUSTRY/INDUSTRIAL CONSTRUCTION
RESIDENTIAL CONSTRUCTION",DRAFTSMAN,TECHNICAL DRAFTING NC II,With TR,LOW,3,5,150,TECHNICAL DRAFTING NC II
3518,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS," _x000D_
 	_x000D_
MECHATRONICS AND AUTOMATION TECHNICIAN",MECHATRONICS SERVICING NC II,With TR,LOW,3,5,150,MECHATRONICS SERVICING NC II
3601,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,METALS AND ENGINEERING,INSTRUMENTATION TECHNICIAN,DIPLOMA PROGRAM IN MECHANICAL ENGINEERING TECHNOLOGY,Diploma Programs,MEDIUM,10,15,30,DIPLOMA PROGRAM IN MECHANICAL ENGINEERING TECHNOLOGY
3602,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS,RESIDENTIAL/COMMERCIAL WIRING TECHNICIAN,DIPLOMA PROGRAM IN ELECTRICAL ENGINEERING TECHNOLOGY,Diploma Programs,MEDIUM,10,15,30,DIPLOMA PROGRAM IN ELECTRICAL ENGINEERING TECHNOLOGY
3603,REGION_VII,CEBU,"Cebu, District 6",MANUFACTURING,ELECTRICAL AND ELECTRONICS,INDUSTRIAL ELECTRONIC TECHNICIAN,DIPLOMA PROGRAM IN ELECTRONICS ENGINEERING TECHNOLOGY,Diploma Programs,MEDIUM,10,15,30,DIPLOMA PROGRAM IN ELECTRONICS ENGINEERING TECHNOLOGY
3604,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,HOTEL MANAGER,DIPLOMA PROGRAM IN HOTEL AND RESTAURANT TECHNOLOGY,Diploma Programs,MEDIUM,10,15,30,DIPLOMA PROGRAM IN HOTEL AND RESTAURANT TECHNOLOGY
3606,REGION_VII,CEBU,"Cebu, District 6",CONSTRUCTION,"HORIZONTAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION, EQUIPMENT OPERATIONS AND MAINTENANCE",BULLDOZER OPERATOR,HEAVY EQUIPMENT OPERATION (BULLDOZER) NC II,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (BULLDOZER) NC II
3607,REGION_VII,CEBU,"Cebu, District 6",CONSTRUCTION,"HORIZONTAL CONSTRUCTION, RESIDENTIAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION"," _x000D_
 	_x000D_
PV SYSTEMS INSTALLATION TECHNICIAN",PV SYSTEMS INSTALLATION NC II,With TR,LOW,3,5,150,PV SYSTEMS INSTALLATION NC II
3616,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),"MICE (MEETINGS, INCENTIVES, CONFERENCES, AND EXHIBITIONS)","SENIOR MICE COORDINATOR , SENIOR SPECIAL EVENTS COORDINATOR",EVENTS MANAGEMENT SERVICES NC III,With TR,MEDIUM,10,15,30,EVENTS MANAGEMENT SERVICES NC III
3617,REGION_VII,CEBU,"Cebu, District 6",CONSTRUCTION,"HORIZONTAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION, EQUIPMENT OPERATIONS AND MAINTENANCE","MASONRY TECHNICIAN, PLUMBING TECHNICIAN, TECHNICAL DRAFTSMAN, REINFORCING STEELWORKS TECHNICIAN, PAINTING TECHNICIAN, TILE SETTING TECHNICIAN, CARPENTRY, TECHNICIAN, SCAFFOLDING AND FORMWORKS TECHNICIAN, CIVIL ENGINEERING TECHNOLOGIST",DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY,Diploma Programs,LOW,3,5,150,DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY
3618,REGION_VII,CEBU,"Cebu, District 6",CONSTRUCTION,"HORIZONTAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION, EQUIPMENT OPERATIONS AND MAINTENANCE","▪ BUILDING INSPECTOR ▪ CIVIL ENGINEERING DESIGN TECHNOLOGIST ▪ MATERIALS TESTING TECHNOLOGIST. ▪ CONSTRUCTION COORDINATOR, FOREMAN, OR SUPERINTENDENT ▪ ESTIMATOR ▪ TECHNICAL REPRESENTATIVE ▪ FIELD TECHNICAL ASSISTANT ▪ DRAFTSMAN/CAD OPERATOR ▪ REBAR FIXER ▪ BUILDING ELECTRICIAN ▪ BRICK LAYER/MASON ▪ PLUMBER",DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY,Diploma Programs,MEDIUM,10,15,30,DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY
3623,REGION_VII,CEBU,"Cebu, District 6",TOURISM (HOTEL AND RESTAURANT),TRAVEL AND TOURS,"1.TOURISM OPERATIONS COORDINATOR
2.TRAVEL CONSULTANT/TOUR PLANNER/TRAVEL SALES EXECUTIVE/TOUR COORDINATOR/TOUR OPERATIONS ASSISTANT                                                                  
3.TOUR GUIDE/TOUR LEADER/TOUR COORDINATOR
4.TOURISM MARKETING OFFICER/SALES EXECUTIVE FOR TOURISM/DESTINATION MARKETING COORDINATOR
5.EVENT COORDINATOR/CATERING MANAGER
6.ECO-TOURISM COORDINATOR/SUSTAINABLE TOURISM OFFICER/NATURE TOUR GUIDE/ENVIRONMENTAL EDUCATION 
7.MICE COORDINATOR/CONFERENCE ORGANIZER
8.CRUISE OPERATIONS COORDINATOR/ADVENTURE TOUR GUIDE/CRUISE MANAGER/OUTDOOR ACTIVITY 
",DIPLOMA PROGRAM IN TOURISM MANAGEMENT,Diploma Programs,LOW,3,5,150,DIPLOMA PROGRAM IN TOURISM MANAGEMENT
