,Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,AIOE,Complementarity,Classification,C-AIOE
240,Content Editor,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,No,1.1083010062005718,0.6130555555555556,Augmented,0.8149091009480316
241,Content Writer,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,No,0.7743766257616718,0.5294444444444445,Displaced,0.6341284146515023
242,Control Systems Technician,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Higher Education,Yes,No,0.2307035718843949,0.6161111111111112,Augmented,0.16892628207979582
243,Cook,Accommodation and Food Service Activities,Event catering and other food service activities,Not Higher Education,No,No,-0.6267809371496645,0.5396732026143791,Isolated,-0.5068527545675964
244,Cook (Healthcare Facility),Human Health and Social Work Activities,Hospital activities,Not Higher Education,No,No,-0.6267809371496645,0.5396732026143791,Isolated,-0.5068527545675964
245,Cooling Systems Technician,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Higher Education,No,Yes,0.2307035718843949,0.6161111111111112,Augmented,0.16892628207979582
246,Co-op Administrative Support,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,1.0117367283079466,0.5203728070175438,Displaced,0.8376780740628624
247,Cooperative Assistant,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,1.0600457450196432,0.5005555555555555,Displaced,0.8986832260555421
248,Cooperative Development Officer,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,No,No,1.1966462559768865,0.6319444444444445,Augmented,0.8572640817123306
249,Corporate Auditor,Financial and Insurance Activities,Activities of holding companies,Higher Education,Yes,No,1.3620743346972182,0.4541666666666666,Displaced,1.2179214676084293
250,Corporate Communications Officer,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,1.2230614224333591,0.6141666666666666,Augmented,0.8979309276364913
251,Cost Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,1.3620743346972182,0.4541666666666666,Displaced,1.2179214676084293
252,Cost Controller,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,No,1.0204933974998105,0.5122222222222222,Displaced,0.8532458684651194
253,Courier,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,-0.828177528731795,0.5691666666666667,Isolated,-0.6452883244701902
254,Courier Scheduler,Transportation and Storage,Courier activities,Higher Education,No,Yes,1.1679053146236258,0.6255555555555555,Augmented,0.8441360079585207
255,Court Clerk,Public Administration and Defense; Compulsory Social Security,Justice and Judicial Activities,Higher Education,No,Yes,0.7106225288460828,0.5908333333333333,Displaced,0.5382965656009078
256,Court Stenographer,Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Not Higher Education,No,No,0.6047786521240088,0.4522222222222222,Displaced,0.5419488699311258
257,"Crane, Hoist and Lift Operator",Transportation and Storage,Warehousing and storage,Not Higher Education,No,No,-0.9871245285050874,0.6422222222222221,Protected,-0.697019597627759
258,Crawler Crane Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,-0.9871245285050874,0.6422222222222221,Protected,-0.697019597627759
259,Creative Writing Instructor,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,No,0.7743766257616718,0.5294444444444445,Displaced,0.6341284146515023
260,Criminal Investigator (Registered Criminologist),Public Administration and Defense; Compulsory Social Security,Public Order and Safety Activities,Higher Education,Yes,No,0.1137349789024808,0.6456481481481481,Augmented,0.07991988471212286
261,Crop Field Technician,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Higher Education,No,Yes,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
262,Cruise Cabin Attendant,Accommodation and Food Service Activities,Other accommodation,Higher Education,No,Yes,-0.3872555286506614,0.5061111111111111,Isolated,-0.3261552119080015
263,Cruise Operations Assistant,Accommodation and Food Service Activities,Other accommodation,Higher Education,No,Yes,-0.7138985758488017,0.7611111111111111,Protected,-0.41921710815121305
264,Culinary Tour Assistant,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,Yes,-1.826941747515469,0.495,Isolated,-1.5589902912132003
265,Cultural Affairs Officer,Public Administration and Defense; Compulsory Social Security,Other Personal Service Activities,Higher Education,No,No,1.2230614224333591,0.6141666666666666,Augmented,0.8979309276364913
266,Cultural Dancer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,-1.6025485585216013,0.6763888888888888,Protected,-1.0768236008510428
267,Cultural Heritage Researcher,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,0.7188278381031682,0.6888888888888888,Augmented,0.4740270243491449
268,Culture & Communications Analyst,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,1.2230614224333591,0.6141666666666666,Augmented,0.8979309276364913
269,Curriculum Designer,Education,Educational support services,Not Higher Education,No,No,1.333804583640498,0.6875,Augmented,0.8814225290224291
270,Customer Interaction Specialist,Information and Communication,Other information service activities,Higher Education,No,No,1.0117367283079466,0.4713888888888888,Displaced,0.8872369031300521
271,Customer Service Representative,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Not Higher Education,No,No,1.0117367283079466,0.4713888888888888,Displaced,0.8872369031300521
272,Customs Officer,Public Administration and Defense; Compulsory Social Security,Public administration and defense; compulsory social security,Higher Education,Yes,No,-0.7219361463874624,0.6970833333333334,Protected,-0.4701609153348349
273,Cyber Threat Analyst,Information and Communication,"Data processing, hosting and related activities; web portals",Not Higher Education,No,No,1.2355878663736692,0.5574537037037037,Displaced,0.9772012741324718
274,Cybersecurity Help Desk,Information and Communication,Other information service activities,Not Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
275,Dairy Farm Milker,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
276,Dancer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,-1.6025485585216013,0.6763888888888888,Protected,-1.0768236008510428
277,Data Analyst Associate,Information and Communication,"Data processing, hosting and related activities; web portals",Not Higher Education,No,No,1.3407881770776937,0.5430555555555555,Displaced,1.079706923707843
278,Data Annotation Associate,Information and Communication,"Data processing, hosting and related activities; web portals",Not Higher Education,No,No,1.4774993998129229,0.6063888888888888,Augmented,1.0962224713611994
279,Data Encoder (Healthcare Facility),Human Health and Social Work Activities,Hospital activities,Not Higher Education,No,No,0.2952404414086115,0.4877777777777777,Displaced,0.2540708020788552
280,Data Encoding Associate,Information and Communication,"Data processing, hosting and related activities; web portals",Not Higher Education,No,No,0.2952404414086115,0.4877777777777777,Displaced,0.2540708020788552
281,Data Management Assistant,Administrative and Support Service Activities,Office administrative and support activities,Higher Education,No,Yes,-0.5283907736061705,0.4333333333333333,Isolated,-0.483477557849646
282,Data Quality Specialist,Information and Communication,"Data processing, hosting and related activities; web portals",Higher Education,No,No,1.3407881770776937,0.5430555555555555,Displaced,1.079706923707843
283,Data Scientist,Information and Communication,"Data processing, hosting and related activities; web portals",Higher Education,No,No,1.2970972393926237,0.538611111111111,Displaced,1.0502884591193051
284,Database Assistant,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
285,Delivery Driver,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,-0.968146275461266,0.5847222222222223,Isolated,-0.7392872531230612
286,Demi Chef,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,No,-0.1489164181781776,0.57,Isolated,-0.11590661214868159
287,Dental Hygienist,Human Health and Social Work Activities,Medical and dental practice activities,Not Higher Education,No,No,-0.4413828025834359,0.6322222222222221,Protected,-0.3160791291833605
288,Dental Laboratory Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Not Higher Education,No,No,-0.4413828025834359,0.6322222222222221,Protected,-0.3160791291833605
289,Dental Laboratory Technician,Human Health and Social Work Activities,Medical and dental practice activities,Not Higher Education,No,No,-0.5063030629867125,0.6347222222222222,Protected,-0.3613034913369068
290,Dentist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,0.2380110444547259,0.6536211755233494,Augmented,0.16534916627575064
291,Dermopigmentation/Tattoo Artist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,-0.5276871682377668,0.6405864197530864,Protected,-0.37346896465618
292,Design Engineer,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,1.3022721729014886,0.6582638888888889,Augmented,0.8986582348695898
293,Development Education Assistant,Education,Other Education,Higher Education,Yes,No,0.7806366196871929,0.6691666666666666,Augmented,0.5301823708708853
294,Development Planning Associate,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,1.1966462559768865,0.6319444444444445,Augmented,0.8572640817123306
295,Development Researcher,Public Administration and Defense; Compulsory Social Security,Public Administration,Higher Education,No,No,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
296,Dialysis Nurse,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,0.2700903207777707,0.7450000000000001,Augmented,0.16295449353592162
297,Diesel Power Plant Operator,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Not Higher Education,No,No,-0.6745700212605167,0.6387037037037038,Protected,-0.47869487434635183
298,Digital Background Painting,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,No,0.6882188383865873,0.6152777777777777,Augmented,0.5045026429172789
299,Digital Content Strategist,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
300,Digital Fabrication Machine Operator,Manufacturing,Manufacture of general purpose machinery,Not Higher Education,No,No,-0.8341351787751918,0.5330229377104376,Isolated,-0.6800790826101766
301,Digital Marketing Specialist,"Professional, Scientific and Technical Activities",Advertising,Not Higher Education,No,No,0.7743766257616718,0.5294444444444445,Displaced,0.6341284146515023
302,Digital Sales Support Staff,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail Sale via Mail Order Houses or via Internet,Higher Education,No,No,1.2014782802095345,0.6194444444444445,Augmented,0.8757441686860608
303,Digital Transformation Associate,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,1.2355878663736692,0.5574537037037037,Displaced,0.9772012741324718
304,Dispatch Coordinator,Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,-0.828177528731795,0.5691666666666667,Isolated,-0.6452883244701902
305,Dispatcher,Transportation and Storage,"Postal activities, Warehousing and storage",Higher Education,No,No,1.1679053146236258,0.6255555555555555,Augmented,0.8441360079585207
306,Diversity & Inclusion Specialist,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,1.4540568100648037,0.605625,Augmented,1.0799401099752137
307,Document Controller (Construction),Construction,Construction of buildings,Higher Education,No,No,-0.5283907736061705,0.4333333333333333,Isolated,-0.483477557849646
308,Documentation Specialist,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,-0.8672596469857901,0.4680555555555555,Isolated,-0.7634293948049914
309,Domestic Refrigeration And Air-Conditioning Technician,"Electricity, Gas, Steam and Air Conditioning Supply",Airconditioning and Refrigeration,Not Higher Education,No,No,-1.3913864731220469,0.6055555555555555,Protected,-1.033490952535654
310,Doorkeeper,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,-0.5182191975946915,0.5377777777777778,Isolated,-0.4200454496059194
311,Drafting Technician,Manufacturing,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",Higher Education,No,Yes,-0.5800703514608596,0.4575,Isolated,-0.5167460047597158
312,Drafting Technician (Architecture),"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,-0.5800703514608596,0.4575,Isolated,-0.5167460047597158
313,Draftsman,Construction,Other specialized construction activities,Not Higher Education,No,No,-0.5800703514608596,0.4575,Isolated,-0.5167460047597158
314,Dressmaker,Manufacturing,Custom tailoring and dressmaking,Not Higher Education,No,No,-0.5547315587881533,0.5277777777777778,Isolated,-0.45518806240561244
315,Drilling Rig Operators,Construction,Construction of utility projects,Not Higher Education,No,No,-1.1172817235594896,0.5613888888888888,Isolated,-0.879238645234454
316,Drying And Milling Plant Service Technician,Manufacturing,"Manufacture of grain mill products, starches and starch products",Not Higher Education,No,No,-0.7654642333588086,0.5313888888888889,Isolated,-0.6253417528634045
317,Early Learning Materials Developer,Education,Other Education,Higher Education,Yes,No,1.333804583640498,0.6875,Augmented,0.8814225290224291
318,Ecological Survey Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,1.5056696701614034,0.6302777777777777,Augmented,1.0811544714908967
319,E-Commerce Data Analyst,Information and Communication,"Data processing, hosting and related activities; web portals",Not Higher Education,No,No,1.3407881770776937,0.5430555555555555,Displaced,1.079706923707843
320,E-Commerce Support Associate,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail Sale via Mail Order Houses or via Internet,Higher Education,No,Yes,1.0117367283079466,0.4713888888888888,Displaced,0.8872369031300521
321,Economic Data Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,1.3739893283132485,0.5929166666666666,Displaced,1.0379344384299665
322,Economic Policy Researcher,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,1.3739893283132485,0.5929166666666666,Displaced,1.0379344384299665
323,Economics Instructor,Education,Higher education,Higher Education,No,No,1.3739893283132485,0.5929166666666666,Displaced,1.0379344384299665
324,Eco-Tourism Guide,Accommodation and Food Service Activities,Other accommodation,Higher Education,No,No,0.4571220527837438,0.6594444444444444,Augmented,0.31490630302880135
325,Eco-Tourism Program Aide,Accommodation and Food Service Activities,Other accommodation,Higher Education,No,Yes,0.2121430815192957,0.5544444444444444,Displaced,0.16841803527281865
326,Eco-Tourism Program Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,0.2121430815192957,0.5544444444444444,Displaced,0.16841803527281865
327,Editorial Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,1.1083010062005718,0.6130555555555556,Augmented,0.8149091009480316
328,Education Program Assistant,Education,Other Education,Higher Education,No,Yes,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
329,Electric Discharge Machine-Sinking Operator,Manufacturing,Manufacture of other fabricated metal products; metal working service activities,Not Higher Education,No,No,-0.9644465077543026,0.5352777777777777,Isolated,-0.78414859116579
330,Electric Power Distribution Line Worker,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Not Higher Education,No,No,-1.2416423994528298,0.7380555555555556,Protected,-0.7577467643327409
331,Electrical Appliance Servicer,Other Service Activities,Repair of personal and household goods,Higher Education,No,No,-0.8014663306886012,0.6011111111111112,Protected,-0.598873452653427
332,Electrical Distribution Engineer,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Higher Education,Yes,No,1.0699352703170644,0.6638888888888889,Augmented,0.7323112516836797
333,Electrical Systems Technician,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Higher Education,Yes,No,-0.2923061417176008,0.6056944444444444,Protected,-0.21707790830055715
334,Electrical Technician (Automotive),Manufacturing,Manufacture of parts and accessories for motor vehicles,Not Higher Education,No,No,-0.2923061417176008,0.6056944444444444,Protected,-0.21707790830055715
335,Electronic Products Assembler,Manufacturing,Manufacture of electronic components,Not Higher Education,No,No,-0.6501212176431842,0.5002777777777777,Isolated,-0.5513389104068449
336,Electronics Design Engineer,Manufacturing,Manufacture of electronic components,Higher Education,Yes,No,0.6853776260103156,0.5906944444444444,Displaced,0.51926874303976
337,Electronics Operator,Manufacturing,Manufacture of electronic components,Not Higher Education,No,No,-0.6501212176431842,0.5002777777777777,Isolated,-0.5513389104068449
338,Electronics Repair Technician,Manufacturing,Manufacture of consumer electronics,Higher Education,No,Yes,0.2307035718843949,0.6161111111111112,Augmented,0.16892628207979582
339,Electronics Test Technician,Manufacturing,Manufacture of consumer electronics,Higher Education,No,Yes,0.3835605034568007,0.5769444444444444,Displaced,0.29587431058320435
340,Elevator Attendant,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,-0.8449649307349394,0.5530555555555555,Isolated,-0.6719818324150366
341,Elevator Installation Technician,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,-0.0372319794758209,0.5897222222222221,Isolated,-0.028244593319018584
342,Elevator Installer,Construction,Other specialized construction activities,Not Higher Education,No,No,-0.0372319794758209,0.5897222222222221,Isolated,-0.028244593319018584
343,Embalmer,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,-0.287786445261162,0.7138888888888889,Protected,-0.18258451138235945
344,Embassy Administrative Attaché,Public Administration and Defense; Compulsory Social Security,Foreign affairs,Higher Education,No,Yes,1.0600457450196432,0.5005555555555555,Displaced,0.8986832260555421
345,Embedded Systems Developer,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
346,Embedded Systems Technician,Manufacturing,Manufacture of electronic components,Higher Education,Yes,No,-1.0922437980466209,0.6463888888888889,Protected,-0.7666944660177253
347,Embroiderer,Manufacturing,Manufacture of knitted and crocheted apparel,Not Higher Education,No,No,-0.7125207574258047,0.4372222222222223,Isolated,-0.6491855789879554
348,Emergency Medical Technician,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,0.2380110444547259,0.6536211755233494,Augmented,0.16534916627575064
349,Emergency Response Officer,Public Administration and Defense; Compulsory Social Security,Public administration and defense; compulsory social security,Higher Education,No,No,0.2380110444547259,0.6536211755233494,Augmented,0.16534916627575064
350,Employee Engagement Officer,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,1.390653349799162,0.6652777777777777,Augmented,0.9498934964322611
351,Energy Auditors,Manufacturing,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",Higher Education,No,No,-0.2923061417176008,0.6056944444444444,Protected,-0.21707790830055715
352,Energy Conservation Officer,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Not Higher Education,No,No,-0.2923061417176008,0.6056944444444444,Protected,-0.21707790830055715
353,Engine Repair Specialist,Manufacturing,"Repair of fabricated metal products, machinery and equipment",Not Higher Education,No,No,-1.5566147016651897,0.6050000000000001,Protected,-1.1570835949044576
354,Engineered Bamboo Processor,Manufacturing,"Manufacture of products of wood, cork, straw and plaiting materials",Not Higher Education,No,No,-1.1384208402675908,0.5302777777777778,Isolated,-0.9312914929411263
355,Engineering Assistant (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,-0.0372319794758209,0.5897222222222221,Isolated,-0.028244593319018584
356,English Education Materials Writer,Education,Other Education,Higher Education,No,No,1.333804583640498,0.6875,Augmented,0.8814225290224291
357,English Subject Teacher,Education,"Primary/elementary education, Secondary/high school education",Higher Education,Yes,No,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
358,Enterprise Development Assistant,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
359,Enumerator,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Not Higher Education,No,No,1.25788885874446,0.5880555555555556,Displaced,0.9563449462176632
360,Environment and Occupational Safety and Health Specialist (Manufacturing),Manufacturing,"Other manufacturing, n.e.c.",Higher Education,No,No,0.2380110444547259,0.6536211755233494,Augmented,0.16534916627575064
361,"Environment, Safety & Health Officers",Construction,Construction of utility projects,Higher Education,No,No,0.195081275698469,0.6889814814814814,Augmented,0.12862720039340722
362,Environmental Compliance Analyst,"Water Supply; Sewerage, Waste Management and Remediation",Remediation activities and other waste management services,Higher Education,No,No,1.3942922371302795,0.6652777777777777,Augmented,0.9523790586398215
363,Environmental Engineer,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,No,No,1.121407837793284,0.6320138888888889,Augmented,0.8032862393637309
364,Environmental Field Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,1.3942922371302795,0.6652777777777777,Augmented,0.9523790586398215
365,Environmental Health Assistant,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,0.2380110444547259,0.6536211755233494,Augmented,0.16534916627575064
366,Environmental Impact Analyst,"Water Supply; Sewerage, Waste Management and Remediation",Remediation activities and other waste management services,Higher Education,No,No,1.121407837793284,0.6320138888888889,Augmented,0.8032862393637309
367,Equipment Dispatchers,Construction,Construction of utility projects,Not Higher Education,No,No,-0.1990509675516624,0.5297222222222222,Isolated,-0.1629453337152081
368,Equipment Technicians,Construction,Construction of utility projects,Not Higher Education,No,No,-0.2923061417176008,0.6056944444444444,Protected,-0.21707790830055715
369,Equipment Tool Keepers,Construction,Other specialized construction activities,Not Higher Education,No,No,-0.1990509675516624,0.5297222222222222,Isolated,-0.1629453337152081
370,Erection Crew,Construction,Construction of buildings,Not Higher Education,No,No,-1.15238606969144,0.6467751736111111,Protected,-0.8084658503422513
371,ESL Curriculum Assistant,Education,Other Education,Higher Education,No,Yes,1.333804583640498,0.6875,Augmented,0.8814225290224291
372,ESL Trainer,Education,Other Education,Higher Education,No,No,1.1966462559768865,0.6319444444444445,Augmented,0.8572640817123306
373,Estimator,Transportation and Storage,Warehousing and storage,Higher Education,Yes,No,0.5129253723597855,0.6382638888888889,Augmented,0.36421263419297273
374,Ethics Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,Yes,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
375,EU Policy Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,1.4540568100648037,0.605625,Augmented,1.0799401099752137
376,EV Battery Automotive Mechanic,Manufacturing,Manufacture of batteries and accumulators,Not Higher Education,No,No,-0.8400396819555548,0.6527777777777778,Protected,-0.5842942676713081
377,Events Assistant,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,0.3580352965169154,0.6833333333333332,Augmented,0.2380934721837488
378,Executive Assistant (Airline),Administrative and Support Service Activities,Office administrative and support activities,Higher Education,No,Yes,1.0600457450196432,0.5005555555555555,Displaced,0.8986832260555421
379,Executive Secretary,Administrative and Support Service Activities,Office administrative and support activities,Higher Education,No,Yes,1.0600457450196432,0.5005555555555555,Displaced,0.8986832260555421
380,Exercise Physiologist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,No,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
381,Exhibit Design Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,0.733024170282144,0.5569264403292181,Displaced,0.580120381099911
382,Exhibits Specialist,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,0.7188278381031682,0.6888888888888888,Augmented,0.4740270243491449
383,Export Brokerage Clerk,Transportation and Storage,"Freight air transport, Sea and coastal water transport",Higher Education,No,Yes,-0.7219361463874624,0.6970833333333334,Protected,-0.4701609153348349
384,External Auditor,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,1.3620743346972182,0.4541666666666666,Displaced,1.2179214676084293
385,Eyelash And Eyebrow Technician,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,-0.1802445932619149,0.6108333333333333,Protected,-0.13293038753066225
386,Fabric Quality Controller,Manufacturing,Manufacture of other textiles,Higher Education,No,No,-0.957004770554684,0.3483333333333334,Isolated,-0.957004770554684
387,Facilities Management Assistant,Administrative and Support Service Activities,Landscape care and maintenance service activities,Higher Education,No,Yes,-1.440933617762003,0.5955555555555555,Isolated,-1.0847028067041746
388,Facility Cleaning Specialist,Accommodation and Food Service Activities,Other accommodation,Not Higher Education,No,No,-1.6968081414087133,0.5675,Isolated,-1.3249243570833038
389,Failure Analysis Technician,Manufacturing,Manufacture of electronic components,Higher Education,No,Yes,0.3835605034568007,0.5769444444444444,Displaced,0.29587431058320435
390,Faith Formation Instructor,Education,Other education services,Higher Education,Yes,No,1.2731661055605612,0.7202777777777779,Augmented,0.7996190457423412
391,Faith-Based NGO Assistant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,1.390653349799162,0.6652777777777777,Augmented,0.9498934964322611
392,Family Life Educator,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,0.3484516434659395,0.6813888888888889,Augmented,0.23239788776714465
393,Family Welfare Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,0.7806366196871929,0.6691666666666666,Augmented,0.5301823708708853
394,Farm Equipment Fabricator,Manufacturing,"Manufacture of structural metal products, tanks, reservoirs and steam generators",Not Higher Education,No,No,-1.049182638556866,0.7641666666666665,Protected,-0.6128975246903028
395,Farm Operations Assistant,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,Yes,No,-0.6777790981433184,0.7088888888888888,Protected,-0.4334020788683109
396,Farm Systems Technician,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Higher Education,No,Yes,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
397,Farm Technician,"Agriculture, Forestry, and Fishing",Animal production,Higher Education,No,Yes,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
398,Farm Tour Assistant,Accommodation and Food Service Activities,Other accommodation,Higher Education,No,Yes,0.4571220527837438,0.6594444444444444,Augmented,0.31490630302880135
399,Fashion Designer,Manufacturing,"Manufacture of wearing apparel, except fur apparel",Not Higher Education,No,No,0.733024170282144,0.5569264403292181,Displaced,0.580120381099911
400,Fashion Exhibition Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,0.072872365795889,0.5533333333333333,Displaced,0.05793353080773176
401,Fashion Merchandising Assistant,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail Sale in Specialized Stores,Higher Education,No,Yes,0.7743766257616718,0.5294444444444445,Displaced,0.6341284146515023
402,Fiber Optic Cable Technician,Information and Communication,Wired telecommunications activities,Not Higher Education,No,No,-1.0922437980466209,0.6463888888888889,Protected,-0.7666944660177253
403,Fiber Optic Technician,Information and Communication,Wired telecommunications activities,Higher Education,No,Yes,0.1939856726874307,0.6022222222222223,Augmented,0.14473486578845524
404,Field Agronomist Assistant,"Agriculture, Forestry, and Fishing",Plant propagation,Higher Education,Yes,No,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
405,Field Development Associate,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,1.1966462559768865,0.6319444444444445,Augmented,0.8572640817123306
406,Field Engineers,Construction,Construction of buildings,Higher Education,Yes,No,1.303068832130924,0.6426851851851851,Augmented,0.9195081083027569
407,Field Science Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,0.131317826544596,0.5872222222222223,Displaced,0.09994745687005362
408,Field Service Technician (Electronics),Manufacturing,Manufacture of consumer electronics,Higher Education,No,Yes,0.2307035718843949,0.6161111111111112,Augmented,0.16892628207979582
