postId,link,text,timestamp,reactionLikeCount,reactionLoveCount,reactionSadCount,reactionAngryCount,reactionWowCount,reactionHahaCount,comments,translated_text
122152037258935198,,"#GreyhoundFreedomWall6783

(rant)

Utang na loob pakiabandona ng moodle, either dai maload or bukas ang mismong app or dai masend si outputs na kaipuhan isend. Tapos kasalan ko pa na dae abang kanos kang moodle punyawa. Pakibalik sa gclass nalang ta jusmiyo, iyo ikakabagsak kong defruita",1766392084,3.0,3.0,,,,,,"#GreyhoundFreedomWall6783

(rant)

Please abandon moodle, either the app itself will not load or open or will not send the outputs that need to be sent. Then I'm guilty of not waiting for you to moodle punyawa. Please go back to gclass because I'm sorry, I'm going to drop defruita"
122152037138935198,,"#GreyhoundFreedomWall6782

[basta rant na may halong hinanakit]

hi! kilala niyo naman na siguro ako 'no? halata naman sa typing HAHAHAHA. anyways, ba't ganyan? parang naleleft out ako huhu. 'di niyo 'ko pinapansin and alam ko rin na wala kayong gana ako kausapin sa chat, na para bang napipilitan na lang. dahil ba may new friend group na? just tell me na lang oh, kilala niyo naman kayo hehe. thanks!",1766392025,,,1.0,,,,,"#GreyhoundFreedomWall6782

[just a rant mixed with resentment]

hi! You probably know me, right? it's obvious from typing HAHAHAHA. anyways, why is that? I feel like I'm left out huh. You don't pay attention to me and I also know that you don't feel like talking to me in the chat, as if you're forced to. is it because there is a new friend group? just tell me oh, you know each other hehe. thanks!"
122152036970935198,,"#GreyhoundFreedomWall6781

[rant]

soooo ☺️☺️ you're telling me that some students 🧑‍🎓 were literally getting headaches 😷 and racing 🏇 against the clock ⏰ during finals, while others were spoon-fed 🥄 with answers???? 🤨🤨🤨 hello, my college department 💖!! 👋👋 maybe assess your employees 🧑‍🏫 because this is unfair ⚖️ and ethically questionable ⁉️especially in a profession 🧑‍⚕️ where lives are at stake, hmm?? 🥺🥺👉👈",1766391962,2.0,1.0,,,,1.0,,"#GreyhoundFreedomWall6781

[rant]

soooo ☺️☺️ you're telling me that some students 🧑‍🎓 were literally getting headaches 😷 and racing 🏇 against the clock ⏰ during finals, while others were spoon-fed 🥄 with answers???? 🤨🤨🤨 hello, my college department 💖!! 👋👋 maybe assess your employees 🧑‍🏫 because this is unfair ⚖️ and ethically questionable ⁉️especially in a profession 🧑‍⚕️ where lives are at stake, hmm?? 🥺🥺👉👈"
122152036880935198,,"#GreyhoundFreedomWall6780

[rant] [academic life]

Pls pls, be mindful naman of your surroundings. Kapag nakita niyo na may mga nag-aaral para sa quiz/exam, wag na kayong tili nang tili na para bang nasa bahay lang kayo. Tapos ang lalakas pa ng boses mag-usap magkakatabi lang naman kayo 🙄",1766391903,,,,,,,,"#GreyhoundFreedomWall6780

[rant] [academic life]

Pls pls, be mindful of your surroundings. When you see that there are people studying for the quiz/exam, stop screaming as if you were at home. Then the voice will get louder and you will talk next to each other 🙄"
122152036760935198,,"#GreyhoundFreedomWall6779

[rant] 

Hi! Just want to express our frustration here kanina to someone sa room namin sa NB. Wala kami class kanina lunch since walang prof, however, we stayed sa room since we needed to review for our exam sa major later afternoon. May naki room sa amin (will not state his/her course for confidentiality na rin), okay lang naman sana, pero while we were reviewing, we cannot focus since ang ingay ng phone niya, naka max volume pa ata. He was watching videos and will burst into laughter bigla bigla. Hinayaan namin kase normal naman 'yon, pero sana kaonting pakikisama and pakiramdam naman. What's even worst is, nagv-vape siya sa room (not that im against, pero ilugar naman sana). 

To that someone po, may this be an eye opener for you and a lesson, be mindful of your actions especially if you're in public spaces with lots of people studying.",1766391844,,6.0,,,,,,"#GreyhoundFreedomWall6779

[rant] 

Hi! Just want to express our frustration here earlier to someone in our room in NB. We didn't have class earlier at lunch since there was no prof, however, we stayed in the room since we needed to review for our exam in the major later afternoon. There was a room with us (will not state his/her course for confidentiality), it would have been okay, but while we were reviewing, we could not focus since his phone was making noise, it was still on max volume. He was watching videos and will burst into laughter suddenly suddenly. We let it go because it's normal, but I hope it's a little more social and feeling. What's even worst is, he vape in the room (not that I'm against, but I would have put it somewhere). 

To that someone, may this be an eye opener for you and a lesson, be mindful of your actions especially if you're in public spaces with lots of people studying."
122152036670935198,,"#GreyhoundFreedomWall6778

[ RANT ]

Why do some people always take your designs, especially when you created them from scratch, and use them as their own? Have some shame! Give credit to the rightful owner, or at least ask for permission to use it!!!! What the f××× these college students really need to grow up!",1766391784,2.0,,,,,,,"#GreyhoundFreedomWall6778

[ RANT ]

Why do some people always take your designs, especially when you created them from scratch, and use them as their own? Have some shame! Give credit to the rightful owner, or at least ask for permission to use it!!!! What the f××× these college students really need to grow up!"
122152036544935198,,"#GreyhoundFreedomWall6777

[STATEMENT AND REFLECTION]

""𝑺𝒄𝒐𝒓𝒆𝒃𝒐𝒂𝒓𝒅𝒔 𝒄𝒉𝒂𝒏𝒈𝒆. 𝑽𝒂𝒍𝒖𝒆𝒔 𝒅𝒐𝒏’𝒕. 𝑳𝒐𝒔𝒊𝒏𝒈 𝒘𝒊𝒕𝒉 𝒗𝒂𝒍𝒖𝒆𝒔 𝒊𝒔 𝒔𝒕𝒊𝒍𝒍 𝒃𝒆𝒕𝒕𝒆𝒓 𝒕𝒉𝒂𝒏 𝒘𝒊𝒏𝒏𝒊𝒏𝒈 𝒘𝒊𝒕𝒉𝒐𝒖𝒕 𝒕𝒉𝒆𝒎.""

Winning an important game doesn't give any right to be disrespectful. Celebrating is fine, but throwing offensive gestures says more about the individual or player's character than skills. A cheap gesture cheapens the win itself. 

Our men's volleyball team might have lost the match...and yes, there are still areas for improvements from reception to ball distribution and such, but what cannot be questioned is their effort, discipline, hustle, and growth. Their performance in the semi-finals showed how far they've come throughout the season. 

That loss reminded everyone of something more important, which is values still matter. Respect still matters. Sportsmanship still matters. Our UNC MVT displayed the TRUE heart of a champion. ❤️🩶

𝐁𝐞𝐜𝐚𝐮𝐬𝐞 𝐚𝐭 𝐭𝐡𝐞 𝐞𝐧𝐝 𝐨𝐟 𝐭𝐡𝐞 𝐝𝐚𝐲, 𝐚𝐧𝐲𝐨𝐧𝐞 𝐜𝐚𝐧 𝐰𝐢𝐧 𝐚 𝐠𝐚𝐦𝐞, 𝐛𝐮𝐭 𝐧𝐨𝐭 𝐞𝐯𝐞𝐫𝐲𝐨𝐧𝐞 𝐤𝐧𝐨𝐰𝐬 𝐡𝐨𝐰 𝐭𝐨 𝐰𝐢𝐧 𝐰𝐢𝐭𝐡 𝐜𝐥𝐚𝐬𝐬. 

(Please post this instead, admin)",1766391723,9.0,109.0,1.0,,,2.0,,"#GreyhoundFreedomWall6777

[STATEMENT AND REFLECTION]

""𝑺𝒄𝒐𝒓𝒆𝒃𝒐𝒂𝒓𝒅𝒔 𝒄𝒉𝒂𝒏𝒈𝒆. 𝑽𝒂𝒍𝒖𝒆𝒔 𝒅𝒐𝒏’𝒕. 𝑳𝒐𝒔𝒊𝒏𝒈 𝒘𝒊𝒕𝒉 𝒗𝒂𝒍𝒖𝒆𝒔 𝒊𝒔 𝒔𝒕𝒊𝒍𝒍 𝒃𝒆𝒕𝒕𝒆𝒓 𝒕𝒉𝒂𝒏 𝒘𝒊𝒏𝒏𝒊𝒏𝒈 𝒘𝒊𝒕𝒉𝒐𝒖𝒕 𝒕𝒉𝒆𝒎.""

Winning an important game doesn't give any right to be disrespectful. Celebrating is fine, but throwing offensive gestures says more about the individual or player's character than skills. A cheap gesture cheapens the win itself. 

Our men's volleyball team might have lost the match...and yes, there are still areas for improvements from reception to ball distribution and such, but what cannot be questioned is their effort, discipline, hustle, and growth. Their performance in the semi-finals showed how far they've come throughout the season. 

That loss reminded everyone of something more important, which is values still matter. Respect still matters. Sportsmanship still matters. Our UNC MVT displayed the TRUE heart of a champion. ❤️🩶

𝐁𝐞𝐜𝐚𝐮𝐬𝐞 𝐚𝐭 𝐭𝐡𝐞 𝐞𝐧𝐝 𝐨𝐟 𝐭𝐡𝐞 𝐝𝐚𝐲, 𝐚𝐧𝐲𝐨𝐧𝐞 𝐜𝐚𝐧 𝐰𝐢𝐧 𝐚 𝐠𝐚𝐦𝐞, 𝐛𝐮𝐭 𝐧𝐨𝐭 𝐞𝐯𝐞𝐫𝐲𝐨𝐧𝐞 𝐤𝐧𝐨𝐰𝐬 𝐡𝐨𝐰 𝐭𝐨 𝐰𝐢𝐧 𝐰𝐢𝐭𝐡 𝐜𝐥𝐚𝐬𝐬. 

(Please post this instead, admin)"
122152036418935198,,"#GreyhoundFreedomWall6776

[Confession] Please help me know her name!!

Haiii, i'm a college student, and i have seen a senior high student in the third-floor hallway several times who looks like a doll. She usually goes to AMS 302 (her classroom i guess) and always wears a long dress or a modest outfit every Wednesday. She has brown hair and wears glasses. I just want to say that i admire her because of her beauty, she is so so so ganda gandaaaaa (sana single)",1766391663,2.0,,,1.0,,1.0,4.0,"#GreyhoundFreedomWall6776

[Confession] Please help me know her name!!

Haiii, i'm a college student, and i have seen a senior high student in the third-floor hallway several times who looks like a doll. She usually goes to AMS 302 (her classroom i guess) and always wears a long dress or a modest outfit every Wednesday. She has brown hair and wears glasses. I just want to say that i admire her because of her beauty, she is so so so ganda gandaaaaa (sana single)"
122152036298935198,,"#GreyhoundFreedomWall6775

[Rant]

Ang Biscast, USI, NCF nay mga topnotcher sa LET . Hain na si first to number 1 na sinasabi hahaha",1766391604,,,,,,14.0,,"#GreyhoundFreedomWall6775

[rant]

Biscast, USI, NCF are topnotchers in LET. Where is the first to number 1 saying hahaha?"
122152036190935198,,"#GreyhoundFreedomWall6774

[Random]

Biggest downgrade—when the sidechic becomes the current gf. Slayyyyy!

~AMC ~AN",1766391543,,,,,,2.0,,"#GreyhoundFreedomWall6774

[Random]

Biggest downgrade—when the sidechic becomes the current gf. Slayyyyy!

~AMC ~AN"
122152036130935198,,"#GreyhoundFreedomWall6773

[help]

Nagrereblocking po ba sa 2nd Sem?",1766391485,,,,,,,,"#GreyhoundFreedomWall6773

[help]

Are you reblocking in the 2nd Sem?"
122152036016935198,,"#GreyhoundFreedomWall6772

(help)

pahanap naman po kay kuyang,...ano...basta, parang insensitive kasi masyadong sabihin 'yung word na ""banlag"" pero...ki kuyang nasa cs, shocksss, ang gwapoo mo huhuhuhu plssss...sana mahanap kita, naka white ka that time po🙏🙏😭😭",1766391425,,,,,,2.0,,"#GreyhoundFreedomWall6772

(help)

I'm going to look for my brother,...what...it's just, it seems insensitive because it's too much to say the word ""balag"" but...my brother is in cs, shocksss, you're handsome huhuhuhu plssss...I hope I can find you, you were wearing white at that time 🙏🙏😭😭"
122152035812935198,,"#GreyhoundFreedomWall6771

rant

Honestly, I just want to rant about what happened at our Christmas party yesterday. There were a lot of students, and even though not everyone came, the food on the table was still very limited. Of course, we were supposed to share because we’re all part of the same class. But some classmates decided to take a lot just for themselves. Because of that, the latecomers didn’t even get to try some of the food. Like, come on—we’re already 18 years old. We should know how to think about others and not be so greedy. A little consideration wouldn’t hurt.",1766391304,,,2.0,,,,,"#GreyhoundFreedomWall6771

rant

Honestly, I just want to rant about what happened at our Christmas party yesterday. There were a lot of students, and even though not everyone came, the food on the table was still very limited. Of course, we were supposed to share because we’re all part of the same class. But some classmates decided to take a lot just for themselves. Because of that, the latecomers didn’t even get to try some of the food. Like, come on—we’re already 18 years old. We should know how to think about others and not be so greedy. A little consideration wouldn’t hurt."
122152035704935198,,"#GreyhoundFreedomWall6770

‎(help)
(academic)
‎
‎ hello, I am a accountantancy student, balak ko sana mag shift ng financial management kasi na hihirapan ako sa mga major subjects namin, ngayong second sem sana ako mag shift para di pa huli ang lahat, nag paalam ako sa parents ko na kung pwede mag shift kasi na hihirapan ako, sabi nila hindi daw pwede kasi nag sisimula pa lang daw ako mag shishift na agad, saka na daw ako mag shift pag di daw ako naka pasa ng qualifying exam, tyaka bakit daw financial management? dapat daw financial accounting kasi mas madali daw nakaka kuha ang mga taong nakapag take ng accountancy course kesa dyan, tyaka sabi sila daw mag dedecide if anong kukunin ko na course kasi sila daw mas nakakalam anong course madaling makahanap ng trabaho, na para bang wala akong pwede I decide sa sarili ko, ni hindi man lang nga nila ako tinanong if gusto ko bah yunn or hindi, na sasaktan ako ngayon kasi di ko na makakasama nag iisang bff ko kasi mag shishift na siyang FM, naiiyak ako kasi bakit ganon sila. 
‎
‎please don't judge me, gusto ko lang sabihin na raramdaaman ko",1766391187,,2.0,9.0,,,,1.0,"#GreyhoundFreedomWall6770

‎(help)
(academic)
‎
‎ hello, I am an accountancy student, I am planning to shift to financial management because I will struggle with our major subjects, this second sem I would like to shift so that it is not too late, I said goodbye to my parents that if I can shift because I will struggle, they said it is not possible because I am just starting to shift immediately, then they say I will shift if I don't pass the qualifying exam, I wonder why financial management? They say it should be financial accounting because people who have taken an accountancy course can get it easier than that, so they said to decide what course I should take because they said it is easier to find a job, as if I can't decide on my own, they didn't even ask me if I want it or not, that it will hurt me now because I can't be with my bff alone because he is shifting to FM, I'm crying because why are they like that. 
‎
Please don't judge me, I just want to say that I feel"
122150936336935198,,"[Discussion]

No approved submissions unless the community will be able to discuss this matter in a civil manner.

-Admin 001",1765873262,9.0,1.0,12.0,,,,3.0,"[Discussion]

No approved submissions unless the community will be able to discuss this matter in a civil manner.

-Admin 001"
122150850308935198,,"#GreyhoundFreedomWall6769

(help) 

hello! meron ba kayong alam na tambayan or park near pili centro? like mplaza sana, ganyan. tyyyy",1765824244,,,2.0,,,,,"#GreyhoundFreedomWall6769

(help) 

Hello! Do you know of a hangout or park near Pili Centro? I hope it's like mplaza, like that. tyyyy"
122150850194935198,,"#GreyhoundFreedomWall6768

[confession]
hi po dun sa vball player na g8 <3",1765824185,,,,,,,,"#GreyhoundFreedomWall6768

[confession]
hi there vball player g8 <3"
122150850050935198,,"#GreyhoundFreedomWall6767

[out of curiosity]

Genuine question lang, nakikita ba ng mga prof kung sino nag evaluate sakanila?😭",1765824124,,,,,,26.0,3.0,"#GreyhoundFreedomWall6767

[out of curiosity]

Just a genuine question, do the profs see who evaluated them?😭"
122150849972935198,,"#GreyhoundFreedomWall6766

(Help)

Basta po ba nakabayad na 60% firstsem makaka enroll na second sem?",1765824063,,,,,,,,"#GreyhoundFreedomWall6766

(Help)

Is it enough to pay 60% first sem to enroll in second sem?"
122150849906935198,,"#GreyhoundFreedomWall6765

[academic]

Goodluck guysss, hoping lahat tayo makapasa🙏🤞🫶🫶🫶",1765824004,,9.0,,,,,,"#GreyhoundFreedomWall6765

[academic]

Goodluck guysss, hope we all pass 🙏🤞🫶🫶🫶"
122150849786935198,,"#GreyhoundFreedomWall6764

[Help]

hi admin, mapahelp po sana ako, kahapon (dec. 13), may naiwan po akong dalawang payong na black sa SC-105. Tas pakabalik ko ng hapon, wala na po. Sana po sinurrender sa security office or sa guidnace office.   Comment po kung sino nakahanap, dalawa pa po un. Thanks",1765823942,,,,,,,1.0,"#GreyhoundFreedomWall6764

[Help]

hi admin, I hope you can help me, yesterday (dec. 13), I left two black umbrellas in SC-105. When I came back in the afternoon, it was gone. I hope it was surrendered at the security office or the guidance office.   Comment who found it, there are two more. Thank you"
122150849660935198,,"#GreyhoundFreedomWall6763

[Rant]
It is honestly frustrating how stealing in UNC junior high school has become more and more common, yet it feels like no one is taking real action. Students lose their money, belongings, and even their sense of safety, while the problem is often brushed off as something “minor” or “normal.” This mindset only encourages the behavior to continue. When stealing is tolerated or ignored, it sends the message that there are no real consequences.

What makes this even more infuriating is the presence of security cameras around their rooms. Cameras that were supposedly installed to protect students and maintain order. These cameras are there, clearly visible, yet they are rarely, if ever, used to address incidents of theft. Ironically, they only seem to be taken seriously during major events like the bar examinations, when strict security suddenly becomes a priority. So the question is, why is student safety treated as less important during regular school days?

If the university already has the tools to help prevent stealing, then why aren’t they being used? Students deserve a safe environment where they don’t have to worry about their belongings going missing. Ignoring this issue only allows dishonesty to grow and trust within the school community to deteriorate. If we want discipline, respect, and accountability, then these problems must be confronted seriously, not just when it’s convenient, but every single day.

-G8",1765823884,3.0,6.0,,,,,1.0,"#GreyhoundFreedomWall6763

[Rant]
It is honestly frustrating how stealing in UNC junior high school has become more and more common, yet it feels like no one is taking real action. Students lose their money, belongings, and even their sense of safety, while the problem is often brushed off as something “minor” or “normal.” This mindset only encourages the behavior to continue. When stealing is tolerated or ignored, it sends the message that there are no real consequences.

What makes this even more infuriating is the presence of security cameras around their rooms. Cameras that were supposedly installed to protect students and maintain order. These cameras are there, clearly visible, yet they are rarely, if ever, used to address incidents of theft. Ironically, they only seem to be taken seriously during major events like the bar examinations, when strict security suddenly becomes a priority. So the question is, why is student safety treated as less important during regular school days?

If the university already has the tools to help prevent stealing, then why aren’t they being used? Students deserve a safe environment where they don’t have to worry about their belongings going missing. Ignoring this issue only allows dishonesty to grow and trust within the school community to deteriorate. If we want discipline, respect, and accountability, then these problems must be confronted seriously, not just when it’s convenient, but every single day.

-G8"
122150849510935198,,"#GreyhoundFreedomWall6762

[Rant]

Hello, I am a student in Junior High School. 
To start off this rant or Statement --- I've been a student in UNC ever since Nursery. During my Elementary days, Sure, I had problems with classmates and fellow teachers. But, As soon as I grew up slowly in the university community, It was troublesome. the moment when I've became a first year in JHS I thought; ""Okay, Lessons and Closure are going to be hard I guess."" 
I've got the hang of the lessons, The lessons and teachers were all kind and is teaching passionately. 
The topic of this rant? It's about the Students. 
The students here in the university especially JHS. 

I don't get why students here in JHS sometimes makes fun of students, make rumors of students, accuses students, makes issues of students and So on. I've been a victim of that, And it hurts so bad. 
because what do you mean that the words that they have said was passed on to every students? Whenever I found out about such rumors or sayings like that, I try to talk to them peacefully to fix the misunderstanding that once or twice was heard by them. Somehow, They reply with an aggressive statement like cursing, etc. Moreover, They even just ignore you whenever you try to say or ask what you have done wrong so you could fix it. In this school year, I've experienced alot and it has been draining me. sure, They can say ""You're faking it."" ""You're lying"" ""You started it"" and So on, But however, Are you even sure? Because instead of clarifying it by talking to the person truthfully --- You/They spread it like a wildfire. Can they just talk to me whenever they have a problem w/ me and not spread it? Like one time when I just answered one's question --- Suddenly they said I've said something bad about a student which I didn't. Alot of students has made such issues about me even though I never talk to them. They have said ""Don't be friends with her because she's... "" and even saying to one of my closest friends. what have I done to be this horrible? I keep asking that to myself all over and over again, Then one replied with ""Because you never talk to us"" and ""Because when you don't speak, Mataray kasi ang pagka tingin mo."" Yes, While I don't speak mukha talaga ako'ng mataray but that doesn't mean that it is my WHOLE personality. Then whenever I talk to them face to face they all act so kind around me as if they're a wolf dressed as a sheep. Am tired of students who falsely accuses me of something that I have never done or just because My face is so serious when I don't talk. It doesn't mean that I hate you or I have a beef it with you so please understand it. SOME of the grade level students knows me, But for what? because they've heard such rumors? Honestly? It is so Mentally and Physically draining to the point the University I used to call ""Home"" is now what I am afraid of. I don't want to step outside my classroom anymore because of the Stares I've been getting. 
So please, Stop this nonsense of students talking bad about each other without knowing their side of their story. instead of spreading rumors or false accusations --- Be kind to them instead because you don't know the pain that they've been holding on to. 
I have alot of experiences like this because they have misunderstood me and said such things from each other because of past mistakes. And if ever, Whenever talking or confronting someone --- Please don't be aggressively heated to them, Instead talk it both out and when you talked it out don't mention it anymore. 
Because one time, When we already have spoke to each other, She continued to spread that I became mean to her. Don't be the reason why students generate such fears of school and society Because it really cuts deep. 
I don't want to mention anything more, Am just saying stop this such bullying or accusations...

I've spoken about this here in the Greyhound Freedom Wall because I know alot of students are active here. and The effect of all of this? 
It has been draining me, I've lost motivation, I've lost hope in living, It's hurtful, And at the same time it's like a heavy weight behind your back. 

To whoever who has been experiencing such things like this, please stay strong --- Continue living your life and achieve your goals.",1765823823,4.0,19.0,17.0,,,,,"#GreyhoundFreedomWall6762

[Rant]

Hello, I am a student in Junior High School. 
To start off this rant or Statement --- I've been a student in UNC ever since Nursery. During my Elementary days, Sure, I had problems with classmates and fellow teachers. But, As soon as I grew up slowly in the university community, It was troublesome. the moment when I've became a first year in JHS I thought; ""Okay, Lessons and Closure are going to be hard I guess."" 
I've got the hang of the lessons, The lessons and teachers were all kind and is teaching passionately. 
The topic of this rant? It's about the Students. 
The students here in the university especially JHS. 

I don't get why students here in JHS sometimes makes fun of students, make rumors of students, accuses students, makes issues of students and So on. I've been a victim of that, And it hurts so bad. 
because what do you mean that the words that they have said was passed on to every students? Whenever I found out about such rumors or sayings like that, I try to talk to them peacefully to fix the misunderstanding that once or twice was heard by them. Somehow, They reply with an aggressive statement like cursing, etc. Moreover, They even just ignore you whenever you try to say or ask what you have done wrong so you could fix it. In this school year, I've experienced alot and it has been draining me. sure, They can say ""You're faking it."" ""You're lying"" ""You started it"" and So on, But however, Are you even sure? Because instead of clarifying it by talking to the person truthfully --- You/They spread it like a wildfire. Can they just talk to me whenever they have a problem w/ me and not spread it? Like one time when I just answered one's question --- Suddenly they said I've said something bad about a student which I didn't. Alot of students has made such issues about me even though I never talk to them. They have said ""Don't be friends with her because she's... "" and even saying to one of my closest friends. what have I done to be this horrible? I keep asking that to myself all over and over again, Then one replied with ""Because you never talk to us"" and ""Because when you don't speak, Mataray kasi ang pagka tingin mo."" Yes, While I don't speak mukha talaga ako'ng mataray but that doesn't mean that it is my WHOLE personality. Then whenever I talk to them face to face they all act so kind around me as if they're a wolf dressed as a sheep. Am tired of students who falsely accuses me of something that I have never done or just because My face is so serious when I don't talk. It doesn't mean that I hate you or I have a beef it with you so please understand it. SOME of the grade level students knows me, But for what? because they've heard such rumors? Honestly? It is so Mentally and Physically draining to the point the University I used to call ""Home"" is now what I am afraid of. I don't want to step outside my classroom anymore because of the Stares I've been getting. 
So please, Stop this nonsense of students talking bad about each other without knowing their side of their story. instead of spreading rumors or false accusations --- Be kind to them instead because you don't know the pain that they've been holding on to. 
I have alot of experiences like this because they have misunderstood me and said such things from each other because of past mistakes. And if ever, Whenever talking or confronting someone --- Please don't be aggressively heated to them, Instead talk it both out and when you talked it out don't mention it anymore. 
Because one time, When we already have spoke to each other, She continued to spread that I became mean to her. Don't be the reason why students generate such fears of school and society Because it really cuts deep. 
I don't want to mention anything more, Am just saying stop this such bullying or accusations...

I've spoken about this here in the Greyhound Freedom Wall because I know alot of students are active here. and The effect of all of this? 
It has been draining me, I've lost motivation, I've lost hope in living, It's hurtful, And at the same time it's like a heavy weight behind your back. 

To whoever who has been experiencing such things like this, please stay strong --- Continue living your life and achieve your goals."
122150849360935198,,"#GreyhoundFreedomWall6761

(confession)

thanks, ken!🤪

-ualreadyknow",1765823762,,,,,,2.0,,"#GreyhoundFreedomWall6761

(confession)

thanks, ken!🤪

-ualreadyknow"
122150849198935198,,"#GreyhoundFreedomWall6760

[Confession]
ang cool ng aura ni C ng 1st year mechanical engineer. Nahihiya ako mag appoarch sayo

- your classmate sa nstp",1765823703,,,,,,,,"#GreyhoundFreedomWall6760

[Confession]
the cool aura of C of the 1st year mechanical engineer. I'm ashamed to approach you

- your classmate in nstp"
122150849108935198,,"#GreyhoundFreedomWall6759

(Rant) 

Huhu UNC paayos naman daw kan CR kan lalaki sa may paluwas baga harani sa admission office. Rayo na rayo na kan cr sa room mi huhu suyaaa kaya kita nagkaka UTI kan buray ni inang HAHAHAHAHA",1765823644,,2.0,,,,,,"#GreyhoundFreedomWall6759

(Rant) 

Huhu UNC fix the man's CR outside near the admission office. The cr is far away from our room huhu suyaaa so we get UTI of my mother's buray HAHAHAHAHA"
122150848682935198,,"#GreyhoundFreedomWall6758

[Confession] [Realization]

Hello, I just wanna say thank you to that person who made me realize who I can be in my own. Hindi man tayo nag-uusap na pero gustong gusto ko magpasalamat sa'yo kasi after we separated and grow in different ways akala ko 'di ko kakayanin yung nangyari satin pero hindi sa pagmamayabang I am now part of Presidential Lister with the Final Ratings of 1.1 and part of the team to represent the Bicol Region [Philippines] in Thailand, wala akong galit sa'yo or anything kasi kung 'di nangyari yon siguro wala ako sa kinalalagyan ko ngayon. Sana mag-iingat ka palagi and alagaan mo din sarili mo. Galingan mo din sa Engineering Field. 

She's 3rd Year CE Student

-Anon",1765823583,1.0,,,,,,,"#GreyhoundFreedomWall6758

[Confession] [Realization]

Hello, I just wanna say thank you to that person who made me realize who I can be in myself. Hindi man tayo nag-uusap na pero gustong gusto ko magpasalamat sa'yo kasi after we separated and grow in different ways akala ko 'di ko kakayanin yung nangyari satin pero hindi sa pagmamayabang I am now part of Presidential Lister with the Final Ratings of 1.1 and part of the team to represent the Bicol Region [Philippines] in Thailand, wala akong galit sa'yo or anything kasi kung 'di nangyari yon siguro wala ako sa kinalalagyan ko ngayon. I hope you will always be careful and take care of yourself. You also come from the Engineering Field. 

She's 3rd Year CE Student

-Anon"
122150848418935198,,"#GreyhoundFreedomWall6757

[HELP]

Hello hello! Calling out fellow Uncean artists!

I’m a soon-to-be artist… well, I think I already am. But anyways, I’ve been kind of hesitant about opening commissions cuz I don’t really know how it works, especially the payment stuff.

I created an account on Artistree since that’s the only safe commission website I know. But I don’t know how it works.

Yes, I’ve already created my ToS. Yes, I’ve already made the stuff I want my clients to see. Yes, I already made a PayPal account (yes, PayPal — di ko ma-verify GCash kooo, aray koohh).

Okay, kidding aside, I really want someone to tell me how Artistree works — or basically commissions — and how the heck PayPal works.

-🫛",1765823523,1.0,,,,,,,"#GreyhoundFreedomWall6757

[HELP]

Hello hello! Calling out fellow Uncean artists!

I’m a soon-to-be artist… well, I think I already am. But anyways, I’ve been kind of hesitant about opening commissions cuz I don’t really know how it works, especially the payment stuff.

I created an account on Artistree since that’s the only safe commission website I know. But I don’t know how it works.

Yes, I’ve already created my ToS. Yes, I’ve already made the stuff I want my clients to see. Yes, I already made a PayPal account (yes, PayPal — di ko ma-verify GCash kooo, aray koohh).

Okay, kidding aside, I really want someone to tell me how Artistree works — or basically commissions — and how the heck PayPal works.

-🫛"
122150848130935198,,"#GreyhoundFreedomWall6756

(RANT)

I'll give you a warning everyone, wag kayo pumatol sa nursing boy ng block d kung ayaw nyo magkaroon bf na cheater mas worst ginawa pa kayo pang palipas oras. Yung name na is secret muna for now. Ikaw na kaya pumalit kay bugoy na koykoy dami mong eabs e. Same face naman kayo ma asim tignan parehas. Ano lang us LOVE, JOY, HOPE. MERRY CHRISTMAS AND HAPPY NEW YEAR IN ADVANCE sana last mo na yan. mwuappss.💋💋",1765823464,1.0,,,,,18.0,,"#GreyhoundFreedomWall6756

(RANT)

I'll give you a warning everyone, wag kayo pumatol sa nursing boy ng block d kung ayaw nyo magkaroon bf na cheater mas worst ginawa pa kayo pang palipas oras. The name is secret for now. You are the one who can take the place of bugoy, who is so stupid, you have many eabs. You have the same face, you look the same. Just what we LOVE, JOY, HOPE. MERRY CHRISTMAS AND HAPPY NEW YEAR IN ADVANCE I hope this is your last. mwuappss.💋💋"
122150848028935198,,"#GreyhoundFreedomWall6755

[rant]

Shoutout na lang sa nag CCR na girls sa AMS 2nd floor, girls CR, pagkatapos mag cr, paki wipes o linigon man tabi ang bowl. Makasuyaon mag cr nin maati ang bowl!

- SHS Girlie",1765823403,,,,,,5.0,,"#GreyhoundFreedomWall6755

[rant]

Shoutout to the girls who CCR in AMS 2nd floor, girls CR, after cr, please wipe or clean the bowl. It's disgusting to go to the bathroom with a dirty bowl!

- SHS Girlie"
122150847962935198,,"#GreyhoundFreedomWall6754

[Help]

Hii po need help langg if sino naka kuha ng charger ko sa AMS 210 HUHUHU umalis kase kami bumili ng pagkain sa labas and pag balik namin kaunti nalang ang tao and may college na plss po last charger ko nayunn",1765823343,,,,,,,,"#GreyhoundFreedomWall6754

[Help]

I just need help if anyone took my charger from AMS 210 HUHUHU because we went out to buy food and when we came back there were only a few people and there was a college plss that was my last charger"
122150847878935198,,"#GreyhoundFreedomWall6753

[rant]

baliktad na talaga yung mundo noh, yung mga walang ambag sa groupings na yung nambabackstab HAHAHAHAHAHAHAHHA",1765823284,,,,,,,,"#GreyhoundFreedomWall6753

[rant]

The world is really upside down, those who don't contribute to the groupings are the ones who backstab HAHAHAHAHAHAHAHAHHA"
