REGION_VII|CONSTRUCTION|INDOOR ENVIRONMENT QUALITY|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC II|WITH TR,REGION_VII,CONSTRUCTION,INDOOR ENVIRONMENT QUALITY,ELECTRICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,WITH TR,,677,677,609,487,453,0,0,0,0,0,0,0,0,,339,105,95,76,71,0,0,0,0,234,211,169,158
REGION_VII|CONSTRUCTION|INDUSTRIAL PLUMBING|PLUMBERS|PLUMBING NC III|WITH TR,REGION_VII,CONSTRUCTION,INDUSTRIAL PLUMBING,PLUMBERS,PLUMBING NC III,WITH TR,,853,707,637,510,474,0,0,0,0,146,131,105,98,,426,179,161,129,121,0,0,0,0,247,222,178,166
REGION_VII|CONSTRUCTION|MMAW|WELDER|MANUAL METAL ARC WELDING (MMAW) NC II|WITH TR,REGION_VII,CONSTRUCTION,MMAW,WELDER,MANUAL METAL ARC WELDING (MMAW) NC II,WITH TR,,853,707,637,510,474,0,0,0,0,146,131,105,98,,426,277,250,201,188,26,23,18,17,123,111,89,83
REGION_VII|CONSTRUCTION|MOBILE CRANE OPERATOR|CRANE OPERATORS|HEAVY EQUIPMENT OPERATION (CRAWLER CRANE) NC III|WITH TR,REGION_VII,CONSTRUCTION,MOBILE CRANE OPERATOR,CRANE OPERATORS,HEAVY EQUIPMENT OPERATION (CRAWLER CRANE) NC III,WITH TR,,853,707,637,510,474,0,0,0,0,146,131,105,98,,426,179,161,129,121,0,0,0,0,247,222,178,166
REGION_VII|CONSTRUCTION|OFF-HIGHWAY DUMP TRUCK (RIGID) OPERATOR|DUMP TRUCK OPERATOR|HEAVY EQUIPMENT OPERATION (RIGID OFF-HIGHWAY DUMP TRUCK) NC II|WITH TR,REGION_VII,CONSTRUCTION,OFF-HIGHWAY DUMP TRUCK (RIGID) OPERATOR,DUMP TRUCK OPERATOR,HEAVY EQUIPMENT OPERATION (RIGID OFF-HIGHWAY DUMP TRUCK) NC II,WITH TR,,853,853,768,615,572,0,0,0,0,0,0,0,0,,426,179,161,129,121,0,0,0,0,247,222,178,166
REGION_VII|CONSTRUCTION|PIPEFITTER|FITTERS|PIPEFITTING (METALLIC) NC II|WITH TR,REGION_VII,CONSTRUCTION,PIPEFITTER,FITTERS,PIPEFITTING (METALLIC) NC II,WITH TR,,853,853,768,615,572,0,0,0,0,0,0,0,0,,426,179,161,129,121,0,0,0,0,247,222,178,166
REGION_VII|CONSTRUCTION|PROGRAMABLE LOGIC CONTROLLER|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC IV|WITH TR,REGION_VII,CONSTRUCTION,PROGRAMABLE LOGIC CONTROLLER,ELECTRICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC IV,WITH TR,,707,707,637,510,474,0,0,0,0,0,0,0,0,,353,106,95,76,71,0,0,0,0,247,222,178,166
REGION_VII|CONSTRUCTION|RAC TECHNICIAN|RAC/HVAC TECHNICIAN/INSTALLER|RAC SERVICING (DOMRAC) NC II|WITH TR,REGION_VII,CONSTRUCTION,RAC TECHNICIAN,RAC/HVAC TECHNICIAN/INSTALLER,RAC SERVICING (DOMRAC) NC II,WITH TR,,850,707,637,510,474,0,0,0,0,143,129,103,96,,425,178,160,128,120,0,0,0,0,247,222,178,166
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|AIRCON INSTALLER (COMMERCIAL/ INDUSTRIAL)|RAC SERVICING (DOMRAC) NC II|WITH TR,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,AIRCON INSTALLER (COMMERCIAL/ INDUSTRIAL),RAC SERVICING (DOMRAC) NC II,WITH TR,,"1,530","1,530","1,376","1,094","1,018",0,0,0,0,0,0,0,0,,"1,168","1,168","1,060",854,794,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|ELECTRICIAN (COMMERCIAL AND INDUSTRIAL BUILDING)|ELECTRICAL INSTALLATION AND MAINTENANCE NC III|WITH TR,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,ELECTRICIAN (COMMERCIAL AND INDUSTRIAL BUILDING),ELECTRICAL INSTALLATION AND MAINTENANCE NC III,WITH TR,,"3,206","2,606","2,346","1,878","1,742",0,0,0,0,600,540,432,400,,"3,460","3,060","2,756","2,206","2,068",0,0,0,0,400,360,288,270
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|ELEVATOR INSTALLER|ELECTRICAL INSTALLATION AND MAINTENANCE NC III|WITH TR,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,ELEVATOR INSTALLER,ELECTRICAL INSTALLATION AND MAINTENANCE NC III,WITH TR,,"1,322","1,242","1,118",890,828,0,0,0,0,80,72,56,52,,"1,090","1,020",926,746,694,0,0,0,0,70,64,52,48
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|PIPEFITTER (FIRE PROTECTION SYSTEM)|PIPEFITTING (METALLIC) NC II|WITH TR,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PIPEFITTER (FIRE PROTECTION SYSTEM),PIPEFITTING (METALLIC) NC II,WITH TR,,748,748,674,537,500,0,0,0,0,0,0,0,0,,691,691,625,502,467,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|PIPEFITTER (PUMP EQUIPMENT)|PIPEFITTING (METALLIC) NC II|WITH TR,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PIPEFITTER (PUMP EQUIPMENT),PIPEFITTING (METALLIC) NC II,WITH TR,,748,748,674,537,500,0,0,0,0,0,0,0,0,,691,691,625,502,467,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|PIPEFITTER|PLUMBING NC III|WITH TR,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PIPEFITTER,PLUMBING NC III,WITH TR,,546,546,492,388,362,0,0,0,0,0,0,0,0,,956,956,868,700,650,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|PLUMBER|PLUMBING NC II|WITH TR,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PLUMBER,PLUMBING NC II,WITH TR,,"1,302","1,302","1,172",932,868,0,0,0,0,0,0,0,0,,"1,082","1,082",982,792,736,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|SEALANT APPLICATOR|CONSTRUCTION PAINTING NC II|WITH TR,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,SEALANT APPLICATOR,CONSTRUCTION PAINTING NC II,WITH TR,,"1,328","1,328","1,196",950,884,0,0,0,0,0,0,0,0,,"1,094","1,094",992,800,742,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL DIRECT WORKERS|CONSTRUCTION ASSISTANT (HOUSEKEEPING)|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL DIRECT WORKERS,CONSTRUCTION ASSISTANT (HOUSEKEEPING),NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,,"1,876","1,858","1,672",0,0,0,0,0,0,18,16,0,0,,"1,536","1,506","1,360",0,0,0,0,0,0,30,28,0,0
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL DIRECT WORKERS|PAINTER|CONSTRUCTION PAINTING NC II|WITH TR,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL DIRECT WORKERS,PAINTER,CONSTRUCTION PAINTING NC II,WITH TR,,"3,212","3,212","2,892","2,314","2,146",0,0,0,0,0,0,0,0,,"3,464","3,464","3,118","2,496","2,338",0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL|DRY WALL AND CEILING INSTALLER|CARPENTRY NC II|WITH TR,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL,DRY WALL AND CEILING INSTALLER,CARPENTRY NC II,WITH TR,,"4,856","4,356","3,920","3,136","2,912",0,0,0,0,500,450,360,334,,"3,782","3,532","3,180","2,544","2,378",0,0,0,0,250,226,180,168
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL|ROOF INSTALLER|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL,ROOF INSTALLER,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,,546,528,476,0,0,0,0,0,0,18,16,0,0,,956,926,840,0,0,0,0,0,0,30,28,0,0
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION|CARPENTRY (FINISHING & WOODWORKING)|CARPENTRY NC II|WITH TR,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,CARPENTRY (FINISHING & WOODWORKING),CARPENTRY NC II,WITH TR,,"4,856","4,356","3,920","3,136","2,912",0,0,0,0,500,450,360,334,,"3,782","3,532","3,180","2,544","2,378",0,0,0,0,250,226,180,168
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION|MASONRY (FINISHING)|MASONRY NC I|WITH TR,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,MASONRY (FINISHING),MASONRY NC I,WITH TR,,"3,432","3,402","3,063","2,442","2,274",0,0,0,0,30,27,21,21,,"2,286","2,235","2,019","1,623","1,509",0,0,0,0,51,45,36,33
"REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION|SCAFFOLDER (INSPECTION, QUALITY ASSURANCE)|SCAFFOLDING WORKS NC II (SUPPORTED TYPE SCAFFOLD)|WITH TR",REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,"SCAFFOLDER (INSPECTION, QUALITY ASSURANCE)",SCAFFOLDING WORKS NC II (SUPPORTED TYPE SCAFFOLD),WITH TR,,"2,026","1,926","1,734","1,384","1,286",0,0,0,0,100,90,72,66,,"2,046","1,870","1,688","1,354","1,264",0,0,0,0,176,158,126,118
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION|SCAFFOLDER|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,SCAFFOLDER,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,,"1,008","1,008",908,0,0,0,0,0,0,0,0,0,0,,"1,446","1,446","1,308",0,0,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION|WATERPROOFER (SLABS)|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING,REGION_VII,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,WATERPROOFER (SLABS),NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,,"2,740","2,740","2,466",0,0,0,0,0,0,0,0,0,0,,"1,670","1,670","1,508",0,0,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|ROUGH AND FINISHING CARPENTER|CARPENTERS|CARPENTRY NC II|WITH TR,REGION_VII,CONSTRUCTION,ROUGH AND FINISHING CARPENTER,CARPENTERS,CARPENTRY NC II,WITH TR,,849,703,633,507,471,0,0,0,0,146,131,105,98,,425,179,161,129,121,0,0,0,0,246,221,177,165
REGION_VII|CONSTRUCTION|ROUGH MASON|MASON|MASONRY NC I|WITH TR,REGION_VII,CONSTRUCTION,ROUGH MASON,MASON,MASONRY NC I,WITH TR,,826,826,744,595,554,0,0,0,0,0,0,0,0,,413,171,154,124,116,0,0,0,0,242,218,174,163
REGION_VII|CONSTRUCTION|SOLAR PANEL INSTALLATION|SOLAR TECHNICIAN|PV SYSTEMS INSTALLATION NC II|WITH TR,REGION_VII,CONSTRUCTION,SOLAR PANEL INSTALLATION,SOLAR TECHNICIAN,PV SYSTEMS INSTALLATION NC II,WITH TR,,853,707,637,510,474,0,0,0,0,146,131,105,98,,426,153,138,111,104,26,23,18,17,247,222,178,166
REGION_VII|CONSTRUCTION|STRUCTURAL STEEL ERECTOR|STEEL MAN|REINFORCING STEEL WORKS NC II|WITH TR,REGION_VII,CONSTRUCTION,STRUCTURAL STEEL ERECTOR,STEEL MAN,REINFORCING STEEL WORKS NC II,WITH TR,,853,707,637,510,474,0,0,0,0,146,131,105,98,,426,153,138,111,104,26,23,18,17,247,222,178,166
REGION_VII|CONSTRUCTION|SYSTEM FORMWORKS INSTALLER|SYSTEM FORMWORK INSTALLER|SYSTEM FORMWORKS INSTALLATION NC II|WITH TR,REGION_VII,CONSTRUCTION,SYSTEM FORMWORKS INSTALLER,SYSTEM FORMWORK INSTALLER,SYSTEM FORMWORKS INSTALLATION NC II,WITH TR,,853,853,768,615,572,0,0,0,0,0,0,0,0,,426,80,72,58,54,99,89,71,67,247,222,178,166
REGION_VII|CONSTRUCTION|TILE SETTER|TILE SETTER|TILE SETTING NC II|WITH TR,REGION_VII,CONSTRUCTION,TILE SETTER,TILE SETTER,TILE SETTING NC II,WITH TR,,852,852,768,615,572,0,0,0,0,0,0,0,0,,425,80,72,58,54,98,88,70,66,247,222,178,166
REGION_VII|CONSTRUCTION|TRANSIT MIXER OPERATOR|TRANSIT MIXER OPERATOR|HEAVY EQUIPMENT OPERATION (TRANSIT MIXER) NC II|WITH TR,REGION_VII,CONSTRUCTION,TRANSIT MIXER OPERATOR,TRANSIT MIXER OPERATOR,HEAVY EQUIPMENT OPERATION (TRANSIT MIXER) NC II,WITH TR,,853,758,682,546,508,95,86,69,64,0,0,0,0,,426,80,72,58,54,99,89,71,67,247,222,178,166
"REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION
HORIZONTAL CONSTRUCTION
INDUSTRY/INDUSTRIAL CONSTRUCTION
RESIDENTIAL CONSTRUCTION|DRAFTSMAN|TECHNICAL DRAFTING NC II|WITH TR",REGION_VII,CONSTRUCTION,"VERTICAL CONSTRUCTION
HORIZONTAL CONSTRUCTION
INDUSTRY/INDUSTRIAL CONSTRUCTION
RESIDENTIAL CONSTRUCTION",DRAFTSMAN,TECHNICAL DRAFTING NC II,WITH TR,,928,928,835,665,618,0,0,0,0,0,0,0,0,,783,783,708,569,529,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|WELDER (GAS)|GAS WELDING NC I|WITH TR,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,WELDER (GAS),GAS WELDING NC I,WITH TR,,"1,284","1,284","1,156",925,857,0,0,0,0,0,0,0,0,,"1,713","1,713","1,542","1,234","1,156",0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|WELDER (GAS)|GAS WELDING NC II|WITH TR,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,WELDER (GAS),GAS WELDING NC II,WITH TR,,"1,606","1,606","1,446","1,157","1,073",0,0,0,0,0,0,0,0,,"1,732","1,732","1,559","1,248","1,169",0,0,0,0,0,0,0,0
"REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
DIRECT WORKERS CORPORATE SUPPORT|HEO EXCAVATOR|HEAVY EQUIPMENT OPERATION (HYDRAULIC EXCAVATOR) NC II|WITH TR",REGION_VII,CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
DIRECT WORKERS CORPORATE SUPPORT",HEO EXCAVATOR,HEAVY EQUIPMENT OPERATION (HYDRAULIC EXCAVATOR) NC II,WITH TR,,664,664,598,475,442,0,0,0,0,0,0,0,0,,547,547,496,400,371,0,0,0,0,0,0,0,0
"REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
DIRECTO WORKERS CORPORATE SUPPORT|HEO BACKHOE LOADER|HEAVY EQUIPMENT OPERATION (BACKHOE LOADER) NC II|WITH TR",REGION_VII,CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
DIRECTO WORKERS CORPORATE SUPPORT",HEO BACKHOE LOADER,HEAVY EQUIPMENT OPERATION (BACKHOE LOADER) NC II,WITH TR,,273,273,246,194,181,0,0,0,0,0,0,0,0,,478,478,434,350,325,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|CONSTRUCTION PAINTER (APPLICATION)|CONSTRUCTION PAINTING NC II|WITH TR,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,CONSTRUCTION PAINTER (APPLICATION),CONSTRUCTION PAINTING NC II,WITH TR,,"3,212","3,212","2,892","2,314","2,146",0,0,0,0,0,0,0,0,,"3,464","3,464","3,118","2,496","2,338",0,0,0,0,0,0,0,0
"REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|CONSTRUCTION PAINTER (REPAIR AND ARTISTIC APPLICATION, MIXING))|CONSTRUCTION PAINTING NC II|WITH TR",REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,"CONSTRUCTION PAINTER (REPAIR AND ARTISTIC APPLICATION, MIXING))",CONSTRUCTION PAINTING NC II,WITH TR,,664,664,598,475,442,0,0,0,0,0,0,0,0,,547,547,496,400,371,0,0,0,0,0,0,0,0
"REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|CONSTRUCTION PAINTER (REPAIR AND ARTISTIC APPLICATION, MIXING))|TILE SETTING NC II|WITH TR",REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,"CONSTRUCTION PAINTER (REPAIR AND ARTISTIC APPLICATION, MIXING))",TILE SETTING NC II,WITH TR,,631,621,559,444,414,0,0,0,0,10,9,7,7,,531,514,466,376,349,0,0,0,0,17,15,12,11
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|DRY WALL AND CEILING INSTALLER|CARPENTRY NC III|WITH TR,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,DRY WALL AND CEILING INSTALLER,CARPENTRY NC III,WITH TR,,546,546,492,388,362,0,0,0,0,0,0,0,0,,956,956,868,700,650,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|GLASS INSTALLER (GLAZING WORKS)|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,GLASS INSTALLER (GLAZING WORKS),NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,,546,528,476,0,0,0,0,0,0,18,16,0,0,,926,926,840,0,0,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|LAMINATE INSTALLER|CARPENTRY NC II|WITH TR,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,LAMINATE INSTALLER,CARPENTRY NC II,WITH TR,,"4,856","4,356","3,920","3,136","2,912",0,0,0,0,500,450,360,334,,"3,782","3,532","3,180","2,544","2,378",0,0,0,0,250,226,180,168
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|TILE SETTING|TILE SETTING NC II|WITH TR,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,TILE SETTING,TILE SETTING NC II,WITH TR,,"1,262","1,242","1,118",888,828,0,0,0,0,20,18,14,14,,"1,062",968,878,708,658,0,0,0,0,94,84,68,64
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION|AIRLESS PAINTER|CONSTRUCTION PAINTING NC II|WITH TR,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION,AIRLESS PAINTER,CONSTRUCTION PAINTING NC II,WITH TR,,"1,328","1,328","1,196",950,884,0,0,0,0,0,0,0,0,,"1,094","1,094",992,800,742,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION|STEELMAN|REINFORCING STEEL WORKS NC II|WITH TR,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION,STEELMAN,REINFORCING STEEL WORKS NC II,WITH TR,,914,914,823,657,610,0,0,0,0,0,0,0,0,,853,853,771,619,578,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION|SURVEY ASSISTANT|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION,SURVEY ASSISTANT,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,,504,504,454,0,0,0,0,0,0,0,0,0,0,,723,723,654,0,0,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION|SYSTEM FORWORKS INSTALLER|SYSTEM FORMWORKS INSTALLATION NC II|WITH TR,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION,SYSTEM FORWORKS INSTALLER,SYSTEM FORMWORKS INSTALLATION NC II,WITH TR,,676,430,387,307,286,0,0,0,0,246,221,177,165,,559,436,397,321,298,0,0,0,0,123,111,89,83
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|FDAS TECHNICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC II|WITH TR,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,FDAS TECHNICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,WITH TR,,"3,610","2,236","2,013","1,612","1,499",0,0,0,0,"1,374","1,237",990,920,,"1,981","1,375","1,238",990,925,0,0,0,0,606,546,436,407
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|PIPEFITTER (FIRE PROTECTION SYSTEM)|PIPEFITTING (METALLIC) NC II|WITH TR,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PIPEFITTER (FIRE PROTECTION SYSTEM),PIPEFITTING (METALLIC) NC II,WITH TR,,748,748,674,537,500,0,0,0,0,0,0,0,0,,691,691,625,502,467,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|PIPEFITTER (PUMP EQUIPMENT)|PIPEFITTING (METALLIC) NC II|WITH TR,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PIPEFITTER (PUMP EQUIPMENT),PIPEFITTING (METALLIC) NC II,WITH TR,,748,748,674,537,500,0,0,0,0,0,0,0,0,,691,691,625,502,467,0,0,0,0,0,0,0,0
REGION_VII|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|WELDER (SMAW)|MANUAL METAL ARC WELDING (MMAW) NC II|WITH TR,REGION_VII,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,WELDER (SMAW),MANUAL METAL ARC WELDING (MMAW) NC II,WITH TR,,"8,500","5,000","4,500","3,600","3,342",0,0,0,0,"3,500","3,150","2,520","2,338",,"4,250","2,500","2,256","1,800","1,680",0,0,0,0,"1,750","1,582","1,260","1,176"
