,,,,,,,,,,,Supply Gap %,,Registered Programs Gap,,Trainers Gap,,Assessment Center Gap,,Competency Assessors Gap,
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|CARBON STEEL PLATE/ PIPE WELDER|MANUAL METAL ARC WELDING (MMAW) NC IV|WITH TR|MEDIUM,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,CARBON STEEL PLATE/ PIPE WELDER,MANUAL METAL ARC WELDING (MMAW) NC IV,WITH TR,MEDIUM,,"3,454","1,012","1,371",12,12,2,2,6,6,1,1
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|CIVIL ENGINEERING ASSOCIATE|DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY|DIPLOMA PROGRAMS|LOW,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,CIVIL ENGINEERING ASSOCIATE,DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY,DIPLOMA PROGRAMS,LOW,,"1,367",273,478,0,1,1,2,0,0,0,0
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|CONSTRUCTION SITE SUPERVISOR|CONSTRUCTION SITE SUPERVISION LEVEL IV|WITH CS|MEDIUM,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,CONSTRUCTION SITE SUPERVISOR,CONSTRUCTION SITE SUPERVISION LEVEL IV,WITH CS,MEDIUM,,"4,776","1,634","1,763",18,16,5,3,0,0,0,0
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|CONSTRUCTION TRADE SUPERVISOR|CONSTRUCTION TRADE SUPERVISION LEVEL IV|WITH CS|MEDIUM,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,CONSTRUCTION TRADE SUPERVISOR,CONSTRUCTION TRADE SUPERVISION LEVEL IV,WITH CS,MEDIUM,,"4,776","1,634","1,763",19,17,5,3,0,0,0,0
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|GAS (OXY-ACETYLENE) WELDER|GAS WELDING NC II|WITH TR|MEDIUM,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,GAS (OXY-ACETYLENE) WELDER,GAS WELDING NC II,WITH TR,MEDIUM,,"4,690","1,606","1,732",18,15,5,2,9,8,1,1
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|SENIOR PAINTER|CONSTRUCTION PAINTING NC III|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,SENIOR PAINTER,CONSTRUCTION PAINTING NC III,WITH TR,LOW,,"1,844",664,547,5,2,5,2,2,1,1,1
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|TIG PLATE WELDER|GAS TUNGSTEN ARC WELDING (GTAW) NC IV|WITH TR|MEDIUM,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,TIG PLATE WELDER,GAS TUNGSTEN ARC WELDING (GTAW) NC IV,WITH TR,MEDIUM,,"3,876","1,154","1,548",14,14,2,2,7,7,1,1
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|WAREHOUSEMAN (EXTERNAL)|WAREHOUSING SERVICES NC II|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,WAREHOUSEMAN (EXTERNAL),WAREHOUSING SERVICES NC II,WITH TR,LOW,,"3,099","1,370",835,12,7,5,3,3,1,0,0
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|WAREHOUSEMAN (INTERNAL)|WAREHOUSING SERVICES NC II|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,WAREHOUSEMAN (INTERNAL),WAREHOUSING SERVICES NC II,WITH TR,LOW,,"3,099","1,370",835,12,7,5,3,3,1,1,1
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION|CRAWLER CRANE OPERATOR|HEAVY EQUIPMENT OPERATION (CRAWLER CRANE) NC III|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION,CRAWLER CRANE OPERATOR,HEAVY EQUIPMENT OPERATION (CRAWLER CRANE) NC III,WITH TR,LOW,,"1,367",273,478,1,2,0,1,0,0,0,0
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION|FORKLIFT OPERATOR|HEAVY EQUIPMENT OPERATION (FORKLIFT) NC II|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION,FORKLIFT OPERATOR,HEAVY EQUIPMENT OPERATION (FORKLIFT) NC II,WITH TR,LOW,,"1,849",484,705,4,4,1,1,1,1,1,1
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION|OFF-HIGHWAY DUMP TRUCK (RIGID) OPERATOR|HEAVY EQUIPMENT OPERATION (RIGID OFF-HIGHWAY DUMP TRUCK) NC II|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION,OFF-HIGHWAY DUMP TRUCK (RIGID) OPERATOR,HEAVY EQUIPMENT OPERATION (RIGID OFF-HIGHWAY DUMP TRUCK) NC II,WITH TR,LOW,,"1,367",273,478,1,2,0,1,0,1,0,0
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION|PAVER OPERATOR|HEAVY EQUIPMENT OPERATION (PAVER) NC II|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION,PAVER OPERATOR,HEAVY EQUIPMENT OPERATION (PAVER) NC II,WITH TR,LOW,,"1,367",273,478,1,2,0,1,0,1,1,1
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION|TRUCK MOUNTED CRANE OPERATOR|HEAVY EQUIPMENT OPERATION (TRUCK MOUNTED CRANE) NC III|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION,TRUCK MOUNTED CRANE OPERATOR,HEAVY EQUIPMENT OPERATION (TRUCK MOUNTED CRANE) NC III,WITH TR,LOW,,"1,367",273,478,1,2,0,0,0,1,0,0
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION|WHEEL LOADER OPERATOR|HEAVY EQUIPMENT OPERATION (WHEEL LOADER) NC II|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION,WHEEL LOADER OPERATOR,HEAVY EQUIPMENT OPERATION (WHEEL LOADER) NC II,WITH TR,LOW,,"1,423",341,526,1,1,0,0,0,0,0,0
"REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION, EQUIPMENT OPERATIONS AND MAINTENANCE|▪ BUILDING INSPECTOR ▪ CIVIL ENGINEERING DESIGN TECHNOLOGIST ▪ MATERIALS TESTING TECHNOLOGIST. ▪ CONSTRUCTION COORDINATOR, FOREMAN, OR SUPERINTENDENT ▪ ESTIMATOR ▪ TECHNICAL REPRESENTATIVE ▪ FIELD TECHNICAL ASSISTANT ▪ DRAFTSMAN/CAD OPERATOR ▪ REBAR FIXER ▪ BUILDING ELECTRICIAN ▪ BRICK LAYER/MASON ▪ PLUMBER|DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY|DIPLOMA PROGRAMS|MEDIUM",REGION_VII,CEBU,CONSTRUCTION,"HORIZONTAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION, EQUIPMENT OPERATIONS AND MAINTENANCE","▪ BUILDING INSPECTOR ▪ CIVIL ENGINEERING DESIGN TECHNOLOGIST ▪ MATERIALS TESTING TECHNOLOGIST. ▪ CONSTRUCTION COORDINATOR, FOREMAN, OR SUPERINTENDENT ▪ ESTIMATOR ▪ TECHNICAL REPRESENTATIVE ▪ FIELD TECHNICAL ASSISTANT ▪ DRAFTSMAN/CAD OPERATOR ▪ REBAR FIXER ▪ BUILDING ELECTRICIAN ▪ BRICK LAYER/MASON ▪ PLUMBER",DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY,DIPLOMA PROGRAMS,MEDIUM,,"4,776","1,634","1,763",18,16,0,0,0,0,0,0
"REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION, EQUIPMENT OPERATIONS AND MAINTENANCE|BULLDOZER OPERATOR|HEAVY EQUIPMENT OPERATION (BULLDOZER) NC II|WITH TR|LOW",REGION_VII,CEBU,CONSTRUCTION,"HORIZONTAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION, EQUIPMENT OPERATIONS AND MAINTENANCE",BULLDOZER OPERATOR,HEAVY EQUIPMENT OPERATION (BULLDOZER) NC II,WITH TR,LOW,,"2,956","1,270",820,9,4,0,0,2,0,0,0
"REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION, EQUIPMENT OPERATIONS AND MAINTENANCE|MASONRY TECHNICIAN, PLUMBING TECHNICIAN, TECHNICAL DRAFTSMAN, REINFORCING STEELWORKS TECHNICIAN, PAINTING TECHNICIAN, TILE SETTING TECHNICIAN, CARPENTRY, TECHNICIAN, SCAFFOLDING AND FORMWORKS TECHNICIAN, CIVIL ENGINEERING TECHNOLOGIST|DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY|DIPLOMA PROGRAMS|LOW",REGION_VII,CEBU,CONSTRUCTION,"HORIZONTAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION, EQUIPMENT OPERATIONS AND MAINTENANCE","MASONRY TECHNICIAN, PLUMBING TECHNICIAN, TECHNICAL DRAFTSMAN, REINFORCING STEELWORKS TECHNICIAN, PAINTING TECHNICIAN, TILE SETTING TECHNICIAN, CARPENTRY, TECHNICIAN, SCAFFOLDING AND FORMWORKS TECHNICIAN, CIVIL ENGINEERING TECHNOLOGIST",DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY,DIPLOMA PROGRAMS,LOW,,"2,744","1,144",762,8,3,0,0,0,0,0,0
"REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION, RESIDENTIAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION|PV SYSTEMS INSTALLATION TECHNICIAN|PV SYSTEMS INSTALLATION NC II|WITH TR|HIGH",REGION_VII,CEBU,CONSTRUCTION,"HORIZONTAL CONSTRUCTION, RESIDENTIAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION",PV SYSTEMS INSTALLATION TECHNICIAN,PV SYSTEMS INSTALLATION NC II,WITH TR,HIGH,,"3,336","1,207","1,131",11,9,0,0,5,4,0,0
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION|FDAS TECHNICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC II|WITH TR|HIGH,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION,FDAS TECHNICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,WITH TR,HIGH,,"7,497","3,610","1,981",21,7,5,2,6,2,1,1
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION|MOTOR GRADER OPERATOR|HEAVY EQUIPMENT OPERATION (MOTOR GRADER) NC II|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION,MOTOR GRADER OPERATOR,HEAVY EQUIPMENT OPERATION (MOTOR GRADER) NC II,WITH TR,LOW,,"2,267",753,693,5,4,0,0,1,1,0,0
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|AIRCON INSTALLER (COMMERCIAL/ INDUSTRIAL)|RAC SERVICING (DOMRAC) NC II|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,AIRCON INSTALLER (COMMERCIAL/ INDUSTRIAL),RAC SERVICING (DOMRAC) NC II,WITH TR,LOW,,"4,028","1,530","1,168",10,4,0,0,2,0,0,0
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|ELECTRICIAN (COMMERCIAL AND INDUSTRIAL BUILDING)|ELECTRICAL INSTALLATION AND MAINTENANCE NC III|WITH TR|MEDIUM,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,ELECTRICIAN (COMMERCIAL AND INDUSTRIAL BUILDING),ELECTRICAL INSTALLATION AND MAINTENANCE NC III,WITH TR,MEDIUM,,"9,368","3,206","3,460",34,28,0,0,14,14,0,0
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|ELEVATOR INSTALLER|ELECTRICAL INSTALLATION AND MAINTENANCE NC III|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,ELEVATOR INSTALLER,ELECTRICAL INSTALLATION AND MAINTENANCE NC III,WITH TR,LOW,,"3,674","1,322","1,090",6,0,0,0,0,0,0,0
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|PIPEFITTER (FIRE PROTECTION SYSTEM)|PIPEFITTING (METALLIC) NC II|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PIPEFITTER (FIRE PROTECTION SYSTEM),PIPEFITTING (METALLIC) NC II,WITH TR,LOW,,"2,257",748,691,5,3,0,0,1,1,0,0
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|PIPEFITTER (PUMP EQUIPMENT)|PIPEFITTING (METALLIC) NC II|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PIPEFITTER (PUMP EQUIPMENT),PIPEFITTING (METALLIC) NC II,WITH TR,LOW,,"2,257",748,691,5,3,0,0,1,1,0,0
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|PIPEFITTER|PLUMBING NC III|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PIPEFITTER,PLUMBING NC III,WITH TR,LOW,,"2,734",546,956,0,0,1,2,0,2,0,0
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|PLUMBER|PLUMBING NC II|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,PLUMBER,PLUMBING NC II,WITH TR,LOW,,"3,636","1,302","1,082",6,0,4,1,0,0,0,0
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN|SEALANT APPLICATOR|CONSTRUCTION PAINTING NC II|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,SEALANT APPLICATOR,CONSTRUCTION PAINTING NC II,WITH TR,LOW,,"3,688","1,328","1,094",8,2,1,0,2,0,1,1
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL DIRECT WORKERS|CONSTRUCTION ASSISTANT (HOUSEKEEPING)|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|LOW,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL DIRECT WORKERS,CONSTRUCTION ASSISTANT (HOUSEKEEPING),NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,LOW,,"4,984","1,876","1,536",16,10,5,2,6,4,1,1
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL DIRECT WORKERS|PAINTER|CONSTRUCTION PAINTING NC II|WITH TR|MEDIUM,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL DIRECT WORKERS,PAINTER,CONSTRUCTION PAINTING NC II,WITH TR,MEDIUM,,"9,382","3,212","3,464",36,30,2,2,16,14,1,1
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL|DRY WALL AND CEILING INSTALLER|CARPENTRY NC II|WITH TR|MEDIUM,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL,DRY WALL AND CEILING INSTALLER,CARPENTRY NC II,WITH TR,MEDIUM,,"11,866","4,856","3,782",42,30,4,2,12,8,1,1
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL|ROOF INSTALLER|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|LOW,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL,ROOF INSTALLER,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,LOW,,"2,734",546,956,2,4,1,2,0,2,1,1
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION|CARPENTRY (FINISHING & WOODWORKING)|CARPENTRY NC II|WITH TR|MEDIUM,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,CARPENTRY (FINISHING & WOODWORKING),CARPENTRY NC II,WITH TR,MEDIUM,,"11,866","4,856","3,782",40,28,0,0,12,8,0,0
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION|MASONRY (FINISHING)|MASONRY NC I|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,MASONRY (FINISHING),MASONRY NC I,WITH TR,LOW,,"8,229","3,432","2,286",24,9,5,3,6,0,0,0
"REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION|SCAFFOLDER (INSPECTION, QUALITY ASSURANCE)|SCAFFOLDING WORKS NC II (SUPPORTED TYPE SCAFFOLD)|WITH TR|LOW",REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,"SCAFFOLDER (INSPECTION, QUALITY ASSURANCE)",SCAFFOLDING WORKS NC II (SUPPORTED TYPE SCAFFOLD),WITH TR,LOW,,"6,130","2,026","2,046",16,14,0,0,8,6,0,0
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION|SCAFFOLDER|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|LOW,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,SCAFFOLDER,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,LOW,,"3,762","1,008","1,446",8,8,2,2,4,4,1,1
REGION_VII|CEBU|CONSTRUCTION|RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION|WATERPROOFER (SLABS)|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|LOW,REGION_VII,CEBU,CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,WATERPROOFER (SLABS),NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,LOW,,"6,198","2,740","1,670",24,14,5,3,8,4,1,1
"REGION_VII|CEBU|CONSTRUCTION|VERTICAL CONSTRUCTION
HORIZONTAL CONSTRUCTION
INDUSTRY/INDUSTRIAL CONSTRUCTION
RESIDENTIAL CONSTRUCTION|DRAFTSMAN|TECHNICAL DRAFTING NC II|WITH TR|LOW",REGION_VII,CEBU,CONSTRUCTION,"VERTICAL CONSTRUCTION
HORIZONTAL CONSTRUCTION
INDUSTRY/INDUSTRIAL CONSTRUCTION
RESIDENTIAL CONSTRUCTION",DRAFTSMAN,TECHNICAL DRAFTING NC II,WITH TR,LOW,,"2,508",928,783,4,2,0,0,0,0,1,1
REGION_VII|CEBU|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|WELDER (GAS)|GAS WELDING NC I|WITH TR|MEDIUM,REGION_VII,CEBU,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,WELDER (GAS),GAS WELDING NC I,WITH TR,MEDIUM,,"4,275","1,284","1,713",16,16,2,2,8,8,1,1
REGION_VII|CEBU|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|WELDER (GAS)|GAS WELDING NC II|WITH TR|MEDIUM,REGION_VII,CEBU,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,WELDER (GAS),GAS WELDING NC II,WITH TR,MEDIUM,,"4,690","1,606","1,732",18,15,5,2,9,8,1,1
"REGION_VII|CEBU|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
DIRECT WORKERS CORPORATE SUPPORT|HEO EXCAVATOR|HEAVY EQUIPMENT OPERATION (HYDRAULIC EXCAVATOR) NC II|WITH TR|LOW",REGION_VII,CEBU,CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
DIRECT WORKERS CORPORATE SUPPORT",HEO EXCAVATOR,HEAVY EQUIPMENT OPERATION (HYDRAULIC EXCAVATOR) NC II,WITH TR,LOW,,"1,844",664,547,5,2,0,0,1,0,0,0
"REGION_VII|CEBU|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
DIRECTO WORKERS CORPORATE SUPPORT|HEO BACKHOE LOADER|HEAVY EQUIPMENT OPERATION (BACKHOE LOADER) NC II|WITH TR|LOW",REGION_VII,CEBU,CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
DIRECTO WORKERS CORPORATE SUPPORT",HEO BACKHOE LOADER,HEAVY EQUIPMENT OPERATION (BACKHOE LOADER) NC II,WITH TR,LOW,,"1,367",273,478,1,2,1,2,0,1,1,1
REGION_VII|CEBU|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|CONSTRUCTION PAINTER (APPLICATION)|CONSTRUCTION PAINTING NC II|WITH TR|MEDIUM,REGION_VII,CEBU,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,CONSTRUCTION PAINTER (APPLICATION),CONSTRUCTION PAINTING NC II,WITH TR,MEDIUM,,"9,382","3,212","3,464",36,30,1,0,16,14,0,0
"REGION_VII|CEBU|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|CONSTRUCTION PAINTER (REPAIR AND ARTISTIC APPLICATION, MIXING))|CONSTRUCTION PAINTING NC II|WITH TR|LOW",REGION_VII,CEBU,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,"CONSTRUCTION PAINTER (REPAIR AND ARTISTIC APPLICATION, MIXING))",CONSTRUCTION PAINTING NC II,WITH TR,LOW,,"1,844",664,547,4,1,1,0,1,0,0,0
"REGION_VII|CEBU|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|CONSTRUCTION PAINTER (REPAIR AND ARTISTIC APPLICATION, MIXING))|TILE SETTING NC II|WITH TR|LOW",REGION_VII,CEBU,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,"CONSTRUCTION PAINTER (REPAIR AND ARTISTIC APPLICATION, MIXING))",TILE SETTING NC II,WITH TR,LOW,,"1,778",631,531,3,0,0,0,1,0,1,1
REGION_VII|CEBU|CONSTRUCTION|VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|DRY WALL AND CEILING INSTALLER|CARPENTRY NC III|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,DRY WALL AND CEILING INSTALLER,CARPENTRY NC III,WITH TR,LOW,,"2,734",546,956,2,4,0,1,0,0,1,1
