Provider Name,Class Name,Region Name,Province Name,City Name,Address,focal,phone,e mail,Qualification,Trainer Count,Enrolled,Graduates
"GARALDE TECHNOLOGICAL DEVELOPMENT STUDIES, INC.",TVIs,Region VIII - Eastern Visayas,Northern Samar,Allen,"23 RIZAL ST., SABANG 2, ALLEN, N. SAMAR",OSCAR GARALDE,09095955622,admin@garaldetech.com,Computer Systems Servicing NC II,1,25,56
GARCIA KING FARM TECHNICAL TRAINING AND ASSESSMENT CENTER INC.,TVIs,Region I - Ilocos,Pangasinan,San Carlos City,"Nilentap, San Carlos City, Pangasinan",JAY C. GARCIA,0977-756-6012,mg1285888@gmail.com,Organic Agriculture Production NC II,1,42,24
GARY'S FARM RESORT TRAINING AND ASSESSMENT CENTER CORP.,TVIs,Region IVA - CALABARZON,Laguna,Mabitac,"Mahabang Parang, San Antonio Mabitac, Laguna",EMILIANA M. GARCIA,09189123987 / 09179136482,garysfarm8@gmail.com,Organic Agriculture Production NC II,1,22,0
"GASPAR RODRIGUEZ EDUCATIONAL AND TRAINING  CENTER (GREAT) CENTER, INC.",TVIs,Region XIII - CARAGA,"Surigao del Sur
",City of Bislig,"P-2 John Bosco District, Mangagoy, Bislig City    ",GASPAR G. RODRIGUEZ,09399388921,great.center10@yahoo.com,Driving NC II,1,1,0
"GASPAR RODRIGUEZ EDUCATIONAL AND TRAINING  CENTER (GREAT) CENTER, INC.",TVIs,Region XIII - CARAGA,"Surigao del Sur
",City of Bislig,"P-2 John Bosco District, Mangagoy, Bislig City    ",GASPAR G. RODRIGUEZ,09399388921,great.center10@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,1,1,55
"GATEWAYS INSTITUTE OF SCIENCE & TECHNOLOGY, INC. (Mandaluyong)",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"3/F Raymundo Bldg. Kalentong St., Mandaluyong City",JOSE O. MONTENEGRO,534-4478,gistian08.mandakalentong@gmail.com,Bartending NC II,1,71,0
"GATEWAYS INSTITUTE OF SCIENCE & TECHNOLOGY, INC. (Mandaluyong)",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"3/F Raymundo Bldg. Kalentong St., Mandaluyong City",JOSE O. MONTENEGRO,534-4478,gistian08.mandakalentong@gmail.com,Bread and Pastry Production NC II,1,44,44
"GATEWAYS INSTITUTE OF SCIENCE & TECHNOLOGY, INC. (Mandaluyong)",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"3/F Raymundo Bldg. Kalentong St., Mandaluyong City",JOSE O. MONTENEGRO,534-4478,gistian08.mandakalentong@gmail.com,Cookery NC II,1,73,0
"Gateways Institute of Science and Technology, Inc.",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"2/F Herminia Bldg.,  Commonwealth Ave., North Fairview, Quezon City",Jose O. Montenegro,930-4478 / 938-1834 / 09285595446,gist.fairview2010@gmail.com,Bread and Pastry Production NC II,0,0,27
"Gateways Institute of Science and Technology, Inc.",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"2/F Herminia Bldg.,  Commonwealth Ave., North Fairview, Quezon City",Jose O. Montenegro,930-4478 / 938-1834 / 09285595446,gist.fairview2010@gmail.com,Cookery NC II,1,25,0
GEFI COMMUNITY COLLEGE CORON INC.,TVIs,Region IVB - MIMAROPA,Palawan,Coron,"Sitio Digiboy, Brgy. VI, Coron, Palawan",CONSUELO M. WOLVERTON,09162187700,geficoron@gmail.com,Health Care Services NC II,1,25,25
General Santos National School of Arts and Trades (GSNSAT),TTI (School),Region XII - SOCCSKSARGEN,Sarangani,General Santos City,"Tiongson St., Lagao, General Santos City",PRINCESS A. MA-AYA,(083) 887-4973,gsnsat@tesda.gov.ph,Automotive Servicing NC I,0,0,17
General Santos National School of Arts and Trades (GSNSAT),TTI (School),Region XII - SOCCSKSARGEN,Sarangani,General Santos City,"Tiongson St., Lagao, General Santos City",PRINCESS A. MA-AYA,(083) 887-4973,gsnsat@tesda.gov.ph,Driving NC II,1,44,9
GENESIS CHILDREN'S GROWTH ACADEMY CORPORATION,TVIs,Region IVA - CALABARZON,Rizal,City of Antipolo,"C. Lawis Ext., Brgy. San Isidro, Antipolo City, Rizal",MR. ALBERT F. IRAULA,274-9742,genesiscolleges.antipolo@gmail.com,Bookkeeping NC III,0,0,12
"GENSAN COLLEGE OF TECHNOLOGY, INC. ",TVIs,Region XII - SOCCSKSARGEN,Sarangani,General Santos City,"GCT Bldg., Camia Street, Barangay Dadiangas East, General Santos City",ENGR. ROMEO S. SUSTIGUER SR. Ph.D.,(083) 301-8274,gensancollege@greenvalleyph.com,Bookkeeping NC III,0,0,16
"GENSAN COLLEGE OF TECHNOLOGY, INC. ",TVIs,Region XII - SOCCSKSARGEN,Sarangani,General Santos City,"GCT Bldg., Camia Street, Barangay Dadiangas East, General Santos City",ENGR. ROMEO S. SUSTIGUER SR. Ph.D.,(083) 301-8274,gensancollege@greenvalleyph.com,Electrical Installation and Maintenance NC II,0,0,75
"GENSAN COLLEGE OF TECHNOLOGY, INC. ",TVIs,Region XII - SOCCSKSARGEN,Sarangani,General Santos City,"GCT Bldg., Camia Street, Barangay Dadiangas East, General Santos City",ENGR. ROMEO S. SUSTIGUER SR. Ph.D.,(083) 301-8274,gensancollege@greenvalleyph.com,Housekeeping NC II,0,0,26
"GENSANTOS FOUNDATION COLLEGE, INC.",TVIs,Region XII - SOCCSKSARGEN,Sarangani,General Santos City,"Bulaong Extension, Purok Acharon Compound, Brgy. Dadiangas West, General Santos City","AMOR IRISH D. LOZANO, CPA, MBA",(083) 552-3008 / 552-6285 ,gfcigensan@gmail.com,Bookkeeping NC III,1,10,0
GENTLE FAMILY HOME TRAINING CENTER INC.,TVIs,Region VII - Central Visayas,Cebu,Cebu City,"3rd Floor Gemini Bldg., 719 M.J. Cuenco Ave., Cebu City",ERICA JANE ONG,032-263-2638,gentlefamilyhomecebu@gmail.com,Caregiving NC II,2,22,39
GENTLEFAMILY HOMETRAINING CENTER INC.,TVIs,Region VII - Central Visayas,Bohol,Tagbilaran City,"3rd Floor Gemini Bldg.,719 M.J. Cuenco Ave., Cebu City",ERICA JANE A. ONG,0917-799-8971,bohol@gentlefamilyhome.net,Caregiving NC II,2,49,47
GENUINE SERVICE PRESIDENT TRAINING AND ASSESSMENT CENTER INC.,TVIs,Region IVA - CALABARZON,Quezon,Lucena City,"Topaz cor. Mt. Carmel St., Pleasantville Subd., Brgy. Ilayang Iyam, Lucena City",Eulogio M. Flancia,0918-4200810 / 0956-0293982,ortizlorna83@gmail.com,Bread and Pastry Production NC II,2,140,140
"GEWILL'S PIAT TRAINING ANDASSESSMENT CENTER, INC.",TVIs,Region II - Cagayan Valley,Cagayan,Piat,"Dungayung, Piat, Cagayan",Gerald De Ocampo Hernandez ,0995-517-8275,gewillspiattraining@gmail.com,Driving NC II,1,11,11
GHRACE JHOY INTEGRATED FARM,TVIs,Region VIII - Eastern Visayas,Southern Leyte,Bontoc,"Purok 4, Brgy. Sta. Cruz, Bontoc, Southern Leyte","GHUBERT F. FRANCISCO, MD",09162664104,gjintegratedfarm97@gmail.com,Agricultural Crops Production NC II,0,0,23
GHRACE JHOY INTEGRATED FARM,TVIs,Region VIII - Eastern Visayas,Southern Leyte,Bontoc,"Purok 4, Brgy. Sta. Cruz, Bontoc, Southern Leyte","GHUBERT F. FRANCISCO, MD",09162664104,gjintegratedfarm97@gmail.com,Agroentrepreneurship NC II,0,0,22
GHRACE JHOY TECHNICAL AND VOCATIONAL SCHOOL INC.,TVIs,Region VIII - Eastern Visayas,Southern Leyte,Bontoc,"Brgy. Sta. Cruz, Bontoc, Southern Leyte",VILMA F. ARRIESGADO,09275230517,gjtvsi_2018@yahoo.com,Driving (Passenger Bus/Straight Truck) NC III,2,20,0
GHRACE JHOY TECHNICAL AND VOCATIONAL SCHOOL INC.,TVIs,Region VIII - Eastern Visayas,Southern Leyte,Bontoc,"Brgy. Sta. Cruz, Bontoc, Southern Leyte",VILMA F. ARRIESGADO,09275230517,gjtvsi_2018@yahoo.com,Heavy Equipment Operation (Hydraulic Excavator) NC II,0,0,13
GHRACE JHOY TECHNICAL AND VOCATIONAL SCHOOL INC.,TVIs,Region VIII - Eastern Visayas,Southern Leyte,Bontoc,"Brgy. Sta. Cruz, Bontoc, Southern Leyte",VILMA F. ARRIESGADO,09275230517,gjtvsi_2018@yahoo.com,Masonry NC II,1,20,0
"Ghrace Jhoy Technical and Vocational School, Inc.",TVIs,Region VIII - Eastern Visayas,Southern Leyte,Sogod,"'2nd Floor, PNB Building Osmeña Street, Brgy. Zone 2, Sogod, Southern Leyte",VILMA F. ARRIESGADO,9275230517,gjtvsi_2018@yahoo.com,Food and Beverage Services NC II,1,15,25
GIL TRAINING INSTITUTE AND ASSESSMENT CENTER INC.,TVIs,Region II - Cagayan Valley,Quirino,Maddela,"BUENAVISTA, MADDELA, QUIRINO",EVENIZER C. ANDAYA,09167638184,gtiacinc@gmail.com,Driving NC II,1,20,20
GINTONG ARAL SKILLS DEVELOPMENT ACADEMY INC,TVIs,Region IVA - CALABARZON,Rizal,Taytay,"CRF Hall, Florence St., San Francisco Village, Brgy. Muzon, Taytay, Rizal",Clery Joy H. Natividad,0975-9476809,gasdainc2017@gmail.com,Barista NC II,0,0,27
GINTONG ARAL SKILLS DEVELOPMENT ACADEMY INC,TVIs,Region IVA - CALABARZON,Rizal,Taytay,"CRF Hall, Florence St., San Francisco Village, Brgy. Muzon, Taytay, Rizal",Clery Joy H. Natividad,0975-9476809,gasdainc2017@gmail.com,Events Management Services NC III,1,1,12
GINTONG ARAL SKILLS DEVELOPMENT ACADEMY INC.,TVIs,Region III - Central Luzon,Tarlac,Camiling,"Purok Bannawag, Sinulatan First, Camiling Tarlac",AGNES L. GUARIN,0917-147-0317 / 0919-429-2565,gasdatarlac@gmail.com,Bread and Pastry Production NC II,0,0,129
GINTONG ARAL SKILLS DEVELOPMENT ACADEMY INC.,TVIs,Region I - Ilocos,Pangasinan,Binalonan,"254 Mc Arthur Highway, Brgy. Cili, Binalonan, Pangasinan",MELVIN TAMAYO OLICIA,0917-147-0317,gasdapangasinan@gmail.com,Events Management Services NC III,2,72,133
"GINTONG ARAL SKILLS DEVELOPMENT ACADEMY, INC.",TVIs,Cordillera Administrative Region (CAR),Benguet,Baguio City,"#13 Marcos Highway, Bakakeng Central, Baguio City",JENNY LYNNE LUMBIAG ,09557186724,gasdabaguio2023@gmail.com,Barista NC II,3,95,45
"GINTONG ARAL SKILLS DEVELOPMENT ACADEMY, INC.",TVIs,Cordillera Administrative Region (CAR),Benguet,Baguio City,"#13 Marcos Highway, Bakakeng Central, Baguio City",JENNY LYNNE LUMBIAG ,09557186724,gasdabaguio2023@gmail.com,Bread and Pastry Production NC II,0,0,37
GIS Institute of Technology Phils Inc.,TVIs,Region III - Central Luzon,Zambales,San Marcelino,"2nd Floor SM Terraces Bldg., National Road, San Marcelino, Zambales",Maureen L. Advincula ,(0922)-898-8347,gis_institute@ymail.com,Bread and Pastry Production NC II,1,21,40
GIS Institute of Technology Phils Inc.,TVIs,Region III - Central Luzon,Zambales,San Marcelino,"2nd Floor SM Terraces Bldg., National Road, San Marcelino, Zambales",Maureen L. Advincula ,(0922)-898-8347,gis_institute@ymail.com,Housekeeping NC II,0,0,1
GIS Institute of Technology Phils Inc.,TVIs,Region III - Central Luzon,Zambales,San Marcelino,"2nd Floor SM Terraces Bldg., National Road, San Marcelino, Zambales",Maureen L. Advincula ,(0922)-898-8347,gis_institute@ymail.com,Trainers Methodology Level I,1,30,0
GLEAMS TRAINING AND ASSESSMENT CENTER INC.,TVIs,Region IVA - CALABARZON,Batangas,Batangas City,"2nd Floor SK DC Commercial Building Sitio Tacad Libjo V, Batangas City",KURT LEMUEL P. MACATANGAY,09956186388/ 09212799700,gleamstac@gmail.com,Contact Center Services NC II,0,0,28
GLEAMS TRAINING AND ASSESSMENT CENTER INC.,TVIs,Region IVA - CALABARZON,Batangas,Batangas City,"2nd Floor SK DC Commercial Building Sitio Tacad Libjo V, Batangas City",KURT LEMUEL P. MACATANGAY,09956186388/ 09212799700,gleamstac@gmail.com,Events Management Services NC III,0,0,56
"GLOBAL ACADEMY INSTITUTE OF TECHNOLOGY FOUNDATION, INC.",TVIs,Region IX - Zamboanga Peninsula,Zamboanga Sibugay,Titay,"TITAY, ZAMBOANGA SIBUGAY",Evelyn L. Alegre,09269986788,info@gaitf.com,Computer Systems Servicing NC II,0,0,0
GLOBAL CENTER OF EDUCATION MANAGEMENT SCIENCE AND TECHNOLOGY CORP.,TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"7 Cabatuhan Road Deparo, Barangay 168 Caloocan City",ATTY. SALVADOR B. BELARO JR.,(02) 938-9575/09257622699,gcemsat2019@gmail.com,Events Management Services NC III,0,0,38
"GLOBAL CULINARY & HOSPITALITY ACADEMY, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"4/F Millenium Place Bldg., Meralco Ave. and Sapphire Road, Ortigas Center, Brgy. San Antonio, Pasig City",Benjamin N. Ledesma Jr.,633-6382 / 638-9183,registrar.globalacademy@gmail.com,Bread and Pastry Production NC II,1,26,0
"GLOBAL CULINARY & HOSPITALITY ACADEMY, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"4/F Millenium Place Bldg., Meralco Ave. and Sapphire Road, Ortigas Center, Brgy. San Antonio, Pasig City",Benjamin N. Ledesma Jr.,633-6382 / 638-9183,registrar.globalacademy@gmail.com,Commercial Cooking NC III,1,16,0
"GLOBAL CULINARY & HOSPITALITY ACADEMY, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"4/F Millenium Place Bldg., Meralco Ave. and Sapphire Road, Ortigas Center, Brgy. San Antonio, Pasig City",Benjamin N. Ledesma Jr.,633-6382 / 638-9183,registrar.globalacademy@gmail.com,Cookery NC II,1,31,0
"GLOBAL EDUCATION TECHNOLOGY OF KAPALONG, INC.",TVIs,Region XI - Davao,Davao del Norte,Kapalong,"P 9B, Highway, Maniki, Kapalong, Davao del Norte",AIDA D. ARROCENA,084 371-0144/09282445587,aidaarrocena60@gmail.com,Housekeeping NC II,1,25,25
GLOBAL EXPERTS SCHOOL OF SCIENCE AND TECHNOLOGY,TVIs,Region III - Central Luzon,Pampanga,City of San Fernando,"T&M BUILDING, SAN AGUSTIN, CITY OF SAN FERNANDO, PAMPANGA",MARIA KAREN REY M. AQUINO,045-455-1742,mis.globalexperts@gmail.com,Slaughtering Operations (Swine) NC II,1,13,21
GLOBAL INFINITY TRAINING CENTER INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"121 3A Forab Bldg.Building Kamuning Road Kamuning, Quezon City",OFELIA B. ANDRADA,7001-4760,globalinfinity023@gmail.com,Contact Center Services NC II,1,25,41
"GLOBAL INSTITUTE OF TECHNOLOGY-CANAMAN, INC.",TVIs,Region V - Bicol,Camarines Sur,Canaman,"Zone 2, San Agustin, Canaman, Camarines Sur",DIXIE C. DIAZ,09391439211,globalitcanaman@gmail.com,Beauty Care (Nail Care) Services NC II,1,20,0
"GLOBAL INSTITUTE OF TECHNOLOGY-CANAMAN, INC.",TVIs,Region V - Bicol,Camarines Sur,Canaman,"Zone 2, San Agustin, Canaman, Camarines Sur",DIXIE C. DIAZ,09391439211,globalitcanaman@gmail.com,Food and Beverage Services NC II,0,0,0
"GLOBAL OVERSEAS TRAINING INSTITUTE FOR HEAVY EQUIPMENT OPERATORS & SKILLS DEVELOPMENT (GOTHED), INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"248 B. C. Dela Paz Street, Barangay Caniogan, Pasig City",Guiller S. Castillo,Tel. 628-0016,gotihedtraining@yahoo.com,Heavy Equipment Operation (Forklift) NC II,0,0,59
"GLOBAL OVERSEAS TRAINING INSTITUTE FOR HEAVY EQUIPMENT OPERATORS & SKILLS DEVELOPMENT (GOTHED), INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"248 B. C. Dela Paz Street, Barangay Caniogan, Pasig City",Guiller S. Castillo,Tel. 628-0016,gotihedtraining@yahoo.com,Heavy Equipment Operation (Hydraulic Excavator) NC II,1,24,0
"GLOBAL SCHOOL FOR TECHNOLOGICAL STUDIES, INC.",HEIs,Region VIII - Eastern Visayas,Northern Samar,Catarman,"National Highway, Brgy. Macagtas, Catarman, Northern Samar","VICTOR A. BUENCONCEJO PhD., CAR",055-500-9570 / 0939-254-8971,gsts_office@yahoo.com,Bread and Pastry Production NC II,0,0,149
"GLOBAL SCHOOL FOR TECHNOLOGICAL STUDIES, INC.",HEIs,Region VIII - Eastern Visayas,Northern Samar,Catarman,"National Highway, Brgy. Macagtas, Catarman, Northern Samar","VICTOR A. BUENCONCEJO PhD., CAR",055-500-9570 / 0939-254-8971,gsts_office@yahoo.com,Carpentry NC II,0,0,0
"GLOBAL SCHOOL FOR TECHNOLOGICAL STUDIES, INC.",HEIs,Region VIII - Eastern Visayas,Northern Samar,Catarman,"National Highway, Brgy. Macagtas, Catarman, Northern Samar","VICTOR A. BUENCONCEJO PhD., CAR",055-500-9570 / 0939-254-8971,gsts_office@yahoo.com,Computer Systems Servicing NC II,1,15,58
"GLOBAL SCHOOL FOR TECHNOLOGICAL STUDIES, INC.",HEIs,Region VIII - Eastern Visayas,Northern Samar,Catarman,"National Highway, Brgy. Macagtas, Catarman, Northern Samar","VICTOR A. BUENCONCEJO PhD., CAR",055-500-9570 / 0939-254-8971,gsts_office@yahoo.com,Driving NC II,0,0,72
"GLOBAL SCHOOL FOR TECHNOLOGICAL STUDIES, INC.",HEIs,Region VIII - Eastern Visayas,Northern Samar,Catarman,"National Highway, Brgy. Macagtas, Catarman, Northern Samar","VICTOR A. BUENCONCEJO PhD., CAR",055-500-9570 / 0939-254-8971,gsts_office@yahoo.com,Electrical Installation and Maintenance NC II,0,0,55
"GLOBAL SCHOOL FOR TECHNOLOGICAL STUDIES, INC.",HEIs,Region VIII - Eastern Visayas,Northern Samar,Catarman,"National Highway, Brgy. Macagtas, Catarman, Northern Samar","VICTOR A. BUENCONCEJO PhD., CAR",055-500-9570 / 0939-254-8971,gsts_office@yahoo.com,Tile Setting NC II,1,21,0
GLOBAL SCHOOL OF CAREGIVING AND ADVANCED TECHNOLOGY INC.,TVIs,Region IVA - CALABARZON,Quezon,Lopez,"Maharlika Highway, Brgy. Manguisian, Lopez, Quezon",CONCEPCION MELODY M. CHAVEZ,(042) 373-8417 / 0943-4871486,globalcaregiverlopez@gmail.com,Caregiving (Elderly) NC II,1,23,0
"GLOBAL SITE FOR IT STUDIES, INC. - GOA",TVIs,Region V - Bicol,Camarines Sur,Goa,"2nd-5th Flrs., Rosario Uy Bldg., Rizal corner San Jose St., Goa, Camarines Sur",TRIXY LAYAGAN,(054) 453 01 68,globalit.goa@gmail.com,Computer Systems Servicing NC II,2,45,0
"GLOBAL SITE FOR IT STUDIES, INC. - NAGA",TVIs,Region V - Bicol,Camarines Sur,Naga City,"Simeon Lee Bldg., Abella St., Naga City",DIXIE C. DIAZ,(054) 4787275,globalitnaga2021@gmail.com,Computer Systems Servicing NC II,0,0,0
"GLOBAL SITE FOR IT STUDIES, INC. - NAGA",TVIs,Region V - Bicol,Camarines Sur,Naga City,"Simeon Lee Bldg., Abella St., Naga City",DIXIE C. DIAZ,(054) 4787275,globalitnaga2021@gmail.com,Trainers Methodology Level I,0,0,0
GLOBAL SK1LLS TRAINING CENTER INC.,TVIs,Region I - Ilocos,Pangasinan,Calasiao,"2nd Floor Ancar Motors Building, Jose de Venecia Road, Nalsian, Calasiao, Pangasinan",NOEL MENDOZA MENDOZA,(075) 2021-821/0927-554-2624,globalskillstvi@gmail.com,Computer Systems Servicing NC II,1,50,0
GLOBAL SK1LLS TRAINING CENTER INC.,TVIs,Region I - Ilocos,Pangasinan,Calasiao,"2nd Floor Ancar Motors Building, Jose de Venecia Road, Nalsian, Calasiao, Pangasinan",NOEL MENDOZA MENDOZA,(075) 2021-821/0927-554-2624,globalskillstvi@gmail.com,Programming (Java) NC III,1,58,0
GLOBAL SKILLS AND KNOWLEDGE TECHNICAL SCHOOL INC.,TVIs,Region III - Central Luzon,Nueva Ecija,Talavera,"245 Purok 2 District 1 La Torre, Talavera, Nueva Ecija",BERNADETH E. RAYO ,044-940-6990,globalskillsnuevaecija@gmail.com,Caregiving NC II,5,111,39
GLOBAL VOYAGE ASSESSMENT AND LEARNING CENTER INC.,TVIs,Region VII - Central Visayas,Bohol,Tagbilaran City,"0382 Venancio Inting, Mansasa, Tagbilaran City, Bohol",RUSSELO U. CELOSIA,09661573042,gvlc840@gmail.com,Cookery NC II,0,0,15
GLOBAL VOYAGE ASSESSMENT AND LEARNING CENTER INC.,TVIs,Region VII - Central Visayas,Bohol,Tagbilaran City,"0382 Venancio Inting, Mansasa, Tagbilaran City, Bohol",RUSSELO U. CELOSIA,09661573042,gvlc840@gmail.com,Food and Beverage Services NC II,0,0,19
GLOBALINK DRIVING SCHOOL & TRAINING CENTER INC.,HEIs,Region VII - Central Visayas,Negros Oriental,Dumaguete City,"#5 Dr. Miciano Road., Dumaguete City, Negros Oriental",ELY C. CABANAG,035-4229447,globalinkdrivingschool@gmail.com,Driving NC II,1,25,0
GLOBALTECH ASSESSMENT AND TRAINING CENTER INC.,TVIs,Region IVA - CALABARZON,Rizal,Taytay,"D.G. Santiago Bldg., Block 1 Lot 5 Suburban Drive, Brgy. San Isidro, Taytay, Rizal",ENGR. DONATO G. SANTIAGO,8253-8279,contact@globaltech.ph,Food and Beverage Services NC II,0,0,9
"GLOBE MARITIME TRAINING CENTER-MANILA, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"Cielo Azul, G. Salazar, Wawang Pulo, Valenzuela City","C/E GILBERT B. MILANA,Ph.D",734-0160,gmtctesda@gmail.com,Gas Metal Arc Welding (GMAW) NC II,1,25,0
"GLOBE MARITIME TRAINING CENTER-MANILA, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"Cielo Azul, G. Salazar, Wawang Pulo, Valenzuela City","C/E GILBERT B. MILANA,Ph.D",734-0160,gmtctesda@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,0,0,87
"GLOBE MARITIME TRAINING CENTER-MANILA, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"Cielo Azul, G. Salazar, Wawang Pulo, Valenzuela City","C/E GILBERT B. MILANA,Ph.D",734-0160,gmtctesda@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,0,0,45
GLOBETEK SCIENCE FOUNDATION  INC.,TVIs,National Capital Region (NCR),PASMAK,Makati City,"7781 Saint Paul Road, San Antonio, Makati City",EPHRAIM EMMANUEL A. MALLILLIN,(02) 519-1470 to 71/(02) 8899-7781/0917-884-4873,globetek.tvitesda@gmail.com,Bread and Pastry Production NC II,0,0,33
GLOBETEK SCIENCE FOUNDATION  INC.,TVIs,National Capital Region (NCR),PASMAK,Makati City,"7781 Saint Paul Road, San Antonio, Makati City",EPHRAIM EMMANUEL A. MALLILLIN,(02) 519-1470 to 71/(02) 8899-7781/0917-884-4873,globetek.tvitesda@gmail.com,Cookery NC II,1,25,0
"GLORIA INSTITUTE OF SCIENCE AND TECHNOLOGY, INC.",LGU,Region IVB - MIMAROPA,Oriental Mindoro,Gloria,"Maligaya, Gloria, Oriental Mindoro",LETICIA SELDA,none,gist.utpras@gmail.com,Driving NC II,1,77,219
GLS TRAINING CENTER INC.,TVIs,Region VI - Western Visayas,Aklan,New Washington,"GLS Agricultural Integrated Farm Tabiling, Mataphao 1, New Washington, Aklan",GRACE S. RUIZ,09854898112,glstrainingcenter@gmail.com,Agricultural Crops Production NC II,1,25,19
"GO TEC INTERNATIONAL BUSINESS SCHOOL, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"Lot-16, Blk-5 Saint Paul St., Lopez Village, Sucat, Parañaque City",ANGELITA O. GATUS,(02) 73416854,gotecbrsr@gmail.com,Contact Center Services NC II,1,20,20
"GO TEC INTERNATIONAL BUSINESS SCHOOL, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"Lot-16, Blk-5 Saint Paul St., Lopez Village, Sucat, Parañaque City",ANGELITA O. GATUS,(02) 73416854,gotecbrsr@gmail.com,Housekeeping NC II,0,0,12
GOA SKILLS TRAINING AND ASSESSMENT CENTER,LCU,Region V - Bicol,Camarines Sur,Goa,"PAGCOR Multipurpose Hall Bldg, Bgy Tagongtong, Goa, Camarines Sur",ROSENANTE S. POBAR,054 3412029,gstac2024@gmail.com,Driving NC II,1,26,0
GOA SKILLS TRAINING AND ASSESSMENT CENTER,LCU,Region V - Bicol,Camarines Sur,Goa,"PAGCOR Multipurpose Hall Bldg, Bgy Tagongtong, Goa, Camarines Sur",ROSENANTE S. POBAR,054 3412029,gstac2024@gmail.com,Events Management Services NC III,1,20,0
GOA SKILLS TRAINING AND ASSESSMENT CENTER,LCU,Region V - Bicol,Camarines Sur,Goa,"PAGCOR Multipurpose Hall Bldg, Bgy Tagongtong, Goa, Camarines Sur",ROSENANTE S. POBAR,054 3412029,gstac2024@gmail.com,Food and Beverage Services NC II,1,25,0
GOA SKILLS TRAINING AND ASSESSMENT CENTER,LCU,Region V - Bicol,Camarines Sur,Goa,"PAGCOR Multipurpose Hall Bldg, Bgy Tagongtong, Goa, Camarines Sur",ROSENANTE S. POBAR,054 3412029,gstac2024@gmail.com,Housekeeping NC II,1,25,0
GOA SKILLS TRAINING AND ASSESSMENT CENTER,LCU,Region V - Bicol,Camarines Sur,Goa,"PAGCOR Multipurpose Hall Bldg, Bgy Tagongtong, Goa, Camarines Sur",ROSENANTE S. POBAR,054 3412029,gstac2024@gmail.com,Tourism Promotion Services NC II,1,20,0
GOALS TRAINING AND ASSESSMENT INSTITUTE INC.,TVIs,Region IVA - CALABARZON,Batangas,Lipa City,"C. Pasia Bldg., R. Soliman St., Brgy. 5, Lipa City, Batangas",ZANDER AMADEO M. PROSPERO,(043)455-1794,goalsinstitute@yahoo.com,Bread and Pastry Production NC II,1,24,24
GOALS TRAINING AND ASSESSMENT INSTITUTE INC.,TVIs,Region IVA - CALABARZON,Batangas,Lipa City,"C. Pasia Bldg., R. Soliman St., Brgy. 5, Lipa City, Batangas",ZANDER AMADEO M. PROSPERO,(043)455-1794,goalsinstitute@yahoo.com,Events Management Services NC III,0,0,49
"GOD BEARER INSTITUTE TRAINING AND ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"AJBEL Bldg., 9127 San Antonio Valley Avenue, Brgy. SAV-1, Sucat, Parañaque City",Glendon C. Gloria,551-2408,godbearerinstitute@gmail.com,Barista NC II,1,25,31
"GOD BEARER INSTITUTE TRAINING AND ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"AJBEL Bldg., 9127 San Antonio Valley Avenue, Brgy. SAV-1, Sucat, Parañaque City",Glendon C. Gloria,551-2408,godbearerinstitute@gmail.com,Bartending NC II,0,0,51
"GOD BEARER INSTITUTE TRAINING AND ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"AJBEL Bldg., 9127 San Antonio Valley Avenue, Brgy. SAV-1, Sucat, Parañaque City",Glendon C. Gloria,551-2408,godbearerinstitute@gmail.com,Food and Beverage Services NC II,0,0,37
