"REGION_VII|BOHOL|GARMENTS|GARMENT PRODUCTION, T-SHIRT, POLO, PANT SEWING|SEWER|TAILORING NC II|WITH TR|HIGH",REGION_VII,BOHOL,GARMENTS,"GARMENT PRODUCTION, T-SHIRT, POLO, PANT SEWING",SEWER,TAILORING NC II,WITH TR,HIGH,"1,702",,852,630,222,852,426,315,111,426
"REGION_VII|BOHOL|HEATING, VENTILATION, AIRCONDITIONING AND REFRIGERATION|AFTERSALES & SERVICES|REFRIGERATION & AIRCONDITIONING TECHNICIANS|RAC SERVICING (DOMRAC) NC II|WITH TR|HIGH",REGION_VII,BOHOL,"HEATING, VENTILATION, AIRCONDITIONING AND REFRIGERATION",AFTERSALES & SERVICES,REFRIGERATION & AIRCONDITIONING TECHNICIANS,RAC SERVICING (DOMRAC) NC II,WITH TR,HIGH,"1,699",,850,631,219,850,425,315,110,425
"REGION_VII|BOHOL|HEATING, VENTILATION, AIRCONDITIONING AND REFRIGERATION|INDUSTRIAL REFRIGERATION PLANT OPERATOR, INDUSTRIAL REFRIGERATION PLANT TECHNICIAN|REFRIGERATION & AIRCONDITIONING TECHNICIANS|INDUSTRIAL REFRIGERATION OPERATION & MAINTENANCE LEVEL III|WITH CS|HIGH",REGION_VII,BOHOL,"HEATING, VENTILATION, AIRCONDITIONING AND REFRIGERATION","INDUSTRIAL REFRIGERATION PLANT OPERATOR, INDUSTRIAL REFRIGERATION PLANT TECHNICIAN",REFRIGERATION & AIRCONDITIONING TECHNICIANS,INDUSTRIAL REFRIGERATION OPERATION & MAINTENANCE LEVEL III,WITH CS,HIGH,"1,704",,853,631,222,853,426,315,111,426
"REGION_VII|BOHOL|HEATING, VENTILATION, AIRCONDITIONING AND REFRIGERATION|REPAIR AND INSTALLATION|WELDER|GAS WELDING NC I|WITH TR|HIGH",REGION_VII,BOHOL,"HEATING, VENTILATION, AIRCONDITIONING AND REFRIGERATION",REPAIR AND INSTALLATION,WELDER,GAS WELDING NC I,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|HUMAN HEALTH / HEALTH CARE|HEALTH WORKERS|BARANGAY HEALTH WORKERS|BARANGAY HEALTH SERVICES NC II|WITH TR|HIGH,REGION_VII,BOHOL,HUMAN HEALTH / HEALTH CARE,HEALTH WORKERS,BARANGAY HEALTH WORKERS,BARANGAY HEALTH SERVICES NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|HUMAN HEALTH / HEALTH CARE|HEALTH WORKERS|CAREGIVERS|CAREGIVING NC II|WITH TR|HIGH,REGION_VII,BOHOL,HUMAN HEALTH / HEALTH CARE,HEALTH WORKERS,CAREGIVERS,CAREGIVING NC II,WITH TR,HIGH,"1,658",,830,614,216,830,415,307,108,415
REGION_VII|BOHOL|HUMAN HEALTH / HEALTH CARE|HEALTH WORKERS|HEALTHCARE WORKER|HEALTH CARE SERVICES NC II|WITH TR|HIGH,REGION_VII,BOHOL,HUMAN HEALTH / HEALTH CARE,HEALTH WORKERS,HEALTHCARE WORKER,HEALTH CARE SERVICES NC II,WITH TR,HIGH,"1,699",,851,630,221,851,425,314,111,425
"REGION_VII|BOHOL|HUMAN HEALTH / HEALTH CARE|MASSEURS, HILOT WORKERS|MASSAGE THERAPIST|MASSAGE THERAPY NC II|WITH TR|HIGH",REGION_VII,BOHOL,HUMAN HEALTH / HEALTH CARE,"MASSEURS, HILOT WORKERS",MASSAGE THERAPIST,MASSAGE THERAPY NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|ANIMATION SERVICES|2D ANIMATION|2D ANIMATION NC III|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,ANIMATION SERVICES,2D ANIMATION,2D ANIMATION NC III,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|ANIMATION SERVICES|2D ANIMATOR|2D ANIMATION NC III|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,ANIMATION SERVICES,2D ANIMATOR,2D ANIMATION NC III,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|CONTACT CENTER AND BPO|CALL CENTER AGENTS|CONTACT CENTER SERVICES NC II|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,CONTACT CENTER AND BPO,CALL CENTER AGENTS,CONTACT CENTER SERVICES NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|CONTACT CENTER AND BPO|CUSTOMER SERVICE REPRESENTATIVE|CONTACT CENTER SERVICES NC II|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,CONTACT CENTER AND BPO,CUSTOMER SERVICE REPRESENTATIVE,CONTACT CENTER SERVICES NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|E-COMMERCE|DATA ANALYST|DATA ANALYTICS LEVEL III|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,E-COMMERCE,DATA ANALYST,DATA ANALYTICS LEVEL III,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|E-COMMERCE|SOCIAL MEDIA MANAGING|CONTENT CREATION (SOCIAL MEDIA) LEVEL III|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,E-COMMERCE,SOCIAL MEDIA MANAGING,CONTENT CREATION (SOCIAL MEDIA) LEVEL III,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|ATLASSIAN GURU/SCRUM MASTER|WEB DEVELOPMENT NC III|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,ATLASSIAN GURU/SCRUM MASTER,WEB DEVELOPMENT NC III,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
"REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|COMPUTER LITERATE AND PROFICIENT TO WINDOWS OS, APPLE OS, X, MS OFFICE AND GOOGLE APPLICATION|COMPUTER SYSTEMS SERVICING NC II|WITH TR|MEDIUM",REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"COMPUTER LITERATE AND PROFICIENT TO WINDOWS OS, APPLE OS, X, MS OFFICE AND GOOGLE APPLICATION",COMPUTER SYSTEMS SERVICING NC II,WITH TR,MEDIUM,545,,164,136,28,164,218,164,54,218
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|CYBER SECURITY|CYBER RISK ASSESSMENT LEVEL III|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,CYBER SECURITY,CYBER RISK ASSESSMENT LEVEL III,WITH TR,HIGH,291,,146,100,46,146,73,50,23,73
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|HARDWARE DEPLOYMENT|COMPUTER SYSTEMS SERVICING NC II|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,HARDWARE DEPLOYMENT,COMPUTER SYSTEMS SERVICING NC II,WITH TR,HIGH,281,,141,100,41,141,70,50,20,70
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|IT SKILLED INDIVIDUAL|COMPUTER SYSTEMS SERVICING NC II|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,IT SKILLED INDIVIDUAL,COMPUTER SYSTEMS SERVICING NC II,WITH TR,HIGH,"1,694",,848,631,217,848,423,315,108,423
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|NETWORK ENGINEER AND FIBER OPTIC SPECIALIST|TELECOM OSP INSTALLATION (FIBER OPTIC CABLE) NC II|WITH TR|MEDIUM,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,NETWORK ENGINEER AND FIBER OPTIC SPECIALIST,TELECOM OSP INSTALLATION (FIBER OPTIC CABLE) NC II,WITH TR,MEDIUM,555,,167,124,43,167,222,164,58,222
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|SENIOR DRUPAL DEVELOPER|WEB DEVELOPMENT NC III|WITH TR|MEDIUM,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,SENIOR DRUPAL DEVELOPER,WEB DEVELOPMENT NC III,WITH TR,MEDIUM,742,,223,166,57,223,297,220,77,297
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|SENIOR SWIFT DEVELOPER|WEB DEVELOPMENT NC III|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,SENIOR SWIFT DEVELOPER,WEB DEVELOPMENT NC III,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|STRUCTURED CABLING|COMPUTER SYSTEMS SERVICING NC II|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,STRUCTURED CABLING,COMPUTER SYSTEMS SERVICING NC II,WITH TR,HIGH,"1,694",,848,631,217,848,423,315,108,423
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|WEB DEVELOPER AND DESIGNER|WEB DEVELOPMENT NC III|WITH TR|MEDIUM,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,WEB DEVELOPER AND DESIGNER,WEB DEVELOPMENT NC III,WITH TR,MEDIUM,742,,223,166,57,223,297,220,77,297
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|MULTIMEDIA SERVICES|GRAPHIC DESIGNERS|VISUAL GRAPHIC DESIGN NC III|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,MULTIMEDIA SERVICES,GRAPHIC DESIGNERS,VISUAL GRAPHIC DESIGN NC III,WITH TR,HIGH,"1,703",,852,631,221,852,426,315,111,426
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|MULTIMEDIA SERVICES|MASTER OF PHOTOSHOP|VISUAL GRAPHIC DESIGN NC III|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,MULTIMEDIA SERVICES,MASTER OF PHOTOSHOP,VISUAL GRAPHIC DESIGN NC III,WITH TR,HIGH,290,,145,100,45,145,73,50,23,73
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|MULTIMEDIA SERVICES|VIDEO EDITOR|FILM AND VIDEO POSTPRODUCTION NC III|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,MULTIMEDIA SERVICES,VIDEO EDITOR,FILM AND VIDEO POSTPRODUCTION NC III,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|INFORMATION AND COMMUNICATION TECHNOLOGY|MULTIMEDIA SERVICES|VISUAL GRAPHIC DESIGNER|VISUAL GRAPHIC DESIGN NC III|WITH TR|HIGH,REGION_VII,BOHOL,INFORMATION AND COMMUNICATION TECHNOLOGY,MULTIMEDIA SERVICES,VISUAL GRAPHIC DESIGNER,VISUAL GRAPHIC DESIGN NC III,WITH TR,HIGH,"1,413",,707,531,176,707,353,265,88,353
REGION_VII|BOHOL|OTHERS|CULTURAL EXCHANGE AND INTERNATIONAL RELATION|SKILL IN JAPANESE LANGUAGE|LANGUAGE A1 LEVEL|WITH CS|HIGH,REGION_VII,BOHOL,OTHERS,CULTURAL EXCHANGE AND INTERNATIONAL RELATION,SKILL IN JAPANESE LANGUAGE,LANGUAGE A1 LEVEL,WITH CS,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|OTHERS|FURNITURE/SOUVENIRS/UPCYCLING|PRODUCT DESIGNER|WOOD CARVING LEVEL II|WITH CS|HIGH,REGION_VII,BOHOL,OTHERS,FURNITURE/SOUVENIRS/UPCYCLING,PRODUCT DESIGNER,WOOD CARVING LEVEL II,WITH CS,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|OTHERS|LANGUAGE EDUCATION AND INSTRUCTION|SKILL IN KOREAN LANGUAGE|LANGUAGE A1 LEVEL|WITH CS|MEDIUM,REGION_VII,BOHOL,OTHERS,LANGUAGE EDUCATION AND INSTRUCTION,SKILL IN KOREAN LANGUAGE,LANGUAGE A1 LEVEL,WITH CS,MEDIUM,742,,223,166,57,223,297,220,77,297
"REGION_VII|BOHOL|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|COLLECTION AND DISBURSMENT|BOOKKEEPING|BOOKKEEPING NC III|WITH TR|HIGH",REGION_VII,BOHOL,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",COLLECTION AND DISBURSMENT,BOOKKEEPING,BOOKKEEPING NC III,WITH TR,HIGH,"1,631",,817,605,212,817,408,303,105,408
"REGION_VII|BOHOL|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|GEL/POLYGEL NAILS|NAIL ART/NAIL EXTENSION|BEAUTY CARE (NAIL ENHANCEMENT TECHNOLOGY) SERVICES NC III|WITH TR|MEDIUM",REGION_VII,BOHOL,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",GEL/POLYGEL NAILS,NAIL ART/NAIL EXTENSION,BEAUTY CARE (NAIL ENHANCEMENT TECHNOLOGY) SERVICES NC III,WITH TR,MEDIUM,187,,56,42,14,56,75,56,19,75
"REGION_VII|BOHOL|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|HAIRSTYLING AND HAIRCARE|BEAUTICIAN SPECIALIST|HAIRDRESSING NC II|WITH TR|HIGH",REGION_VII,BOHOL,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",HAIRSTYLING AND HAIRCARE,BEAUTICIAN SPECIALIST,HAIRDRESSING NC II,WITH TR,HIGH,"1,413",,707,531,176,707,353,265,88,353
"REGION_VII|BOHOL|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|RESIDENTIAL AND COMMERCIAL REAL ESTATE|REAL ESTATE BROOKER|REAL ESTATE SERVICES NC II|WITH TR|HIGH",REGION_VII,BOHOL,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",RESIDENTIAL AND COMMERCIAL REAL ESTATE,REAL ESTATE BROOKER,REAL ESTATE SERVICES NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
"REGION_VII|BOHOL|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|TAX COMPLIANCE|TAX LIAISON|BOOKKEEPING NC III|WITH TR|HIGH",REGION_VII,BOHOL,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",TAX COMPLIANCE,TAX LIAISON,BOOKKEEPING NC III,WITH TR,HIGH,"1,631",,817,605,212,817,408,303,105,408
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION AND TRAVEL SERVICES|DRIVERS|DRIVING NC II|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION AND TRAVEL SERVICES,DRIVERS,DRIVING NC II,WITH TR,MEDIUM,600,,180,127,53,180,240,180,60,240
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|DIGITAL MARKETING & PROMOTION TECHNOLOGY|DIGITAL MARKETING LEVEL III|WITH CS|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,DIGITAL MARKETING & PROMOTION TECHNOLOGY,DIGITAL MARKETING LEVEL III,WITH CS,MEDIUM,742,,223,166,57,223,297,220,77,297
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC II|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,ELECTRICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,WITH TR,MEDIUM,663,,199,147,52,199,265,199,66,265
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|ELECTRONICS/SOUND SYTEM OPERATOR/TECHNICIAN|ELECTRONIC PRODUCTS ASSEMBLY AND SERVICING NC II|WITH TR|HIGH,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,ELECTRONICS/SOUND SYTEM OPERATOR/TECHNICIAN,ELECTRONIC PRODUCTS ASSEMBLY AND SERVICING NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|LANGUAGES (NIHONGO & KOREAN)|LANGUAGE A1 LEVEL|WITH CS|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,LANGUAGES (NIHONGO & KOREAN),LANGUAGE A1 LEVEL,WITH CS,MEDIUM,742,,223,166,57,223,297,220,77,297
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|MASSAGE THERAPIST|MASSAGE THERAPY NC II|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,MASSAGE THERAPIST,MASSAGE THERAPY NC II,WITH TR,MEDIUM,742,,223,166,57,223,297,220,77,297
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|PLUMBERS|PLUMBING NC II|WITH TR|HIGH,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,PLUMBERS,PLUMBING NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|RAC/HVAC TECHNICIAN/INSTALLER|RAC SERVICING (DOMRAC) NC II|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,RAC/HVAC TECHNICIAN/INSTALLER,RAC SERVICING (DOMRAC) NC II,WITH TR,MEDIUM,737,,221,164,57,221,295,220,75,295
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|SOLAR TECHNICIAN|PV SYSTEMS INSTALLATION NC II|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,SOLAR TECHNICIAN,PV SYSTEMS INSTALLATION NC II,WITH TR,MEDIUM,742,,223,166,57,223,297,220,77,297
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|TAX LIAISON|BOOKKEEPING NC III|WITH TR|HIGH,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,TAX LIAISON,BOOKKEEPING NC III,WITH TR,HIGH,"1,631",,817,607,210,817,408,303,105,408
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMODATION|FRONT OFFICE SERVICES HIGHER QUALIFICATIONS (FRONT OFFICE SUPERVISOR/MANAGER)|FRONT OFFICE SERVICES NC III|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMODATION,FRONT OFFICE SERVICES HIGHER QUALIFICATIONS (FRONT OFFICE SUPERVISOR/MANAGER),FRONT OFFICE SERVICES NC III,WITH TR,MEDIUM,742,,223,166,57,223,297,220,77,297
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMODATION|HOUSEKEEPING SERVICES HIGHER QUALIFICATIONS (HOUSEKEEPING SUPERVISOR/MANAGER)|HOUSEKEEPING NC III|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMODATION,HOUSEKEEPING SERVICES HIGHER QUALIFICATIONS (HOUSEKEEPING SUPERVISOR/MANAGER),HOUSEKEEPING NC III,WITH TR,MEDIUM,742,,223,166,57,223,297,220,77,297
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMODATION|LAUNDRY SUPERVISOR|HOUSEKEEPING NC III|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMODATION,LAUNDRY SUPERVISOR,HOUSEKEEPING NC III,WITH TR,MEDIUM,742,,223,166,57,223,297,220,77,297
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMODATION|LIFEGUARD SERVICES (LIFEGUARD)|LIFEGUARD SERVICES NC II|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMODATION,LIFEGUARD SERVICES (LIFEGUARD),LIFEGUARD SERVICES NC II,WITH TR,MEDIUM,742,,223,166,57,223,297,220,77,297
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMODATION|LINEN/UNIFORM SUPERVISOR|HOUSEKEEPING NC III|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMODATION,LINEN/UNIFORM SUPERVISOR,HOUSEKEEPING NC III,WITH TR,MEDIUM,742,,223,166,57,223,297,220,77,297
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|ACCOMODATION|PUBLIC AREA SUPERVISOR|HOUSEKEEPING NC III|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),ACCOMODATION,PUBLIC AREA SUPERVISOR,HOUSEKEEPING NC III,WITH TR,MEDIUM,742,,223,166,57,223,297,220,77,297
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|BARTENDING (BARTENDER)|BARTENDING NC II|WITH TR|HIGH,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,BARTENDING (BARTENDER),BARTENDING NC II,WITH TR,HIGH,"1,694",,848,627,221,848,424,314,110,424
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|FOOD AND BEVERAGE SERVICES ATTENDANT|FOOD AND BEVERAGE SERVICES NC II|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,FOOD AND BEVERAGE SERVICES ATTENDANT,FOOD AND BEVERAGE SERVICES NC II,WITH TR,MEDIUM,711,,214,159,55,214,284,211,73,284
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|FOOD AND BEVERAGE SERVICES HIGHER QUALIFICATIONS (FBS SUPERVISOR/MANAGER)|FOOD AND BEVERAGE SERVICES NC III|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,FOOD AND BEVERAGE SERVICES HIGHER QUALIFICATIONS (FBS SUPERVISOR/MANAGER),FOOD AND BEVERAGE SERVICES NC III,WITH TR,MEDIUM,742,,223,166,57,223,297,220,77,297
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|FOOD PRODUCTION|ASSISTANT COOK|COOKERY NC II|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),FOOD PRODUCTION,ASSISTANT COOK,COOKERY NC II,WITH TR,MEDIUM,640,,192,139,53,192,256,194,62,256
"REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|FOOD PRODUCTION|COMMIS PASTRY
 BAKER|BREAD AND PASTRY PRODUCTION NC II|WITH TR|HIGH",REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),FOOD PRODUCTION,"COMMIS PASTRY
 BAKER",BREAD AND PASTRY PRODUCTION NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|FOOD PRODUCTION|COOK OR COMMIS|COOKERY NC II|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),FOOD PRODUCTION,COOK OR COMMIS,COOKERY NC II,WITH TR,MEDIUM,640,,192,135,57,192,256,194,62,256
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|FOOD PRODUCTION|FOOD PROCESSING (QUALITY CONTROLLER)|FOOD PROCESSING NC II|WITH TR|MEDIUM,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),FOOD PRODUCTION,FOOD PROCESSING (QUALITY CONTROLLER),FOOD PROCESSING NC II,WITH TR,MEDIUM,742,,223,166,57,223,297,220,77,297
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|FOOD PRODUCTION|PREPARE COLD MEALS|COOKERY NC II|WITH TR|HIGH,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),FOOD PRODUCTION,PREPARE COLD MEALS,COOKERY NC II,WITH TR,HIGH,"1,602",,802,598,204,802,401,300,101,401
REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|FOOD PRODUCTION|PREPARE HOT MEALS|COOKERY NC II|WITH TR|HIGH,REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),FOOD PRODUCTION,PREPARE HOT MEALS,COOKERY NC II,WITH TR,HIGH,"1,602",,802,598,204,802,401,300,101,401
"REGION_VII|BOHOL|TOURISM (HOTEL AND RESTAURANT)|TRAVEL AND TOURS|TOUR GUIDING, LOCAL GUIDING SERVICES (TOUR GUIDEFOREIGN LANGUAGE OTHER THAN ENGLISH)|TOUR GUIDING SERVICES NC III|WITH TR|MEDIUM",REGION_VII,BOHOL,TOURISM (HOTEL AND RESTAURANT),TRAVEL AND TOURS,"TOUR GUIDING, LOCAL GUIDING SERVICES (TOUR GUIDEFOREIGN LANGUAGE OTHER THAN ENGLISH)",TOUR GUIDING SERVICES NC III,WITH TR,MEDIUM,742,,223,166,57,223,297,220,77,297
