REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|DRIVING (STRAIGHT TRUCK) NC III|TRUCK DRIVERS|DRIVING (PASSENGER BUS/STRAIGHT TRUCK) NC III|WITH TR|HIGH,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,DRIVING (STRAIGHT TRUCK) NC III,TRUCK DRIVERS,DRIVING (PASSENGER BUS/STRAIGHT TRUCK) NC III,WITH TR,HIGH,,853,741,667,534,497,0,0,0,0,112,101,81,75,,426,197,178,143,134,0,0,0,0,229,206,165,154,,REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|DRIVING (STRAIGHT TRUCK) NC III|TRUCK DRIVERS|DRIVING (PASSENGER BUS/STRAIGHT TRUCK) NC III|WITH TR|HIGH,REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|DRIVING (STRAIGHT TRUCK) NC III|TRUCK DRIVERS|DRIVING (PASSENGER BUS/STRAIGHT TRUCK) NC III|WITH TR|HIGH
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|ELECTRICAL INSTALLATION|AUTO ELECTRICIAN|AUTOMOTIVE ELECTRICAL ASSEMBLY NC II|WITH TR|LOW,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,ELECTRICAL INSTALLATION,AUTO ELECTRICIAN,AUTOMOTIVE ELECTRICAL ASSEMBLY NC II,WITH TR,LOW,,102,81,74,59,55,0,0,0,0,21,19,15,14,,178,178,160,128,119,0,0,0,0,0,0,0,0,,REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|ELECTRICAL INSTALLATION|AUTO ELECTRICIAN|AUTOMOTIVE ELECTRICAL ASSEMBLY NC II|WITH TR|LOW,REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|ELECTRICAL INSTALLATION|AUTO ELECTRICIAN|AUTOMOTIVE ELECTRICAL ASSEMBLY NC II|WITH TR|LOW
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|MARKETING AND SALES|MOTORCYCLE & SMALL ENGINE TECHNICIAN|MOTORCYCLE/SMALL ENGINE SERVICING NC II|WITH TR|LOW,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,MARKETING AND SALES,MOTORCYCLE & SMALL ENGINE TECHNICIAN,MOTORCYCLE/SMALL ENGINE SERVICING NC II,WITH TR,LOW,,99,49,45,36,34,0,0,0,0,50,45,36,33,,172,97,87,70,65,0,0,0,0,75,68,54,50,,REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|MARKETING AND SALES|MOTORCYCLE & SMALL ENGINE TECHNICIAN|MOTORCYCLE/SMALL ENGINE SERVICING NC II|WITH TR|LOW,REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|MARKETING AND SALES|MOTORCYCLE & SMALL ENGINE TECHNICIAN|MOTORCYCLE/SMALL ENGINE SERVICING NC II|WITH TR|LOW
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|RECEPTIONIST|MOTORCYCLE & SMALL ENGINE TECHNICIAN|FRONT OFFICE SERVICES NC II|WITH TR|LOW,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,RECEPTIONIST,MOTORCYCLE & SMALL ENGINE TECHNICIAN,FRONT OFFICE SERVICES NC II,WITH TR,LOW,,102,49,45,36,34,0,0,0,0,53,48,38,35,,178,138,124,100,93,0,0,0,0,40,36,29,27,,REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|RECEPTIONIST|MOTORCYCLE & SMALL ENGINE TECHNICIAN|FRONT OFFICE SERVICES NC II|WITH TR|LOW,REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|RECEPTIONIST|MOTORCYCLE & SMALL ENGINE TECHNICIAN|FRONT OFFICE SERVICES NC II|WITH TR|LOW
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|REPAIR AND INSTALLATION|WELDER|AUTOMOTIVE BODY REPAIRING NC II|WITH TR|HIGH,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,REPAIR AND INSTALLATION,WELDER,AUTOMOTIVE BODY REPAIRING NC II,WITH TR,HIGH,,853,741,667,534,497,112,101,81,75,0,0,0,0,,426,197,178,143,134,0,0,0,0,229,206,165,154,,REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|REPAIR AND INSTALLATION|WELDER|AUTOMOTIVE BODY REPAIRING NC II|WITH TR|HIGH,REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|REPAIR AND INSTALLATION|WELDER|AUTOMOTIVE BODY REPAIRING NC II|WITH TR|HIGH
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|REPAIR AND MAINTENANCE|AUTO AIRCON TECHNICIAN|AUTOMOTIVE SERVICING NC III|WITH TR|LOW,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,REPAIR AND MAINTENANCE,AUTO AIRCON TECHNICIAN,AUTOMOTIVE SERVICING NC III,WITH TR,LOW,,102,56,51,41,38,25,23,18,17,21,19,15,14,,178,178,160,128,119,0,0,0,0,0,0,0,0,,REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|REPAIR AND MAINTENANCE|AUTO AIRCON TECHNICIAN|AUTOMOTIVE SERVICING NC III|WITH TR|LOW,REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|REPAIR AND MAINTENANCE|AUTO AIRCON TECHNICIAN|AUTOMOTIVE SERVICING NC III|WITH TR|LOW
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|REPAIR AND MAINTENANCE|AUTO TECHNICIAN LABORER|AUTOMOTIVE SERVICING NC I|WITH TR|HIGH,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,REPAIR AND MAINTENANCE,AUTO TECHNICIAN LABORER,AUTOMOTIVE SERVICING NC I,WITH TR,HIGH,,853,246,221,177,165,607,547,438,407,0,0,0,0,,426,303,273,219,205,0,0,0,0,123,111,89,83,,REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|REPAIR AND MAINTENANCE|AUTO TECHNICIAN LABORER|AUTOMOTIVE SERVICING NC I|WITH TR|HIGH,REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|REPAIR AND MAINTENANCE|AUTO TECHNICIAN LABORER|AUTOMOTIVE SERVICING NC I|WITH TR|HIGH
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|TRANPORTATION AND WAREHOUSING|DRIVING|DRIVING NC II|WITH TR|MEDIUM,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,TRANPORTATION AND WAREHOUSING,DRIVING,DRIVING NC II,WITH TR,MEDIUM,,180,115,104,83,78,0,0,0,0,65,58,46,43,,240,176,159,127,119,0,0,0,0,64,58,46,43,,REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|TRANPORTATION AND WAREHOUSING|DRIVING|DRIVING NC II|WITH TR|MEDIUM,REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|TRANPORTATION AND WAREHOUSING|DRIVING|DRIVING NC II|WITH TR|MEDIUM
REGION_VII|BOHOL|CONSTRUCTION|BUILDING WIRING|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,BUILDING WIRING,ELECTRICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,WITH TR,HIGH,,813,677,609,487,453,0,0,0,0,136,122,98,91,,407,173,156,125,117,0,0,0,0,234,211,169,158,,REGION_VII|CONSTRUCTION|BUILDING WIRING|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC II|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|BUILDING WIRING|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC II|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|COMMUNITY AND ECOSYSTEM CONSIDERATION|COMMUNITY WORKERS/LIAISON OFFICER|COMMUNITY PROGRAM DEVELOPMENT SERVICES LEVEL IV|WITH CS|HIGH,REGION_VII,BOHOL,CONSTRUCTION,COMMUNITY AND ECOSYSTEM CONSIDERATION,COMMUNITY WORKERS/LIAISON OFFICER,COMMUNITY PROGRAM DEVELOPMENT SERVICES LEVEL IV,WITH CS,HIGH,,853,707,637,0,0,0,0,0,0,146,131,0,0,,426,179,161,0,0,0,0,0,0,247,222,0,0,,REGION_VII|CONSTRUCTION|COMMUNITY AND ECOSYSTEM CONSIDERATION|COMMUNITY WORKERS/LIAISON OFFICER|COMMUNITY PROGRAM DEVELOPMENT SERVICES LEVEL IV|WITH CS|HIGH,REGION_VII|BOHOL|CONSTRUCTION|COMMUNITY AND ECOSYSTEM CONSIDERATION|COMMUNITY WORKERS/LIAISON OFFICER|COMMUNITY PROGRAM DEVELOPMENT SERVICES LEVEL IV|WITH CS|HIGH
REGION_VII|BOHOL|CONSTRUCTION|COMPLYING ENVIRONMENTAL LAWS AND STANDARDS|PROJECT DEVELOPMENT AND ENVIRONMENTAL SPECIALIST|COMMUNITY PROGRAM DEVELOPMENT SERVICES LEVEL IV|WITH CS|HIGH,REGION_VII,BOHOL,CONSTRUCTION,COMPLYING ENVIRONMENTAL LAWS AND STANDARDS,PROJECT DEVELOPMENT AND ENVIRONMENTAL SPECIALIST,COMMUNITY PROGRAM DEVELOPMENT SERVICES LEVEL IV,WITH CS,HIGH,,853,707,637,0,0,0,0,0,0,146,131,0,0,,426,179,161,0,0,0,0,0,0,247,222,0,0,,REGION_VII|CONSTRUCTION|COMPLYING ENVIRONMENTAL LAWS AND STANDARDS|PROJECT DEVELOPMENT AND ENVIRONMENTAL SPECIALIST|COMMUNITY PROGRAM DEVELOPMENT SERVICES LEVEL IV|WITH CS|HIGH,REGION_VII|BOHOL|CONSTRUCTION|COMPLYING ENVIRONMENTAL LAWS AND STANDARDS|PROJECT DEVELOPMENT AND ENVIRONMENTAL SPECIALIST|COMMUNITY PROGRAM DEVELOPMENT SERVICES LEVEL IV|WITH CS|HIGH
REGION_VII|BOHOL|CONSTRUCTION|DRIVING|DRIVERS|DRIVING (PASSENGER BUS/STRAIGHT TRUCK) NC III|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,DRIVING,DRIVERS,DRIVING (PASSENGER BUS/STRAIGHT TRUCK) NC III,WITH TR,HIGH,,853,707,637,510,474,0,0,0,0,146,131,105,98,,426,179,161,129,121,0,0,0,0,247,222,178,166,,REGION_VII|CONSTRUCTION|DRIVING|DRIVERS|DRIVING (PASSENGER BUS/STRAIGHT TRUCK) NC III|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|DRIVING|DRIVERS|DRIVING (PASSENGER BUS/STRAIGHT TRUCK) NC III|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|ELECTRICAL INSTALLATION|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC III|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,ELECTRICAL INSTALLATION,ELECTRICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC III,WITH TR,HIGH,,850,850,766,613,570,0,0,0,0,0,0,0,0,,425,178,160,128,120,0,0,0,0,247,222,178,166,,REGION_VII|CONSTRUCTION|ELECTRICAL INSTALLATION|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC III|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|ELECTRICAL INSTALLATION|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC III|WITH TR|HIGH
"REGION_VII|BOHOL|CONSTRUCTION|HELPER MASON, CONSTRUCTION HELPER|MASON|MASONRY NC I|WITH TR|HIGH",REGION_VII,BOHOL,CONSTRUCTION,"HELPER MASON, CONSTRUCTION HELPER",MASON,MASONRY NC I,WITH TR,HIGH,,826,689,621,497,463,0,0,0,0,137,123,98,91,,413,171,154,124,116,0,0,0,0,242,218,174,163,,"REGION_VII|CONSTRUCTION|HELPER MASON, CONSTRUCTION HELPER|MASON|MASONRY NC I|WITH TR|HIGH","REGION_VII|BOHOL|CONSTRUCTION|HELPER MASON, CONSTRUCTION HELPER|MASON|MASONRY NC I|WITH TR|HIGH"
REGION_VII|BOHOL|CONSTRUCTION|HYDRAULIC EXCAVATOR OPERATOR|HYDRAULIC OPERATORS|HEAVY EQUIPMENT OPERATION (HYDRAULIC EXCAVATOR) NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,HYDRAULIC EXCAVATOR OPERATOR,HYDRAULIC OPERATORS,HEAVY EQUIPMENT OPERATION (HYDRAULIC EXCAVATOR) NC II,WITH TR,HIGH,,853,707,637,510,474,0,0,0,0,146,131,105,98,,426,179,161,129,121,0,0,0,0,247,222,178,166,,REGION_VII|CONSTRUCTION|HYDRAULIC EXCAVATOR OPERATOR|HYDRAULIC OPERATORS|HEAVY EQUIPMENT OPERATION (HYDRAULIC EXCAVATOR) NC II|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|HYDRAULIC EXCAVATOR OPERATOR|HYDRAULIC OPERATORS|HEAVY EQUIPMENT OPERATION (HYDRAULIC EXCAVATOR) NC II|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|INDOOR ENVIRONMENT QUALITY|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,INDOOR ENVIRONMENT QUALITY,ELECTRICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,WITH TR,HIGH,,677,677,609,487,453,0,0,0,0,0,0,0,0,,339,105,95,76,71,0,0,0,0,234,211,169,158,,REGION_VII|CONSTRUCTION|INDOOR ENVIRONMENT QUALITY|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC II|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|INDOOR ENVIRONMENT QUALITY|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC II|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|INDUSTRIAL PLUMBING|PLUMBERS|PLUMBING NC III|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,INDUSTRIAL PLUMBING,PLUMBERS,PLUMBING NC III,WITH TR,HIGH,,853,707,637,510,474,0,0,0,0,146,131,105,98,,426,179,161,129,121,0,0,0,0,247,222,178,166,,REGION_VII|CONSTRUCTION|INDUSTRIAL PLUMBING|PLUMBERS|PLUMBING NC III|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|INDUSTRIAL PLUMBING|PLUMBERS|PLUMBING NC III|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|MMAW|WELDER|MANUAL METAL ARC WELDING (MMAW) NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,MMAW,WELDER,MANUAL METAL ARC WELDING (MMAW) NC II,WITH TR,HIGH,,853,707,637,510,474,0,0,0,0,146,131,105,98,,426,277,250,201,188,26,23,18,17,123,111,89,83,,REGION_VII|CONSTRUCTION|MMAW|WELDER|MANUAL METAL ARC WELDING (MMAW) NC II|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|MMAW|WELDER|MANUAL METAL ARC WELDING (MMAW) NC II|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|MOBILE CRANE OPERATOR|CRANE OPERATORS|HEAVY EQUIPMENT OPERATION (CRAWLER CRANE) NC III|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,MOBILE CRANE OPERATOR,CRANE OPERATORS,HEAVY EQUIPMENT OPERATION (CRAWLER CRANE) NC III,WITH TR,HIGH,,853,707,637,510,474,0,0,0,0,146,131,105,98,,426,179,161,129,121,0,0,0,0,247,222,178,166,,REGION_VII|CONSTRUCTION|MOBILE CRANE OPERATOR|CRANE OPERATORS|HEAVY EQUIPMENT OPERATION (CRAWLER CRANE) NC III|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|MOBILE CRANE OPERATOR|CRANE OPERATORS|HEAVY EQUIPMENT OPERATION (CRAWLER CRANE) NC III|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|OFF-HIGHWAY DUMP TRUCK (RIGID) OPERATOR|DUMP TRUCK OPERATOR|HEAVY EQUIPMENT OPERATION (RIGID OFF-HIGHWAY DUMP TRUCK) NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,OFF-HIGHWAY DUMP TRUCK (RIGID) OPERATOR,DUMP TRUCK OPERATOR,HEAVY EQUIPMENT OPERATION (RIGID OFF-HIGHWAY DUMP TRUCK) NC II,WITH TR,HIGH,,853,853,768,615,572,0,0,0,0,0,0,0,0,,426,179,161,129,121,0,0,0,0,247,222,178,166,,REGION_VII|CONSTRUCTION|OFF-HIGHWAY DUMP TRUCK (RIGID) OPERATOR|DUMP TRUCK OPERATOR|HEAVY EQUIPMENT OPERATION (RIGID OFF-HIGHWAY DUMP TRUCK) NC II|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|OFF-HIGHWAY DUMP TRUCK (RIGID) OPERATOR|DUMP TRUCK OPERATOR|HEAVY EQUIPMENT OPERATION (RIGID OFF-HIGHWAY DUMP TRUCK) NC II|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|PIPEFITTER|FITTERS|PIPEFITTING (METALLIC) NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,PIPEFITTER,FITTERS,PIPEFITTING (METALLIC) NC II,WITH TR,HIGH,,853,853,768,615,572,0,0,0,0,0,0,0,0,,426,179,161,129,121,0,0,0,0,247,222,178,166,,REGION_VII|CONSTRUCTION|PIPEFITTER|FITTERS|PIPEFITTING (METALLIC) NC II|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|PIPEFITTER|FITTERS|PIPEFITTING (METALLIC) NC II|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|PROGRAMABLE LOGIC CONTROLLER|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC IV|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,PROGRAMABLE LOGIC CONTROLLER,ELECTRICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC IV,WITH TR,HIGH,,707,707,637,510,474,0,0,0,0,0,0,0,0,,353,106,95,76,71,0,0,0,0,247,222,178,166,,REGION_VII|CONSTRUCTION|PROGRAMABLE LOGIC CONTROLLER|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC IV|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|PROGRAMABLE LOGIC CONTROLLER|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC IV|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|RAC TECHNICIAN|RAC/HVAC TECHNICIAN/INSTALLER|RAC SERVICING (DOMRAC) NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,RAC TECHNICIAN,RAC/HVAC TECHNICIAN/INSTALLER,RAC SERVICING (DOMRAC) NC II,WITH TR,HIGH,,850,707,637,510,474,0,0,0,0,143,129,103,96,,425,178,160,128,120,0,0,0,0,247,222,178,166,,REGION_VII|CONSTRUCTION|RAC TECHNICIAN|RAC/HVAC TECHNICIAN/INSTALLER|RAC SERVICING (DOMRAC) NC II|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|RAC TECHNICIAN|RAC/HVAC TECHNICIAN/INSTALLER|RAC SERVICING (DOMRAC) NC II|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|ROUGH AND FINISHING CARPENTER|CARPENTERS|CARPENTRY NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,ROUGH AND FINISHING CARPENTER,CARPENTERS,CARPENTRY NC II,WITH TR,HIGH,,849,703,633,507,471,0,0,0,0,146,131,105,98,,425,179,161,129,121,0,0,0,0,246,221,177,165,,REGION_VII|CONSTRUCTION|ROUGH AND FINISHING CARPENTER|CARPENTERS|CARPENTRY NC II|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|ROUGH AND FINISHING CARPENTER|CARPENTERS|CARPENTRY NC II|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|ROUGH MASON|MASON|MASONRY NC I|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,ROUGH MASON,MASON,MASONRY NC I,WITH TR,HIGH,,826,826,744,595,554,0,0,0,0,0,0,0,0,,413,171,154,124,116,0,0,0,0,242,218,174,163,,REGION_VII|CONSTRUCTION|ROUGH MASON|MASON|MASONRY NC I|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|ROUGH MASON|MASON|MASONRY NC I|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|SOLAR PANEL INSTALLATION|SOLAR TECHNICIAN|PV SYSTEMS INSTALLATION NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,SOLAR PANEL INSTALLATION,SOLAR TECHNICIAN,PV SYSTEMS INSTALLATION NC II,WITH TR,HIGH,,853,707,637,510,474,0,0,0,0,146,131,105,98,,426,153,138,111,104,26,23,18,17,247,222,178,166,,REGION_VII|CONSTRUCTION|SOLAR PANEL INSTALLATION|SOLAR TECHNICIAN|PV SYSTEMS INSTALLATION NC II|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|SOLAR PANEL INSTALLATION|SOLAR TECHNICIAN|PV SYSTEMS INSTALLATION NC II|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|STRUCTURAL STEEL ERECTOR|STEEL MAN|REINFORCING STEEL WORKS NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,STRUCTURAL STEEL ERECTOR,STEEL MAN,REINFORCING STEEL WORKS NC II,WITH TR,HIGH,,853,707,637,510,474,0,0,0,0,146,131,105,98,,426,153,138,111,104,26,23,18,17,247,222,178,166,,REGION_VII|CONSTRUCTION|STRUCTURAL STEEL ERECTOR|STEEL MAN|REINFORCING STEEL WORKS NC II|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|STRUCTURAL STEEL ERECTOR|STEEL MAN|REINFORCING STEEL WORKS NC II|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|SYSTEM FORMWORKS INSTALLER|SYSTEM FORMWORK INSTALLER|SYSTEM FORMWORKS INSTALLATION NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,SYSTEM FORMWORKS INSTALLER,SYSTEM FORMWORK INSTALLER,SYSTEM FORMWORKS INSTALLATION NC II,WITH TR,HIGH,,853,853,768,615,572,0,0,0,0,0,0,0,0,,426,80,72,58,54,99,89,71,67,247,222,178,166,,REGION_VII|CONSTRUCTION|SYSTEM FORMWORKS INSTALLER|SYSTEM FORMWORK INSTALLER|SYSTEM FORMWORKS INSTALLATION NC II|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|SYSTEM FORMWORKS INSTALLER|SYSTEM FORMWORK INSTALLER|SYSTEM FORMWORKS INSTALLATION NC II|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|TILE SETTER|TILE SETTER|TILE SETTING NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,TILE SETTER,TILE SETTER,TILE SETTING NC II,WITH TR,HIGH,,852,852,768,615,572,0,0,0,0,0,0,0,0,,425,80,72,58,54,98,88,70,66,247,222,178,166,,REGION_VII|CONSTRUCTION|TILE SETTER|TILE SETTER|TILE SETTING NC II|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|TILE SETTER|TILE SETTER|TILE SETTING NC II|WITH TR|HIGH
REGION_VII|BOHOL|CONSTRUCTION|TRANSIT MIXER OPERATOR|TRANSIT MIXER OPERATOR|HEAVY EQUIPMENT OPERATION (TRANSIT MIXER) NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,TRANSIT MIXER OPERATOR,TRANSIT MIXER OPERATOR,HEAVY EQUIPMENT OPERATION (TRANSIT MIXER) NC II,WITH TR,HIGH,,853,758,682,546,508,95,86,69,64,0,0,0,0,,426,80,72,58,54,99,89,71,67,247,222,178,166,,REGION_VII|CONSTRUCTION|TRANSIT MIXER OPERATOR|TRANSIT MIXER OPERATOR|HEAVY EQUIPMENT OPERATION (TRANSIT MIXER) NC II|WITH TR|HIGH,REGION_VII|BOHOL|CONSTRUCTION|TRANSIT MIXER OPERATOR|TRANSIT MIXER OPERATOR|HEAVY EQUIPMENT OPERATION (TRANSIT MIXER) NC II|WITH TR|HIGH
REGION_VII|BOHOL|GARMENTS|FASHION DESIGN|BEADS SEWER|FASHION DESIGN (APPAREL) NC III|WITH TR|HIGH,REGION_VII,BOHOL,GARMENTS,FASHION DESIGN,BEADS SEWER,FASHION DESIGN (APPAREL) NC III,WITH TR,HIGH,,707,607,547,438,407,50,45,36,33,50,45,36,33,,353,204,184,148,138,26,23,18,17,123,111,89,83,,REGION_VII|GARMENTS|FASHION DESIGN|BEADS SEWER|FASHION DESIGN (APPAREL) NC III|WITH TR|HIGH,REGION_VII|BOHOL|GARMENTS|FASHION DESIGN|BEADS SEWER|FASHION DESIGN (APPAREL) NC III|WITH TR|HIGH
REGION_VII|BOHOL|GARMENTS|FASHION DESIGN|GOWN DESIGNERS|FASHION DESIGN (APPAREL) NC III|WITH TR|HIGH,REGION_VII,BOHOL,GARMENTS,FASHION DESIGN,GOWN DESIGNERS,FASHION DESIGN (APPAREL) NC III,WITH TR,HIGH,,853,753,678,543,505,50,45,36,33,50,45,36,33,,426,204,184,148,138,99,89,71,67,123,111,89,83,,REGION_VII|GARMENTS|FASHION DESIGN|GOWN DESIGNERS|FASHION DESIGN (APPAREL) NC III|WITH TR|HIGH,REGION_VII|BOHOL|GARMENTS|FASHION DESIGN|GOWN DESIGNERS|FASHION DESIGN (APPAREL) NC III|WITH TR|HIGH
REGION_VII|BOHOL|GARMENTS|GARMENT PRODUCITON|PANTS SEWER|TAILORING NC II|WITH TR|HIGH,REGION_VII,BOHOL,GARMENTS,GARMENT PRODUCITON,PANTS SEWER,TAILORING NC II,WITH TR,HIGH,,852,752,677,542,504,50,45,36,33,50,45,36,33,,426,204,184,148,138,26,23,18,17,196,177,142,133,,REGION_VII|GARMENTS|GARMENT PRODUCITON|PANTS SEWER|TAILORING NC II|WITH TR|HIGH,REGION_VII|BOHOL|GARMENTS|GARMENT PRODUCITON|PANTS SEWER|TAILORING NC II|WITH TR|HIGH
REGION_VII|BOHOL|GARMENTS|GARMENT PRODUCITON|POLO SEWER|DRESSMAKING NC II|WITH TR|HIGH,REGION_VII,BOHOL,GARMENTS,GARMENT PRODUCITON,POLO SEWER,DRESSMAKING NC II,WITH TR,HIGH,,851,746,672,538,501,0,0,0,0,105,95,76,71,,425,124,112,90,84,80,72,58,54,221,200,160,150,,REGION_VII|GARMENTS|GARMENT PRODUCITON|POLO SEWER|DRESSMAKING NC II|WITH TR|HIGH,REGION_VII|BOHOL|GARMENTS|GARMENT PRODUCITON|POLO SEWER|DRESSMAKING NC II|WITH TR|HIGH
